stations,n,kim,hub,sch,ley,logbox,l.kim,l.hub,l.sch,l.ley,l.logbox,u.kim,u.hub,u.sch,u.ley,u.logbox
USC00212142,38571.3333,650.6667,670.3333,366.3333,373,0,-10.4257,-10.7358,-11.6029,-11.3993,-25.1701,10.2565,9.8365,11.3947,11.5789,25.2625
USC00212698,42372,666.3333,679.6667,332.3333,346.3333,0,-9.8535,-10.1803,-10.9667,-10.7805,-23.999,9.7262,9.2974,10.8051,10.9599,24.1018
USC00212721,39679.6667,571,593.6667,289,304,0,-10.3289,-10.7557,-11.4968,-11.2257,-23.878,10.0436,9.4836,11.1564,11.4323,23.9617
USC00212737,41018.6667,694.3333,717.6667,381.3333,393.3333,0,-9.9655,-10.3328,-11.0921,-10.8567,-24.8877,9.7543,9.2687,10.8354,11.053,24.9822
USC00212768,39035.6667,645,660.6667,328.6667,335.3333,0,-10.2351,-10.6217,-11.392,-11.2327,-24.7885,10.1661,9.6625,11.2932,11.4296,24.919
USC00212916,33774,564,578,293.6667,302.6667,0,-10.8316,-11.1645,-12.0551,-11.8623,-25.5696,10.6876,10.2399,11.8733,12.0561,25.679
USC00213174,24111.6667,423.3333,435,236,241.3333,0,-9.516,-9.7997,-10.5901,-10.4897,-23.1113,9.5102,9.1363,10.5661,10.6464,23.2274
USC00213282,35257,922.3333,926.3333,568,566.6667,1.3333,-7.6761,-7.7144,-8.5398,-8.5895,-17.9377,7.8469,7.7846,8.721,8.6666,18.0382
USC00213290,45151.3333,639,658.3333,313.6667,326.6667,0,-10.1104,-10.4138,-11.2519,-11.0315,-23.9497,9.9078,9.4998,11.0073,11.2044,24.0288
USC00213296,15566,376.6667,388.3333,228.3333,228.3333,0.3333,-8.2856,-8.368,-9.2171,-9.0658,-19.2104,8.0819,7.9358,8.9828,9.1353,19.2116
USC00213303,38468.3333,708.3333,729,380,384.6667,0,-10.0605,-10.2973,-11.1946,-11.0797,-25.1393,10.0049,9.6851,11.1172,11.2195,25.2303
USC00213411,27861,546,567.6667,300.6667,309,0,-9.3876,-9.6282,-10.446,-10.3119,-23.1574,9.2916,8.9665,10.3243,10.446,23.234
USC00213455,37350.3333,529.3333,545.3333,259.3333,268.6667,0,-10.8385,-11.1556,-12.0608,-11.8554,-25.9722,10.6274,10.1973,11.8082,12.015,26.0391
USC00213567,13329,258,258.6667,137.3333,138.3333,0,-8.9977,-9.0803,-10.0074,-10.0447,-21.1914,9.1024,8.9562,10.119,10.0874,21.2497
USC00213793,26591.6667,467.6667,474.3333,260,259.6667,0,-9.6918,-9.8586,-10.7831,-10.6905,-23.1111,9.6466,9.422,10.7202,10.8031,23.1842
USC00213962,22497.3333,355.6667,376.3333,184,191.3333,0,-9.9224,-10.299,-11.0427,-10.8632,-23.425,9.7699,9.2776,10.8543,11.0309,23.5127
USC00214106,38697.3333,673,668.3333,349.3333,349.6667,0,-10.5708,-10.7483,-11.7601,-11.7473,-24.8199,10.6602,10.4324,11.8477,11.8525,24.9211
USC00214233,10048,177,180,89.6667,89.3333,0,-10.4458,-10.3645,-11.617,-11.5931,-22.3373,10.4486,10.5059,11.6167,11.6231,22.3605
USC00214652,43715.3333,865,856.6667,472.3333,479,0,-9.942,-10.1419,-11.0624,-10.9685,-25.3866,9.9161,9.644,11.0189,11.1003,25.479
USC00214778,29272.3333,424.3333,448.6667,209.6667,222.3333,0,-10.0541,-10.4729,-11.1909,-10.9378,-24.8139,9.8044,9.2592,10.8908,11.139,24.9024
USC00214793,36360.6667,636.6667,657,333,341.3333,0,-9.7333,-10.0547,-10.8325,-10.6948,-24.4508,9.6679,9.2444,10.7407,10.8659,24.5628
USC00214861,36213,625,642,332.3333,338.3333,0,-10.1416,-10.4589,-11.2864,-11.1452,-25.3981,10.0649,9.6517,11.1822,11.3135,25.5051
USC00214937,20940,349.3333,363.6667,180,190.6667,0,-9.8077,-10.2428,-10.9186,-10.6472,-24.2577,9.5759,9.0145,10.6351,10.8767,24.3718
USC00215392,39626.6667,677.6667,689.3333,351.3333,356.6667,0,-9.7626,-10.0377,-10.8641,-10.7109,-23.8942,9.6323,9.2606,10.7022,10.8632,23.9758
USC00215400,46095,696.3333,708,360.3333,362.6667,0,-10.2766,-10.5317,-11.4346,-11.3794,-25.078,10.3177,9.984,11.4652,11.5146,25.1896
USC00215563,40201.6667,627.6667,630.6667,311,317,0,-10.3519,-10.6898,-11.5201,-11.3403,-25.0045,10.1997,9.7513,11.3323,11.5053,25.0902
USC00215598,32331,634.6667,639,340.6667,342.6667,0,-9.662,-9.7447,-10.7489,-10.7645,-22.6024,9.7796,9.6613,10.8692,10.8572,22.7014
USC00215615,41690,663,677.3333,344,348,0,-9.9565,-10.2184,-11.0791,-10.9734,-24.2843,9.9234,9.5792,11.0264,11.1161,24.3831
USC00215638,48365.6667,739.6667,774.6667,385.6667,398,0,-10.4463,-10.84,-11.6268,-11.4128,-25.9773,10.2678,9.7535,11.4062,11.6097,26.0804
USC00215842,38956.6667,691.3333,703.3333,364.6667,371.6667,0,-9.8196,-10.2048,-10.9297,-10.8082,-24.7348,9.7881,9.2946,10.873,11.002,24.8724
USC00215887,41796,605,614.3333,314.3333,320,0,-10.1268,-10.3897,-11.2692,-11.1333,-23.9879,10.0288,9.674,11.1429,11.2875,24.079
USC00216547,43341.3333,915,933.3333,520.3333,530,0,-9.6934,-9.9448,-10.7871,-10.6578,-24.3927,9.6114,9.2793,10.6789,10.8103,24.4866
USC00216565,42568.6667,581.3333,609,285,301.3333,0,-10.6671,-11.2378,-11.8753,-11.5323,-27.1102,10.3581,9.6396,11.5037,11.7819,27.22
USC00216612,39753.3333,806.3333,823,459.3333,464.3333,0,-10.075,-10.3415,-11.2122,-11.0735,-25.2786,9.9802,9.6247,11.0882,11.24,25.3798
USC00216787,36157.3333,589.6667,618,312.3333,317.6667,0,-10.6076,-11.043,-11.8065,-11.5773,-26.7485,10.4229,9.8586,11.5784,11.7809,26.855
USC00216795,30170,585.6667,590.6667,323,322,0,-10.3862,-10.3667,-11.5502,-11.5526,-24.7711,10.4081,10.3971,11.572,11.5754,24.7937
USC00217087,31619.3333,544.3333,547.6667,286.3333,288,0,-10.702,-10.8872,-11.9066,-11.8205,-26.2611,10.6701,10.4233,11.858,11.9384,26.3416
USC00217405,42621,667,700,353.3333,363.6667,0,-9.979,-10.2791,-11.1048,-10.9608,-24.1152,9.8782,9.4778,10.9755,11.1149,24.2056
USC00217460,39652,736.6667,759.3333,416.3333,429.3333,0,-9.9748,-10.342,-11.1034,-10.8921,-25.2437,9.8194,9.3336,10.9068,11.1043,25.364
USC00218311,23042.3333,401,411.3333,204.3333,209.3333,0,-10.7845,-11.0642,-11.9989,-11.8681,-25.1602,10.6777,10.3027,11.8661,11.9942,25.228
USC00218323,37737.3333,486.3333,512.6667,225.6667,236,0,-10.7965,-11.2967,-12.0174,-11.7009,-26.3518,10.4773,9.8315,11.638,11.9198,26.4362
USC00218419,45133.6667,965.6667,967.6667,577,576,0.3333,-8.5215,-8.7019,-9.4832,-9.4459,-19.4286,8.5851,8.3463,9.5385,9.5841,19.5482
USC00218579,33754.3333,542,551.3333,274.6667,278.3333,0,-10.2069,-10.405,-11.3563,-11.2484,-23.6242,10.1449,9.8736,11.2739,11.369,23.6992
USC00218618,24320.6667,452.3333,450.3333,238.3333,238.6667,0,-9.8469,-10.0102,-10.9562,-10.8683,-24.1384,9.8267,9.6017,10.9199,10.9924,24.2265
USC00218679,36464.6667,636.3333,646.3333,355.6667,355.6667,0,-10.5672,-10.721,-11.7557,-11.726,-24.7145,10.6078,10.4019,11.7899,11.8232,24.7975
USC00218692,38511.6667,536,564,259,267.6667,0,-10.4582,-11.0004,-11.6423,-11.3028,-25.5352,10.111,9.4227,11.2297,11.54,25.6263
USC00218907,37749,611.6667,626,316.3333,326,0,-10.1007,-10.4592,-11.242,-11.0681,-26.0812,9.9879,9.5156,11.0956,11.2553,26.1934
USC00219004,37077.6667,584.3333,608.6667,310.3333,326,0,-10.0131,-10.436,-11.146,-10.9184,-25.1824,9.8373,9.2902,10.9267,11.1301,25.2972
USC00219033,32678,439.6667,464.3333,209.3333,223,0,-10.3071,-10.7975,-11.4735,-11.2118,-26.1654,10.0641,9.4344,11.1783,11.4342,26.2715
USC00219046,42908,563,576,269.6667,276,0,-10.2861,-10.6502,-11.4468,-11.2599,-24.0486,10.1086,9.6278,11.2312,11.422,24.1258
USC00219067,37346.3333,583.3333,588.3333,300.6667,303.3333,0,-9.7979,-9.9495,-10.9004,-10.8004,-22.1263,9.7223,9.5098,10.8051,10.9014,22.1832
USC00219249,40814.6667,569.3333,577,291,301.3333,0,-10.2393,-10.579,-11.3953,-11.2015,-24.0704,10.0609,9.61,11.1775,11.3748,24.1558
USC00220021,43212.6667,1672.3333,1968,1068.6667,1095.6667,0,-7.6586,-8.5582,-8.5349,-7.8052,-29.2359,6.7907,5.8615,7.5321,8.1428,29.2721
USC00220488,42563.6667,1448.3333,1855.6667,897.3333,903.3333,0,-8.417,-9.4675,-9.38,-8.4685,-30.6792,7.2988,6.2499,8.0952,8.8384,30.677
USC00220792,43011,2105.6667,2229,1380.6667,1435,0,-5.6468,-6.138,-6.2952,-6.038,-25.057,5.4935,4.9267,6.0922,6.3285,25.2365
USC00220955,41934,1520.6667,1810.3333,950,992.6667,0,-7.9895,-8.9334,-8.9043,-8.171,-30.0141,7.1261,6.1461,7.9036,8.5346,30.071
USC00221094,43269.6667,2505.6667,2817.6667,1721.3333,1788,0,-6.7798,-7.5858,-7.5583,-6.9068,-33.2351,6.0507,5.2201,6.7086,7.255,33.314
USC00221314,22570,1040.3333,1202.6667,693.6667,705.3333,0,-7.4905,-8.2879,-8.3457,-7.599,-29.7984,6.5676,5.7245,7.2862,7.8966,29.7908
USC00221389,41749,2212,2585.3333,1489.3333,1556.6667,0,-7.3999,-8.4041,-8.2499,-7.3707,-34.2208,6.3448,5.3794,7.0335,7.7562,34.2461
USC00221606,18987.6667,823,997.6667,529.3333,541.6667,0,-7.9937,-9.1164,-8.9116,-8.0188,-31.9907,6.9228,5.8513,7.6748,8.4295,32.031
USC00221707,40027.3333,1345.3333,1638.3333,833.3333,873.3333,0,-7.9987,-8.9581,-8.9145,-8.1138,-28.7621,7.0515,6.0627,7.8205,8.4776,28.7982
USC00221738,21336,840.3333,1043.3333,562,539.3333,0,-8.1222,-9.2137,-9.0516,-8.1202,-29.8858,6.965,5.9133,7.7245,8.4809,29.8671
USC00221852,25154.3333,1428.3333,1603.3333,979,975.6667,0,-6.8399,-7.5283,-7.6204,-6.9161,-30.7305,5.9256,5.2066,6.5742,7.1792,30.6992
USC00221865,36094.3333,2185,2428.3333,1512.3333,1553,0,-6.7225,-7.401,-7.4909,-6.8182,-33.0953,5.9254,5.2039,6.5729,7.1004,33.1077
USC00221962,34061.6667,1095.3333,1355.3333,653.6667,692.6667,0,-8.307,-9.2713,-9.257,-8.4181,-29.1736,7.3027,6.3003,8.1003,8.775,29.1902
USC00222094,31366.3333,1679.6667,1928,1156.3333,1232.3333,0,-6.9836,-8.0569,-7.7906,-7.021,-33.3721,6.216,5.1972,6.8867,7.4717,33.5183
USC00223208,21066.3333,836.3333,1005.3333,518,531,0,-7.8356,-8.7067,-8.7311,-7.9177,-29.5462,6.8414,5.9282,7.5889,8.245,29.5432
USC00223605,36208.3333,1530.3333,1812.6667,1005.3333,1032.6667,0,-7.5814,-8.5244,-8.4491,-7.661,-28.9953,6.6358,5.6832,7.3597,7.9996,29.0129
USC00223887,41557,2390.6667,2654.6667,1650,1698,0,-6.5887,-7.2762,-7.3427,-6.7551,-31.7938,5.9315,5.1971,6.5792,7.0471,31.8485
USC00223975,40911.3333,1403.3333,1673.3333,873.3333,916.3333,0,-8.1079,-9.0524,-9.0363,-8.2608,-29.5257,7.2274,6.2424,8.0158,8.6315,29.5835
USC00224001,19805.6667,781.6667,911.6667,497,488,0,-8.0721,-8.9073,-8.9931,-8.2217,-30.2422,7.1069,6.2109,7.8852,8.5311,30.2329
USC00224776,41601,1915.6667,2244.6667,1283.6667,1324.6667,0,-7.4995,-8.4626,-8.3591,-7.5635,-31.4451,6.5656,5.6046,7.2805,7.9216,31.4802
USC00224939,37924,2085,2364.6667,1417,1455,0,-6.7465,-7.4892,-7.5184,-6.8562,-30.6156,5.9594,5.1873,6.61,7.1516,30.6404
USC00225247,43521,1972,2267.3333,1278,1351.6667,0,-7.6031,-8.5195,-8.4752,-7.7043,-32.3556,6.7142,5.7761,7.4449,8.0785,32.414
USC00225987,38234,2120.3333,2403.6667,1441,1445,0,-7.041,-7.8244,-7.8458,-7.1349,-32.3048,6.1782,5.3688,6.8532,7.4313,32.3114
USC00226009,36222,1432,1707.6667,926,950.3333,0,-8.058,-8.9549,-8.9788,-8.1258,-30.6858,7.0603,6.1309,7.8321,8.4584,30.6858
USC00226177,43158.6667,2613.6667,3009,1797.3333,1869,0,-7.0022,-7.9699,-7.807,-6.9887,-35.6883,6.0599,5.1263,6.7174,7.3616,35.7324
USC00226718,24814.3333,1382.6667,1496.3333,947.6667,972.6667,0,-5.6952,-6.2079,-6.3479,-6.0319,-26.2825,5.4224,4.8459,6.0143,6.3022,26.4171
USC00227128,36696.6667,2364.3333,2611.6667,1614.6667,1711.3333,0,-6.3024,-7.125,-7.0294,-6.4323,-33.5601,5.7231,4.8956,6.3424,6.8146,33.702
USC00227132,42681.3333,2435.6667,2822.6667,1682.3333,1739.6667,0,-7.3255,-8.2458,-8.1649,-7.2509,-34.5605,6.1925,5.3004,6.8665,7.5955,34.5357
USC00227467,23711.3333,802,995.3333,488.3333,476.6667,0,-8.6033,-9.5706,-9.5856,-8.7647,-29.683,7.5052,6.5029,8.3263,9.1064,29.6648
USC00228374,42633.3333,1728.6667,2017.6667,1094.3333,1164.6667,0,-7.629,-8.5259,-8.5032,-7.8289,-30.8644,6.8827,5.9409,7.6331,8.1878,30.947
USC00229079,41966.6667,1513.6667,1877.6667,930.6667,966.6667,0,-8.4097,-9.4601,-9.3736,-8.4856,-31.847,7.3475,6.2858,8.1476,8.8869,31.8825
USC00229400,39148.3333,1495.6667,1784.6667,966,963.6667,0,-8.0557,-8.9619,-8.9769,-8.2238,-29.753,7.1399,6.1997,7.9198,8.5702,29.7839
USC00229439,35558,2060.6667,2265.3333,1415.6667,1475.6667,0,-6.506,-7.1525,-7.2489,-6.6307,-30.445,5.78,5.0905,6.4127,6.889,30.4572
USC00229793,39134.6667,2537,2836,1793.3333,1877.3333,0,-6.4625,-7.366,-7.208,-6.5199,-35.073,5.7761,4.8949,6.4007,6.913,35.1962
USC00230204,45091,1112,1278,655.3333,684,0,-9.2834,-10.0418,-10.3398,-9.7837,-27.6741,8.6539,7.7712,9.6056,10.0896,27.7462
USC00230224,34520,731,861.6667,405.3333,426.3333,0,-9.0014,-9.7052,-10.0239,-9.4845,-24.6349,8.3488,7.5215,9.2687,9.7481,24.6694
USC00230608,41738,762.3333,843.6667,418,439.3333,0,-9.7748,-10.3212,-10.8826,-10.5219,-25.7773,9.411,8.7245,10.4511,10.7635,25.8675
USC00230789,37075.3333,868.3333,1020.3333,490.6667,496.6667,0,-9.7354,-10.5299,-10.8433,-10.145,-28.6342,8.8886,7.9772,9.8657,10.467,28.664
USC00231037,41603.6667,894,973,503.6667,521.3333,0,-9.1807,-9.6377,-10.2195,-9.8742,-23.854,8.7697,8.1904,9.7405,10.0705,23.8985
USC00231340,30413.6667,624.6667,725.6667,354.3333,362.6667,0,-9.4813,-10.0741,-10.5564,-10.0723,-24.9251,8.8983,8.1673,9.8808,10.317,24.9629
USC00231364,37652.3333,1041,1222.6667,628,636.3333,0,-8.2733,-9.0244,-9.2156,-8.6421,-25.8199,7.5993,6.7458,8.434,8.9291,25.8667
USC00231383,16767.3333,492.3333,580,295.6667,301.6667,0,-9.3437,-10.2924,-10.4108,-9.6328,-30.9318,8.3971,7.3698,9.3161,10.0099,30.9779
USC00231711,38093.3333,783.3333,914,433,448,0,-9.72,-10.378,-10.8227,-10.2767,-26.8385,9.0709,8.2792,10.0719,10.5349,26.8699
USC00231822,43436,867.3333,935,464.6667,479,0,-9.8091,-10.3759,-10.9217,-10.554,-26.9916,9.4179,8.7102,10.4578,10.8125,27.0877
USC00232289,38790.3333,1034.6667,1234,612.3333,620,0,-8.5792,-9.3371,-9.5536,-8.9069,-25.0898,7.7345,6.881,8.5865,9.1559,25.0655
USC00232503,37490.6667,904.3333,1027,520.3333,542,0,-9.461,-10.1328,-10.5353,-9.979,-26.717,8.7899,7.9839,9.7588,10.2496,26.7521
USC00232511,17539.3333,377,439,208,207.6667,0,-9.5472,-10.2412,-10.6303,-10.1033,-25.6654,8.9047,8.0876,9.8872,10.359,25.6965
USC00232809,36212.3333,686,808.6667,382.6667,381.3333,0,-9.644,-10.2339,-10.7359,-10.2204,-25.0839,8.9703,8.2383,9.9622,10.4399,25.08
USC00233079,39413,799.6667,900,451,454.3333,0,-9.8269,-10.3245,-10.9377,-10.5044,-25.1434,9.2679,8.6301,10.2948,10.6952,25.1467
USC00233369,35389.3333,691.3333,738.6667,377.6667,393,0,-9.6659,-10.244,-10.7634,-10.4137,-25.8607,9.3318,8.6117,10.3611,10.6888,25.9835
USC00233451,25694.6667,594.3333,766,346,350,0,-9.2566,-10.2387,-10.311,-9.4707,-26.5429,8.2024,7.1541,9.1026,9.7942,26.522
USC00234019,27763.6667,668.3333,812.6667,396.6667,410.3333,0,-9.3697,-10.2428,-10.4365,-9.7466,-27.9032,8.5367,7.5651,9.4745,10.0661,27.9347
USC00234226,42378.3333,830.3333,1006.3333,477.3333,476.3333,0,-9.155,-9.8984,-10.1954,-9.5573,-25.2069,8.3722,7.5068,9.294,9.8347,25.2193
USC00234271,42140.6667,926.3333,1019.6667,522,527,0,-9.3764,-9.8756,-10.4367,-10.056,-24.6877,8.8934,8.2649,9.8785,10.2456,24.7092
USC00234544,41693,751.3333,826.3333,418.3333,423.6667,0,-9.9191,-10.4311,-11.0416,-10.6544,-25.5231,9.4758,8.8271,10.5246,10.87,25.5739
USC00234705,44695.3333,1059.6667,1301,629.3333,648,0,-9.3152,-10.2315,-10.3774,-9.7031,-28.7312,8.5441,7.5329,9.4813,10.0485,28.7975
USC00234825,42208.3333,1061,1277.3333,617,629,0,-9.4172,-10.3495,-10.491,-9.8104,-28.8904,8.5861,7.564,9.5277,10.1612,28.9457
USC00234904,38939.3333,764,867,421,440.6667,0,-9.7676,-10.3707,-10.875,-10.4238,-26.4452,9.2267,8.4805,10.2457,10.6725,26.4965
USC00235027,41335,1024.3333,1210,590,622.6667,0,-9.5894,-10.5688,-10.6842,-9.9472,-29.5002,8.7728,7.7009,9.7337,10.3274,29.5813
USC00235253,41974.6667,956.3333,1176.3333,558.6667,547.3333,0,-9.1888,-10.0333,-10.234,-9.4925,-25.7615,8.2489,7.3067,9.1559,9.788,25.7482
USC00235307,27160,678,816.6667,395.6667,414.6667,0,-9.6968,-10.6457,-10.8018,-10.0656,-29.0198,8.8101,7.7577,9.777,10.4131,29.0588
USC00235340,43514.3333,760,845.6667,392.3333,415,0,-9.952,-10.5288,-11.0798,-10.6756,-25.8376,9.4884,8.77,10.537,10.9202,25.9051
USC00235541,40011,664.3333,782,347.6667,351.3333,0,-10.3931,-10.9714,-11.569,-11.0504,-25.0653,9.7145,8.984,10.7898,11.2708,25.0609
USC00235708,15344.6667,333,362.3333,187.3333,185.6667,0,-9.5319,-10.0162,-10.6118,-10.192,-24.8951,9.0524,8.4322,10.053,10.4209,24.9469
USC00235834,42992,1099.3333,1368,638,675.6667,0,-9.2862,-10.3815,-10.3493,-9.5217,-29.3887,8.3421,7.1973,9.2524,9.942,29.4679
USC00235976,45584,1291.3333,1613.6667,759.6667,791.3333,0,-9.4659,-10.5825,-10.5487,-9.6281,-31.3541,8.3987,7.243,9.3159,10.0404,31.3966
USC00235987,39205.6667,914,1066.3333,524.3333,534,0,-9.5602,-10.4024,-10.6491,-10.0026,-27.9515,8.8122,7.8473,9.7801,10.3355,28.0142
USC00236357,40561.6667,751.6667,795.3333,398.3333,404.6667,0,-10.0023,-10.4581,-11.1342,-10.8681,-26.7082,9.7498,9.1646,10.8291,11.0846,26.8074
USC00236641,22433,378,438,201.3333,206.6667,0,-9.8855,-10.3795,-11.0024,-10.4507,-23.8873,9.151,8.5159,10.1653,10.6324,23.84
USC00236791,37927,891,1061.3333,526.6667,526,0,-8.5693,-9.2817,-9.5431,-8.9296,-24.5452,7.7932,6.9749,8.6511,9.1887,24.5455
USC00236826,13096,278,331,157.3333,159.6667,0,-10.0202,-10.771,-11.1563,-10.4769,-25.6741,9.1756,8.2912,10.1885,10.7327,25.6548
USC00236866,26720.3333,485.3333,513.3333,252,259.3333,0,-9.7448,-10.2648,-10.848,-10.5552,-24.7747,9.4344,8.7878,10.4784,10.7731,24.8606
USC00237263,38449,848,979.6667,465.6667,487,0,-10.0104,-10.7659,-11.1475,-10.5917,-28.0992,9.3656,8.4665,10.3977,10.8846,28.1577
USC00237397,42219.6667,880,962,507.6667,503.6667,0,-9.5154,-9.9163,-10.5894,-10.2459,-24.1965,9.0664,8.5365,10.0726,10.4024,24.2016
USC00237506,40905,881.3333,1074.6667,503,524.6667,0,-10.0214,-10.9577,-11.1636,-10.4044,-29.5793,9.1094,8.0639,10.1089,10.7666,29.623
USC00237632,34119.3333,721.3333,836.6667,407.6667,416.6667,0,-10.0264,-10.687,-11.1625,-10.6191,-25.6532,9.3659,8.5611,10.4007,10.864,25.6718
USC00238043,14928.3333,303,371,168,162,0,-10.487,-11.2813,-11.6777,-10.9781,-28.1653,9.5971,8.6817,10.6549,11.2761,28.1663
USC00238051,43982.3333,800.6667,880,429.3333,439.3333,0,-9.9285,-10.4638,-11.0524,-10.6765,-25.1622,9.4704,8.7919,10.5183,10.8975,25.2135
USC00238444,40490.6667,747.3333,811,406.3333,418,0,-9.5325,-10.1011,-10.6138,-10.2528,-25.0803,9.1838,8.4754,10.1978,10.5067,25.1835
USC00238523,38602.6667,772.6667,842,429.6667,445,0,-9.6251,-10.1904,-10.7166,-10.318,-25.6937,9.2035,8.4987,10.2198,10.5681,25.7758
USC00238577,25447.6667,500.6667,566.6667,288.6667,287.6667,0,-9.5629,-10.1193,-10.6442,-10.2695,-24.1115,9.135,8.443,10.1469,10.4619,24.1489
USC00238603,25961.6667,659.3333,762,397.6667,405.3333,0,-9.6363,-10.3285,-10.7309,-10.1077,-27.2029,8.8475,8.0221,9.8222,10.3896,27.2172
USC00238712,35923.6667,785.3333,932,456.6667,465.6667,0,-9.7252,-10.5907,-10.8322,-10.2543,-27.2726,9.082,8.0898,10.0804,10.5818,27.3575
USC00238725,37851.3333,843.6667,950.6667,481,487.3333,0,-9.8436,-10.5093,-10.9604,-10.4263,-27.0639,9.2074,8.3998,10.2235,10.6901,27.1027
USC00238995,25518,729,854.3333,446.6667,456.6667,0,-8.6582,-9.4704,-9.6444,-8.9574,-26.6987,7.8447,6.9437,8.706,9.2595,26.7219
USC00239032,23695.6667,565.6667,665.3333,329.3333,330.3333,0,-9.5717,-10.2616,-10.6585,-10.0733,-26.0138,8.8365,8.0152,9.8106,10.3455,26.0341
USC00240056,20750.3333,627,630,425.6667,444.3333,0.3333,-9.918,-10.611,-11.0535,-10.7863,-26.8589,9.902,9.0887,10.9853,11.2361,27.1922
USC00240199,20315,421.6667,431.3333,273.3333,296,0,-9.0142,-9.7544,-10.0456,-9.6714,-22.6946,8.8192,7.9573,9.7843,10.0689,22.9439
USC00240364,36931.3333,1578.3333,1608.6667,1129.6667,1149,0,-9.4732,-10.1099,-10.56,-10.3543,-31.1673,9.5956,8.8262,10.6435,10.8247,31.5507
USC00240392,30857.6667,1240.6667,1260,873,889,0.3333,-9.447,-10.0177,-10.5267,-10.3368,-27.1196,9.4871,8.783,10.5271,10.7309,27.4252
USC00240770,31264,849.6667,874.6667,561,573,0,-10.2669,-10.8062,-11.4349,-11.2088,-26.1574,10.2118,9.5375,11.3364,11.5419,26.3934
USC00240780,40517.6667,1406,1473.6667,940.6667,984.3333,0,-9.3344,-10.2244,-10.4078,-9.9936,-30.4556,9.1368,8.1201,10.1312,10.502,30.7875
USC00240802,43918.6667,1370,1454.3333,924.3333,997.6667,0,-9.2533,-10.277,-10.3196,-9.7717,-29.7371,8.8762,7.7687,9.8395,10.3144,30.0498
USC00240877,19153,704.6667,713,489.6667,489.6667,0,-9.6192,-10.0282,-10.7141,-10.6467,-27.7462,9.8007,9.2931,10.8798,10.9694,28.0336
USC00241008,24640.6667,685,716.3333,467,495.3333,0,-9.1988,-10.0725,-10.2558,-9.8247,-26.7218,8.9658,7.9772,9.9423,10.3105,27.0279
USC00241044,45712.6667,1121.3333,1210.3333,731.3333,814.3333,0,-9.5795,-10.5933,-10.6798,-10.1206,-27.8229,9.18,8.0662,10.1798,10.6192,28.0969
USC00241102,37001.3333,1105,1156,710.6667,745,0,-9.1899,-9.8789,-10.2403,-9.9581,-28.3139,9.0759,8.2527,10.0704,10.3432,28.5742
USC00241127,31065.6667,729.3333,733.6667,452.6667,483.6667,0,-9.8674,-10.6613,-10.9954,-10.595,-26.5742,9.612,8.6836,10.6648,11.01,26.8216
USC00241297,37293,1040.3333,1076,695,754,0,-9.3492,-10.3255,-10.4247,-9.899,-27.3019,9.0225,7.9388,10.0037,10.4141,27.6065
USC00241552,40143,1702.3333,1722,1221.6667,1224.3333,0.6667,-10.1822,-10.6558,-11.3452,-11.2914,-32.0864,10.493,9.9066,11.6445,11.7054,32.4746
USC00241557,20062,719.6667,738.6667,488,500,0,-9.7918,-10.4118,-10.9114,-10.6186,-26.9288,9.6915,8.9301,10.753,11.0369,27.2174
USC00241692,30932.6667,911,955.6667,594,626.3333,0,-9.7348,-10.4801,-10.8467,-10.4603,-27.6294,9.4904,8.5992,10.5308,10.854,27.8635
USC00241722,40615.3333,1328.6667,1373,887.3333,906,0.3333,-9.9342,-10.4057,-11.063,-10.811,-28.1494,9.7893,9.1942,10.8686,11.1082,28.3361
USC00241737,38309.3333,1432,1474,968,1015,0,-9.9061,-10.689,-11.0418,-10.6996,-31.1747,9.8166,8.8862,10.8889,11.1764,31.5099
USC00241974,36540.6667,1231,1250.3333,829,858.6667,0,-9.8008,-10.5158,-10.9222,-10.6142,-28.8128,9.713,8.8547,10.7762,11.0459,29.1146
USC00242122,38948.6667,830,835.6667,492.6667,514.3333,0,-10.2994,-10.8333,-11.4694,-11.2377,-26.4741,10.1744,9.5006,11.2965,11.5412,26.6705
USC00242221,30185.6667,624.3333,637.3333,402.6667,415.3333,3.6667,-8.1967,-8.6084,-9.1288,-8.9579,-19.4321,8.1405,7.6221,9.0374,9.2163,19.6119
USC00242347,22659.3333,769.3333,774,510,523.6667,0,-10.2528,-10.8676,-11.4218,-11.191,-28.2449,10.2389,9.4887,11.364,11.5702,28.5258
USC00242409,42406.3333,1400.3333,1475.3333,962.3333,1033,0,-7.9148,-8.832,-8.8289,-8.4059,-25.8764,7.6712,6.6744,8.502,8.9064,26.1909
USC00242421,21830.3333,534,597,350,388.6667,0,-8.9203,-10.0122,-9.9466,-9.3015,-25.2525,8.3734,7.214,9.2832,9.7954,25.4863
USC00242689,42970.3333,788.3333,825.3333,466.6667,519.3333,0,-11.2403,-12.2104,-12.5248,-11.9971,-30.4001,10.8272,9.7033,12.0131,12.4647,30.6475
USC00242738,14691.6667,387.6667,425.3333,267,278,0.6667,-9.126,-9.9671,-10.1731,-9.6496,-24.9437,8.7078,7.7537,9.6572,10.1031,25.1793
USC00242793,36895,1047,1109.6667,693.6667,748.6667,0,-8.8398,-9.6812,-9.8559,-9.4571,-27.516,8.6378,7.6887,9.5783,9.9294,27.8197
