stations,n,kim,hub,sch,ley,logbox,l.kim,l.hub,l.sch,l.ley,l.logbox,u.kim,u.hub,u.sch,u.ley,u.logbox
CA001101530,34064.6667,756.6667,768.3333,481.6667,489,5.3333,-5.3387,-5.215,-5.9352,-5.984,-13.0693,5.4062,5.4943,6.0126,5.9627,13.0701
CA001123360,33735.3333,646.6667,663.3333,420,424.6667,3.6667,-6.8984,-7.1377,-7.6805,-7.5596,-16.5233,6.8626,6.5482,7.6211,7.7355,16.6462
CA001123390,18143.6667,356.3333,358.6667,214,212.3333,0.6667,-7.667,-7.6502,-8.5277,-8.6295,-17.9917,7.9008,7.8968,8.7829,8.6726,18.0824
CA001124110,24011.3333,375.3333,376.3333,226.3333,230.6667,2,-7.0166,-7.2135,-7.8101,-7.7227,-16.1928,7.0128,6.7505,7.79,7.8646,16.2983
CA001142160,37046,694.3333,693.6667,420.6667,423.3333,1.3333,-6.5326,-6.8291,-7.273,-7.1904,-15.3515,6.5304,6.1547,7.2524,7.3522,15.4723
CA001142820,34547.3333,749,770,475.3333,489.6667,2.3333,-5.5422,-5.789,-6.1712,-6.0479,-14.6552,5.4811,5.1624,6.0861,6.2008,14.7546
CA001143900,38968,802.3333,814.3333,500.6667,517.3333,3,-5.6508,-6.0318,-6.2946,-6.1371,-14.3529,5.5733,5.1086,6.1861,6.336,14.4827
CA001146870,22069,388.6667,406,226.6667,237,0.6667,-6.8523,-7.0938,-7.6276,-7.5052,-15.587,6.7811,6.4622,7.5321,7.6516,15.6791
CA001152850,34812.3333,1276,1317.6667,885,902.3333,1,-7.8837,-8.3066,-8.7818,-8.5889,-22.5433,7.8172,7.291,8.6768,8.8666,22.735
CA001168520,38429.3333,1230.3333,1268.6667,865.3333,865,8.3333,-6.9143,-7.1739,-7.7,-7.6058,-18.2155,6.9649,6.6279,7.733,7.8141,18.3844
CA001173210,41995.3333,1546.3333,1571.3333,1085,1098.3333,2.6667,-6.9395,-7.2794,-7.7282,-7.594,-19.2215,6.9169,6.486,7.6793,7.8062,19.3751
CA001200560,34069.6667,2454.3333,2468,1878.6667,1871,1,-7.2096,-7.3391,-8.024,-8.0663,-27.5029,7.416,7.2539,8.2389,8.1966,27.6522
CA002100200,15983.3333,1183,1195.6667,890.6667,889.3333,0,-7.901,-8.1418,-8.7949,-8.7437,-33.8839,7.9714,7.6607,8.8544,8.9103,34.0264
CA002100880,21858,1643.3333,1670.6667,1234.3333,1229.6667,0,-8.5682,-8.5697,-9.5325,-9.6347,-33.1114,8.8425,8.7782,9.8274,9.7257,33.2482
CA002201700,20561.3333,577.3333,608.3333,360.3333,371.3333,0,-9.5943,-9.9902,-10.6754,-10.4058,-24.1383,9.2616,8.7469,10.2914,10.5305,24.1487
CA003011120,33228.6667,1424.3333,1426.6667,983,986.3333,1.3333,-9.344,-9.5477,-10.402,-10.3733,-28.4394,9.5021,9.2466,10.554,10.5856,28.6381
CA003024920,33321,1073.6667,1072,703.3333,709,0.6667,-9.6486,-10.1068,-10.7445,-10.5894,-27.7425,9.6441,9.0794,10.7081,10.8698,27.9517
CA003031093,46720.3333,1657.6667,1680.6667,1109.6667,1121,0.6667,-9.9988,-10.4852,-11.1358,-10.9892,-29.2255,10.0548,9.4586,11.1629,11.3024,29.4744
CA003032680,33656.6667,1216.6667,1233.6667,820.3333,840.6667,0.3333,-10.3612,-11.0156,-11.543,-11.3418,-30.8126,10.4093,9.612,11.5528,11.732,31.1173
CA003032800,35702,1170.6667,1162.3333,753.6667,758.6667,0.3333,-9.868,-10.1875,-10.9863,-10.8743,-27.8335,9.9175,9.5035,11.0142,11.1168,28.0277
CA003033240,34145,1284.3333,1288.6667,870.3333,877,0,-10.2149,-10.6059,-11.374,-11.322,-29.732,10.4038,9.9169,11.5529,11.5998,29.9875
CA003033890,38932,1315,1328.3333,851,876.6667,0.3333,-10.4432,-11.0639,-11.6322,-11.3539,-29.766,10.3395,9.5758,11.4772,11.7089,30.0063
CA003034480,44905.3333,1268,1263,811.3333,803,0.6667,-10.6328,-10.811,-11.8345,-11.9273,-27.0847,10.9989,10.7552,12.219,12.1289,27.3274
CA003036360,18874.3333,569,566,351,353.3333,0.6667,-10.059,-10.4939,-11.1996,-11.0747,-27.5062,10.1184,9.5804,11.2367,11.3338,27.7153
CA003050520,39135.3333,1569.3333,1616,1093.6667,1110,0.3333,-8.6061,-9.0959,-9.5887,-9.3673,-25.0378,8.579,7.9674,9.5203,9.7097,25.2878
CA003061200,36208.3333,1728,1763.6667,1227,1242,1,-9.2131,-9.5593,-10.2563,-10.117,-29.562,9.1818,8.7443,10.1979,10.3266,29.7114
CA004013480,47563,968,973,527.6667,531.3333,0,-10.5797,-10.8038,-11.7707,-11.741,-27.1043,10.6481,10.3615,11.8336,11.8589,27.2099
CA004015360,26049.6667,520.6667,525.3333,286.3333,291,0,-10.1756,-10.2018,-11.3168,-11.2616,-24.1383,10.1131,10.0532,11.2433,11.2977,24.1498
CA004015440,40163.3333,936.6667,938.3333,559.6667,561.6667,0.3333,-10.2091,-10.4173,-11.3586,-11.3191,-26.8034,10.2607,9.9946,11.4028,11.4365,26.9044
CA004016560,43596,943.3333,931,534.6667,535.6667,0,-10.4069,-10.7096,-11.5822,-11.5554,-26.6039,10.5295,10.1494,11.6981,11.7377,26.7713
CA004018880,31889.3333,665.6667,665,378,377.3333,0,-10.49,-10.6046,-11.668,-11.719,-26.7105,10.6575,10.4757,11.847,11.7836,26.8008
CA004019040,35977.6667,735.6667,743.3333,422.6667,425.3333,0,-10.1903,-10.3689,-11.3385,-11.3448,-26.0306,10.3283,10.0704,11.4772,11.4764,26.1638
CA004021520,35406,822.3333,833,480.3333,495,0,-10.4937,-11.0034,-11.6833,-11.4587,-27.9476,10.367,9.7308,11.5128,11.7239,28.1148
CA004047240,39796.3333,1074,1085.6667,661.3333,660,0.6667,-9.9867,-10.168,-11.1133,-11.1351,-26.4362,10.1697,9.9117,11.2996,11.2881,26.5967
CA004048520,38367.6667,1191.6667,1204,747.3333,757,1,-9.9304,-10.2833,-11.052,-10.9352,-28.0008,9.8982,9.4656,10.9964,11.1124,28.1257
CA004056120,33273.6667,862.3333,865,520,517.6667,0,-9.9502,-10.2424,-11.0724,-11.0067,-26.8031,9.9736,9.606,11.0819,11.1542,26.9196
CA004057120,41656.3333,1007.3333,1008.6667,568,567.3333,0.3333,-10.3236,-10.4718,-11.4857,-11.5193,-27.51,10.5027,10.2916,11.6721,11.6337,27.6406
CA005010485,42711,800.6667,803.3333,423.3333,431,0,-10.492,-10.6667,-11.6715,-11.5979,-25.8886,10.4492,10.1992,11.6141,11.6863,25.9442
CA005010640,30728,498.6667,502.3333,257.6667,259.6667,0,-10.085,-10.1851,-11.2168,-11.1616,-23.6712,10.023,9.8755,11.1424,11.2107,23.6925
CA005011760,37989,748.6667,765.6667,408,417.6667,0,-10.3876,-10.6549,-11.5579,-11.3945,-26.0225,10.2517,9.8949,11.392,11.5266,26.0877
CA005012080,29866,489.6667,506.3333,257.6667,258.6667,0,-10.106,-10.2219,-11.2421,-11.2269,-23.7352,10.1658,9.9752,11.2991,11.3117,23.8138
CA005012520,30412,595.3333,610.6667,329,337,0,-10.5456,-10.7739,-11.7335,-11.6006,-26.1521,10.4389,10.1321,11.6003,11.7297,26.2222
CA005012960,27158,515,524.6667,277.6667,278,0.3333,-9.2957,-9.4963,-10.3402,-10.3037,-21.5112,9.2987,9.0325,10.3359,10.3717,21.563
CA005020880,25204.3333,452.6667,467,238.3333,243.6667,0,-10.2405,-10.3667,-11.3895,-11.2279,-23.3075,9.9933,9.802,11.1096,11.2734,23.2799
CA005031320,37293.6667,702.3333,712,376.3333,373.6667,0,-9.9482,-9.8982,-11.0618,-11.0519,-23.5749,9.925,9.9103,11.0362,11.0507,23.5683
CA005042800,23104.6667,516.6667,531,286.3333,288.6667,0,-9.5022,-9.4793,-10.5668,-10.5884,-22.6667,9.5791,9.5249,10.6507,10.6023,22.6963
CA006022475,30441.6667,541.6667,551,283.6667,285.6667,0,-10.3514,-10.1908,-11.5082,-11.6512,-24.7269,10.5776,10.6773,11.7637,11.6154,24.7566
CA006092915,24388,497,505.6667,282,277.3333,0,-8.4619,-8.422,-9.4096,-9.4349,-19.4833,8.4964,8.5121,9.4473,9.4415,19.4968
CA006100969,26468.3333,556.6667,558,314.6667,314.3333,0.3333,-9.4717,-9.6765,-10.5386,-10.4503,-21.0402,9.4285,9.1507,10.4775,10.5658,21.116
CA006105976,47969.3333,957.6667,960.6667,522.3333,524.6667,0,-9.4262,-9.3933,-10.4824,-10.5258,-22.3555,9.5361,9.5529,10.6028,10.5418,22.3949
CA006106362,24869.3333,553.6667,565,324.6667,324,0,-9.5557,-9.4683,-10.6268,-10.7316,-22.7974,9.7585,9.8108,10.8496,10.7564,22.8667
CA006110605,36789.3333,634,632,358.3333,360,0,-10.0585,-10.1183,-11.1902,-11.2501,-22.8006,10.283,10.1896,11.4285,11.3514,22.9326
CA006112171,25633.6667,283.6667,288.3333,132.3333,132,0,-10.08,-9.8793,-11.2058,-11.1923,-21.1935,10.0106,10.1677,11.134,11.1449,21.1406
CA006116254,36591.6667,769,789,443.6667,449.6667,0,-9.6475,-9.8517,-10.7356,-10.6824,-23.9183,9.6953,9.4235,10.7727,10.8263,24.0382
CA006124127,16218.6667,208,216.6667,103.6667,109.6667,0,-8.7003,-8.095,-9.6627,-9.8942,-22.0205,8.9267,9.4056,9.9377,9.6863,21.9212
CA006124700,37959.6667,363.6667,375.6667,159.6667,163.6667,0,-9.6804,-9.4336,-10.7607,-10.8279,-20.6741,9.7348,9.9193,10.8281,10.7669,20.642
CA006127887,39074,450,475.3333,209.6667,216,0,-9.1502,-8.597,-10.1646,-10.424,-21.6708,9.4684,9.8943,10.5384,10.2465,21.6172
CA006136643,37309.3333,416,417.6667,212.3333,215.3333,0,-8.5752,-8.7233,-9.5404,-9.5117,-19.1923,8.6189,8.424,9.5785,9.6059,19.2739
CA006136694,31391.6667,322.6667,321,160.6667,163.6667,0.3333,-8.3388,-8.6271,-9.2805,-9.1673,-18.448,8.2846,7.9126,9.204,9.3119,18.5429
CA006137147,28609,182,197.6667,66.3333,66.3333,0,-9.9133,-9.6207,-11.0194,-11.1681,-20.1053,10.1137,10.3227,11.2497,11.1005,20.1047
CA006139445,46025.6667,519,527,247,248,0,-9.1086,-9.0384,-10.1277,-10.1238,-19.2182,9.0908,9.1335,10.1091,10.1143,19.2067
CA006139520,26292.3333,313,330,147.3333,148,0,-8.9237,-8.5008,-9.9143,-10.097,-20.0809,9.107,9.426,10.135,9.9465,20.0138
CA006141095,19646.6667,252,261,130.3333,129.3333,0,-8.9621,-8.7462,-9.9622,-10.052,-19.4354,9.0534,9.2102,10.0702,9.9949,19.4154
CA006148120,12190.3333,115.6667,124,52,53,0,-9.8149,-9.4489,-10.9073,-11.0646,-20.0174,9.9845,10.2545,11.1088,10.9495,19.9734
CA006149625,50195,553.3333,559.6667,259.6667,261,0,-9.3375,-9.1154,-10.3794,-10.4439,-20.4489,9.4014,9.5638,10.4573,10.3831,20.4192
CA006150689,38807,691.6667,688.6667,381.6667,380.6667,0.6667,-8.7552,-8.8164,-9.7397,-9.7508,-19.9756,8.8449,8.7632,9.8307,9.828,20.056
CA006158350,59636,909,912.6667,492,489.6667,0,-8.4861,-8.6043,-9.441,-9.4351,-18.7432,8.5586,8.4039,9.5119,9.522,18.8265
CA006160465,27777.6667,594,601.3333,340.3333,331.3333,0,-9.8899,-9.86,-10.9992,-11.1536,-23.3574,10.1841,10.1849,11.3221,11.1928,23.4604
CA006163156,36459.6667,711.6667,718.6667,408,405,0,-10.113,-10.2311,-11.2509,-11.2517,-23.0302,10.2194,10.0558,11.3577,11.3546,23.134
CA006164297,20907,420.3333,429,244.6667,241.3333,0.3333,-8.9183,-8.7916,-9.9174,-10.0844,-20.9778,9.2352,9.3099,10.2683,10.0974,21.0668
CA006165195,20484.6667,367.3333,366,186.6667,186,0,-10.0375,-10.0814,-11.1651,-11.1718,-21.4009,10.1249,10.0659,11.2544,11.2424,21.4758
CA006165716,10106,163.6667,166.3333,88.6667,88.3333,0,-9.5311,-9.6806,-10.6033,-10.5874,-19.2234,9.5825,9.3869,10.6501,10.6796,19.3054
CA006166416,34287.6667,674.3333,676.3333,379.6667,376.3333,0,-9.1146,-9.1802,-10.1395,-10.1621,-21.1103,9.2366,9.1343,10.2661,10.2433,21.2017
CA007014290,35104.6667,737.6667,742.6667,436,436,0.3333,-8.7655,-8.7471,-9.7484,-9.7521,-20.6521,8.7978,8.7847,9.7811,9.7808,20.6816
CA007018000,32919,878,883.6667,552,551.3333,0,-8.6206,-8.5836,-9.5861,-9.5756,-21.7777,8.5994,8.6291,9.5617,9.5826,21.7777
CA007020840,41384.6667,918,933.3333,520.6667,523.6667,0,-10.5126,-10.3437,-11.687,-11.7904,-25.8252,10.655,10.7697,11.8502,11.7468,25.8281
CA007021954,10927,235,238,137.6667,136.6667,0,-9.959,-9.9514,-11.0732,-10.9067,-22.8227,9.6318,9.6054,10.7108,10.8937,22.7312
CA007022160,34923.3333,781,800,446.6667,449.3333,0,-9.675,-9.4304,-10.754,-10.8787,-23.9901,9.8178,9.9915,10.9211,10.8048,23.9704
CA007022320,31347.6667,665,672.6667,376.6667,377.3333,0,-9.855,-9.7211,-10.9565,-10.9999,-22.9131,9.8865,9.9846,10.9951,10.9667,22.896
CA007023240,24104.6667,500.3333,505.6667,278.3333,280.6667,0,-10.0638,-9.9952,-11.1892,-11.1691,-23.5049,9.9991,10.0202,11.1198,11.1475,23.4726
CA007024280,39118.3333,902,922,514,510.3333,0,-9.9824,-9.7366,-11.0964,-11.1898,-26.2396,10.0776,10.2559,11.2093,11.1281,26.2171
CA007025280,43924.3333,970,967.6667,570,570.6667,0.3333,-9.0618,-9.0919,-10.079,-10.0741,-21.572,9.1001,9.056,10.1162,10.1215,21.6171
CA007025440,35543.6667,890.3333,932,538.6667,536.6667,0,-8.6004,-8.2463,-9.5584,-9.7175,-22.3407,8.8071,9.0685,9.7979,9.6307,22.3273
CA007026465,23208.6667,603.3333,612,369.6667,370.6667,0,-9.8801,-9.6523,-10.9839,-11.0756,-24.4556,10.0159,10.1791,11.1395,11.0343,24.4585
CA007028200,36401,812.6667,824.6667,470,472.3333,0,-8.8487,-8.6487,-9.8361,-9.9296,-22.2719,8.9531,9.0953,9.9586,9.8724,22.2551
CA007035520,31505.3333,727.3333,747.6667,420.3333,418,0,-9.863,-9.5783,-10.9633,-11.1344,-24.1984,10.1131,10.3124,11.2493,11.0634,24.2076
CA007051200,34038.6667,721.6667,763,413.6667,423,0,-9.1411,-8.5971,-10.1528,-10.3686,-25.0917,9.3632,9.7837,10.423,10.1613,24.9917
CA007056067,35293.6667,1098.6667,1191.3333,712.6667,715.6667,0,-7.204,-6.6255,-8.0006,-8.3358,-21.9876,7.6578,8.124,8.525,8.1584,21.968
CA007080468,37792.6667,767.6667,776.6667,428,426,0,-9.3996,-9.317,-10.4514,-10.4917,-21.7323,9.4567,9.5136,10.5159,10.4827,21.7398
CA008100500,24855,590.6667,600,353.6667,355,0,-7.8646,-7.4893,-8.7371,-8.8423,-21.35,7.9131,8.2019,8.807,8.6994,21.2549
CA008101800,31028.6667,907,915.6667,560.3333,562.6667,0,-8.308,-8.1719,-9.236,-9.2216,-21.5847,8.2503,8.3465,9.176,9.1847,21.5426
CA008103100,40529.3333,813.6667,864,439,448,0,-9.1095,-8.4508,-10.117,-10.4302,-24.4795,9.4904,10.0115,10.5652,10.2105,24.4099
CA008104500,16567.6667,505,504.3333,316,314.3333,0,-7.8802,-7.8487,-8.7626,-8.7848,-20.2885,7.9281,7.9355,8.8155,8.7889,20.3035
CA008104600,20654.6667,677,689.3333,441,440.3333,0,-7.0799,-6.9685,-7.8727,-7.881,-18.2175,7.0967,7.1727,7.891,7.884,18.224
CA008105200,40396,1103.3333,1109.3333,696.6667,698.6667,0,-9.0737,-8.904,-10.0859,-10.0558,-23.2839,8.9551,9.087,9.9613,9.9899,23.2048
CA008105600,35812.6667,926.6667,963.3333,563.6667,561,0,-8.8331,-8.3895,-9.8138,-10.0647,-24.0417,9.1554,9.4866,10.1885,9.9195,24.0133
CA008200300,24684,523,550.3333,306,315,0,-7.2367,-6.7955,-8.039,-8.2326,-18.7613,7.4733,7.814,8.3178,8.0928,18.7156
CA008203700,33447.6667,887,897.3333,542,546.3333,0,-8.3421,-8.0977,-9.2701,-9.3287,-21.5572,8.3464,8.53,9.2867,9.2233,21.4793
CA008204400,36988.3333,1122.6667,1135.6667,703.3333,708.3333,0,-7.7354,-7.8064,-8.6033,-8.5127,-20.044,7.6069,7.4857,8.4565,8.5476,20.038
CA008204480,19591.6667,500.3333,518,298,299.3333,0,-7.4859,-7.0801,-8.3166,-8.5034,-20.2144,7.6922,8.0012,8.5607,8.3727,20.168
CA008204700,42737.3333,1510.6667,1606,974.6667,995.6667,0,-4.916,-5.1906,-5.4741,-5.3081,-15.2894,4.7534,4.4184,5.2779,5.4461,15.3523
CA008401000,24188,513.3333,525,285,297,0.3333,-5.6417,-5.9262,-6.2818,-6.1208,-14.6334,5.526,5.1739,6.1362,6.2723,14.718
CA008402975,29453.3333,892.3333,908,566,561,0,-5.32,-5.1657,-5.9144,-5.9978,-14.4397,5.455,5.5686,6.0668,5.9771,14.4579
CE000043497,42434.6667,1120.3333,1157.6667,668.6667,671.3333,0,-1.6623,-1.6984,-1.8495,-1.8333,-4.496,1.6542,1.6062,1.8383,1.8527,4.5085
CE000434730,47754.3333,1137,1155,699.3333,703,4.3333,-2.2693,-2.2541,-2.5234,-2.5244,-5.4753,2.2742,2.2774,2.5288,2.5254,5.4773
CYE00100074,24809,527,537,308.3333,308.6667,0.6667,-3.8508,-3.8041,-4.281,-4.3046,-9.5149,3.8792,3.9039,4.3143,4.2898,9.5109
CYE00115566,10541,364,393.3333,255,256.3333,0,-3.1709,-2.8954,-3.5197,-3.6193,-9.5964,3.2384,3.4678,3.6071,3.5096,9.5311
DA000021100,48165,982.6667,996.6667,562,564.6667,0.6667,-4.2272,-4.1157,-4.6979,-4.7398,-10.5138,4.2584,4.3391,4.7376,4.695,10.488
DA000025140,48043,898.6667,901,510.3333,508,0.3333,-4.3766,-4.3605,-4.8658,-4.8587,-10.1626,4.3504,4.3567,4.8382,4.8456,10.1462
DA000027080,45392.6667,701.6667,708.6667,382,382.3333,0.3333,-4.1926,-4.1308,-4.6614,-4.7009,-9.6794,4.2495,4.292,4.7258,4.6911,9.6862
DA000030380,44680,668,680,361.3333,359.3333,0.3333,-4.606,-4.545,-5.1208,-5.1519,-10.4664,4.6406,4.6834,5.161,5.1356,10.4628
EG000062306,15162,710.3333,736.6667,525.3333,548.6667,8,-3.0334,-2.7414,-3.3612,-3.4801,-9.4328,3.0544,3.3043,3.4082,3.2678,9.2788
EG000062417,19414,660.3333,710,437.3333,465,0,-3.964,-3.501,-4.3954,-4.5793,-13.3889,4.0951,4.5038,4.566,4.3575,13.2554
EI000003969,54059.6667,373.3333,399.3333,152.3333,165,0,-4.9994,-4.632,-5.5516,-5.7332,-12.5289,5.1839,5.4801,5.7717,5.5998,12.475
EIE00101859,40724.3333,679,684.6667,371.3333,370.6667,0.3333,-4.1127,-4.0944,-4.5735,-4.6079,-9.8333,4.1866,4.1933,4.6549,4.6151,9.8572
EN000026242,43793.6667,1032.6667,1056.3333,649.6667,660,1.6667,-6.9597,-7.25,-7.7482,-7.6484,-18.2901,6.9477,6.5837,7.7162,7.8153,18.4122
ENE00100914,35601.3333,1166,1184,773.6667,781,2.6667,-4.6837,-4.8022,-5.2122,-5.1669,-12.6292,4.6843,4.5265,5.2046,5.2412,12.6851
ENE00175027,36209,1040.6667,1044.3333,677.6667,677.6667,1.6667,-6.6906,-6.8021,-7.4464,-7.4382,-16.7439,6.7939,6.6464,7.5477,7.5592,16.8605
ENE00175035,37458,1034.6667,1090,672.3333,690.3333,0.3333,-6.1029,-6.43,-6.7964,-6.6162,-16.7903,5.9784,5.5686,6.6375,6.7997,16.8969
ENE00175051,36721.3333,899.6667,914.6667,559.3333,565.3333,2.3333,-6.1807,-6.2877,-6.8774,-6.8432,-14.7092,6.2019,6.0573,6.8915,6.9278,14.778
ENE00175063,37482.6667,914.6667,928.3333,577,583.3333,1,-6.9728,-7.2114,-7.7621,-7.7258,-18.505,7.0635,6.7623,7.8456,7.8806,18.6437
EZ000011464,36072,356.6667,374,171.3333,169.6667,0,-7.3217,-7.1301,-8.1383,-8.2294,-15.411,7.4274,7.5644,8.262,8.175,15.3967
EZE00100082,84050,1284.6667,1307.6667,734.6667,738,1.6667,-6.2746,-6.3434,-6.9798,-6.9475,-14.2531,6.2678,6.1617,6.9667,6.9973,14.2887
FI000007501,31997.3333,1232,1255,839.6667,853.6667,0.3333,-8.9208,-9.4329,-9.9373,-9.7313,-25.6827,8.878,8.2432,9.8542,10.048,25.9095
FR000007510,37203.6667,373.3333,394.6667,180,177,0,-6.1982,-5.9527,-6.8891,-7.0208,-13.6965,6.3871,6.5656,7.1051,6.9671,13.7034
FR000007650,35426,638.3333,685,342,353.6667,0.3333,-4.9263,-5.0437,-5.4805,-5.3841,-12.3406,4.815,4.6414,5.3514,5.4325,12.3491
FR000007747,42793.6667,659.3333,679.6667,340,347,0,-5.1824,-5.0606,-5.7605,-5.8155,-12.2838,5.2488,5.3374,5.8385,5.7787,12.2727
FR013055001,36856,668,698,374.6667,376.6667,1.6667,-4.7074,-4.8083,-5.2376,-5.1767,-11.3338,4.6467,4.5005,5.1637,5.2343,11.3618
FR069029001,35479.3333,280.3333,291.3333,129.6667,131.3333,0,-6.687,-6.4572,-7.4323,-7.5103,-14.2689,6.7747,6.9448,7.5364,7.4521,14.2471
FRE00104072,33888.3333,289.3333,301.6667,138.6667,138.6667,0,-6.3873,-6.3915,-7.1034,-7.1064,-13.1957,6.4067,6.3715,7.1229,7.1252,13.2146
FRE00104088,32847.3333,269,281.3333,126.3333,125.6667,0.3333,-6.3604,-6.1651,-7.0697,-7.1648,-13.6217,6.4932,6.6329,7.2228,7.1161,13.6184
FRE00104907,36398.3333,382,399,194.6667,195.6667,0.3333,-5.6152,-5.7657,-6.2474,-6.1574,-12.4717,5.5282,5.3287,6.1435,6.2205,12.4972
FRE00104937,32912.3333,1030.6667,1042,676,670.6667,0.3333,-3.0734,-3.1064,-3.4191,-3.4096,-8.6317,3.0794,3.0344,3.4226,3.438,8.6545
FRE00171623,33722,763.6667,789,464,461.3333,0.3333,-4.0857,-3.9397,-4.5418,-4.6282,-10.7584,4.2128,4.3175,4.6857,4.6048,10.7726
FRM00007149,27472.3333,212.3333,229.6667,90.3333,86,0.3333,-6.2298,-5.8786,-6.9213,-7.0753,-13.5938,6.396,6.6654,7.118,6.9694,13.5559
FRM00007150,36508.6667,359,412.3333,177.6667,177,0,-6.0404,-5.5675,-6.7086,-6.9193,-15.1317,6.3036,6.6839,7.0173,6.7758,15.0899
GG000037545,33511.3333,522.6667,580.3333,272,287.3333,0,-5.3406,-5.7703,-5.9481,-5.7235,-14.3726,5.1308,4.6389,5.6956,5.8955,14.4492
GL000004360,41141.6667,1614,1667,1095,1092,0,-5.3304,-5.1076,-5.9241,-6.071,-17.186,5.5585,5.7188,6.1838,6.0171,17.2026
GM000001153,36129,444.3333,510,217.6667,223.6667,0,-6.1573,-5.641,-6.8382,-7.119,-15.532,6.5263,6.9482,7.2653,6.9681,15.511
GM000001474,47663,602,683.6667,304.3333,325.3333,0,-6.0827,-5.5726,-6.7548,-7.0083,-15.9948,6.412,6.8273,7.1388,6.8494,15.9579
GM000002288,37852,410,424,209.3333,210.3333,1,-6.4561,-6.2722,-7.176,-7.2768,-13.7145,6.5911,6.7214,7.3318,7.2257,13.7099
GM000002698,48044.3333,542.6667,561,272.6667,269,0.6667,-6.5263,-6.394,-7.2554,-7.3031,-14.1557,6.5818,6.6784,7.3202,7.275,14.1485
GM000002716,36459,403.3333,419.3333,201,203.3333,0,-6.7476,-6.5499,-7.5001,-7.5845,-14.6802,6.8345,6.9784,7.6026,7.5313,14.662
GM000003038,46123.6667,642.6667,708,345,365.3333,0.3333,-5.9228,-5.4006,-6.576,-6.8511,-16.3179,6.26,6.6906,6.9707,6.6751,16.2702
GM000003218,41735,514,541.6667,264.3333,266.3333,0,-6.6018,-6.3092,-7.3365,-7.4688,-15.3948,6.775,6.9922,7.5378,7.3905,15.3794
GM000003319,52900.6667,666.3333,739.3333,343,353,0,-6.369,-5.9909,-7.0757,-7.2586,-16.257,6.6004,6.8917,7.3456,7.146,16.2304
GM000003342,46898,588.6667,647.6667,297,304.6667,0,-6.5281,-6.0625,-7.2509,-7.4937,-16.9303,6.8554,7.2234,7.6309,7.3499,16.9042
GM000004063,51951,656.3333,661.3333,340.3333,340.6667,2.6667,-6.6584,-6.7092,-7.4053,-7.3898,-14.3745,6.6569,6.5875,7.4006,7.4173,14.3948
GM000004155,43960.3333,466.6667,526,214.6667,262.6667,0,-8.2388,-9.0781,-9.1803,-8.7077,-22.301,7.8158,6.8867,8.6716,9.0503,22.4522
GM000004199,51001.3333,644,645.6667,332.3333,330.3333,0,-7.0466,-7.0787,-7.8365,-7.7807,-15.4265,6.9582,6.8973,7.7361,7.7998,15.4187
GM000004204,70179.6667,1091,1115,629.3333,619.3333,1.3333,-6.6895,-6.5731,-7.438,-7.4948,-15.4175,6.7852,6.866,7.5453,7.4863,15.435
GM000010147,47370,654.6667,707.6667,349.6667,368,0,-5.9579,-5.4995,-6.6164,-6.8182,-15.8475,6.1957,6.5631,6.8978,6.6663,15.7931
GM000010393,41960,482,539.6667,248.6667,258,0,-6.6256,-6.1848,-7.3594,-7.6461,-16.5578,7.0244,7.3673,7.8187,7.5053,16.5519
GM000010962,51882,346.3333,350,145.6667,147.6667,0,-8.6653,-8.5522,-9.634,-9.6729,-18.3469,8.7111,8.7921,9.6878,9.6472,18.3391
GME00102220,34661.6667,621.6667,654,352,374.3333,0,-5.6382,-5.1486,-6.2598,-6.4584,-15.6568,5.8501,6.2534,6.5146,6.2869,15.5812
GME00102252,50515,629.6667,673.6667,326.6667,322.3333,0,-6.4636,-6.0997,-7.1816,-7.3706,-16.0339,6.7278,7.0032,7.4866,7.2704,16.0248
GME00102308,46520,615,638.3333,325.3333,326.6667,0.3333,-6.727,-6.5198,-7.4776,-7.5672,-14.9035,6.8465,6.9968,7.6155,7.5227,14.9
GME00102316,38402.6667,434,497.6667,198.6667,215.6667,0,-6.5726,-5.9393,-7.297,-7.5605,-17.3656,6.8748,7.4066,7.6559,7.356,17.2878
GME00102348,46134.6667,402,443,176,185.6667,0,-7.7873,-7.3262,-8.6512,-8.8485,-18.4743,8.0148,8.3704,8.9199,8.7084,18.4262
GME00102380,44745.6667,505.6667,513,254,254,0.6667,-6.807,-6.8327,-7.5702,-7.5527,-14.289,6.7948,6.7467,7.5544,7.5725,14.3008
GME00111457,46869.6667,527.6667,593.3333,263.6667,281.3333,0,-6.9965,-6.4046,-7.7686,-8.0393,-18.5207,7.306,7.792,8.135,7.8408,18.4492
GME00114621,44004.6667,503,587.6667,247.6667,270,0,-7.3922,-6.6114,-8.2049,-8.5824,-20.5653,7.8612,8.534,8.7562,8.3156,20.4824
GME00120994,40660,624,672,344,343.3333,0.6667,-6.1995,-5.7956,-6.8873,-7.0896,-15.8082,6.4564,6.771,7.1854,6.9784,15.789
GME00121090,39969,592,650.3333,323,329.3333,0,-6.1565,-5.6715,-6.8373,-7.0421,-16.2847,6.398,6.7892,7.1226,6.8922,16.2326
GME00121114,40543.3333,652.6667,712.3333,361.6667,376.6667,0,-7.1309,-7.7274,-7.9436,-7.5967,-18.8178,6.7686,6.0768,7.5119,7.855,18.9209
