stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
USC00299156,41247.3333,1303.3333,1407.6667,809.3333,902.6667,0,111,-7.8788,-8.848,-8.7881,-8.23,-28.1323,-12.3131,7.4382,6.413,8.2437,8.7156,28.3863,12.5672
USC00299165,33807,1030.6667,1116.3333,634,690.6667,0,84.6667,-5.6403,-6.2245,-6.2882,-5.9356,-19.3768,-8.7746,5.3576,4.7115,5.9409,6.2297,19.5267,8.9246
USC00299330,32623,1390.3333,1511.3333,945.3333,1013.3333,0,177.3333,-6.6076,-7.4181,-7.3721,-6.9598,-26.4302,-10.2834,6.361,5.4949,7.0483,7.402,26.7002,10.5533
USC00300023,36750,468.3333,470.6667,227.6667,228,0,5.6667,-9.3584,-9.3649,-10.4063,-10.3786,-19.6871,-15.0809,9.3047,9.2878,10.3462,10.3829,19.6769,15.0707
USC00300085,38888,465,478.3333,222.6667,223.3333,0,4,-9.9828,-10.0568,-11.1019,-11.0451,-20.899,-16.1093,9.9091,9.8003,11.0169,11.0727,20.9013,16.1116
USC00300183,43035.3333,608,629.6667,305.3333,308.6667,0,8.6667,-9.7407,-9.814,-10.8333,-10.7361,-20.5731,-15.7483,9.61,9.4812,10.6837,10.7749,20.5695,15.7447
USC00300220,18540.3333,233.3333,255,116,110.3333,0,1,-10.5615,-10.8541,-11.7504,-11.5005,-21.1333,-16.2623,10.2327,9.8309,11.3718,11.6168,21.1384,16.2673
USC00300321,36868,411,429,197,193.6667,0,5,-9.4988,-9.5664,-10.5646,-10.4852,-19.74,-15.2598,9.3914,9.2821,10.4404,10.528,19.7453,15.2651
USC00300343,33331.6667,401,407.6667,185,185.6667,0,5.3333,-9.6422,-9.3624,-10.7154,-10.7807,-22.4374,-15.5522,9.6457,9.8585,10.7318,10.6697,22.3551,15.4699
USC00300766,20821.6667,278,297,141.6667,149.3333,0,4.6667,-10.2531,-10.5255,-11.4081,-11.1133,-21.8541,-15.8488,9.9022,9.521,11.0037,11.2409,21.8622,15.8568
USC00300937,31933.6667,348,357.6667,159.3333,162.6667,0,4,-9.418,-9.064,-10.4653,-10.579,-20.1955,-15.2237,9.5066,9.7737,10.5778,10.4544,20.1242,15.1524
USC00301207,30352.6667,374.6667,377,185.3333,185.6667,0,7,-8.5582,-8.5398,-9.5163,-9.4687,-17.5748,-13.6469,8.4726,8.4781,9.4211,9.4687,17.5534,13.6254
USC00301401,36027,788.6667,799,461,459.3333,0,27.6667,-9.1791,-9.1914,-10.2086,-10.2166,-22.5671,-14.8417,9.2344,9.1957,10.2662,10.2506,22.6064,14.8809
USC00301752,44373,662,663.6667,346,344.6667,0,11.3333,-9.548,-9.5303,-10.6173,-10.615,-20.7598,-15.5602,9.5498,9.5562,10.6185,10.6219,20.7654,15.5658
USC00301799,36386.6667,434.6667,438.6667,211.6667,210.6667,0,3,-10.1522,-10.0264,-11.2864,-11.3249,-21.562,-16.4379,10.1911,10.2805,11.3344,11.2821,21.5396,16.4156
USC00301966,39310.6667,690,700.6667,357.3333,355.3333,0,13.6667,-9.7545,-9.7416,-10.848,-10.8038,-23.6821,-15.7674,9.7071,9.6629,10.7924,10.8287,23.689,15.7743
USC00301974,34876.6667,365.3333,364.3333,164,162,0,3,-10.283,-10.1724,-11.4311,-11.3976,-22.222,-16.5173,10.1698,10.2496,11.3115,11.3427,22.1525,16.4478
USC00302610,42154,532.6667,547.3333,252,251.3333,0,3.6667,-9.3016,-9.1137,-10.3394,-10.3889,-20.2046,-15.1615,9.322,9.4618,10.3692,10.3254,20.1621,15.119
USC00303025,35074.6667,499.3333,518.6667,254,252.3333,0,5.6667,-10.2142,-10.3203,-11.3607,-11.2344,-21.3888,-16.332,10.0455,9.8844,11.1671,11.2884,21.3872,16.3304
USC00303319,38854.3333,621.6667,633,330,336,0,16.3333,-9.1171,-9.2386,-10.1425,-10.0108,-20.1924,-14.6392,8.975,8.7954,9.975,10.0954,20.2203,14.6672
USC00303773,43134,464.3333,462.6667,209,208.6667,0,3.6667,-9.6962,-9.679,-10.7809,-10.7833,-20.2182,-15.778,9.6818,9.6943,10.7665,10.7686,20.2036,15.7634
USC00304102,42490,638.6667,648.3333,329.3333,325,0,13,-9.9398,-10.0108,-11.056,-11.0304,-21.9535,-16.1512,9.9484,9.8453,11.0588,11.0905,22.0007,16.1984
USC00304174,45352.6667,454.6667,459,202,201.3333,0,1.6667,-10.393,-10.2677,-11.5534,-11.5968,-21.792,-16.9916,10.4145,10.5045,11.5835,11.541,21.7555,16.9551
USC00304555,36669.3333,630.6667,638.6667,342.3333,343.6667,0,14,-10.1774,-10.1884,-11.3186,-11.2895,-23.0553,-16.4213,10.1656,10.1116,11.3018,11.3214,23.0763,16.4423
USC00304731,31270,466.6667,463.3333,238,238.6667,0,8,-8.9091,-8.8763,-9.9054,-9.8942,-19.3174,-14.2726,8.8791,8.903,9.8742,9.8752,19.2957,14.2508
USC00304791,35553.6667,588,603,318.6667,321.6667,0,14,-9.3404,-9.4645,-10.3904,-10.2992,-21.1622,-14.9802,9.2562,9.0783,10.2881,10.3763,21.1989,15.0169
USC00304844,38467.6667,428,438.3333,201.6667,203.3333,0,5,-9.3163,-8.9961,-10.3529,-10.445,-20.8155,-15.1672,9.3758,9.6148,10.4318,10.3316,20.7453,15.0971
USC00304912,43715,800.3333,805.6667,440.6667,442,0,22,-9.9211,-10.0183,-11.0357,-11.0189,-22.9901,-16.1609,9.9636,9.8339,11.0751,11.0897,23.0538,16.2246
USC00305310,25400.3333,347.6667,352.3333,183.3333,186,0.3333,6.6667,-8.3267,-8.3987,-9.2609,-9.2499,-18.1528,-13.2235,8.3485,8.2304,9.2811,9.2864,18.1856,13.2563
USC00305426,43992,709,710.6667,354.6667,358.3333,0,7.6667,-8.7046,-8.7878,-9.681,-9.613,-19.7829,-14.1085,8.6169,8.4935,9.5797,9.6458,19.7856,14.1112
USC00305512,32447,428.3333,434.3333,215.6667,216,0,11.3333,-10.0018,-10.0428,-11.1229,-11.1193,-21.2531,-16.0675,10.0182,9.9491,11.1384,11.1446,21.2761,16.0906
USC00305597,24661,294.6667,296,139.6667,139.6667,0,6,-9.8911,-9.7407,-10.9944,-11.0027,-20.0482,-15.6757,9.8386,9.9525,10.9441,10.9305,19.9809,15.6084
USC00306085,39774,510,526,251.3333,250.3333,0,6.3333,-9.7139,-9.5035,-10.799,-10.8588,-21.3656,-15.8242,9.7952,9.9482,10.8942,10.8156,21.3535,15.8121
USC00306164,39767.3333,874.3333,885.3333,494,496.3333,0,30.3333,-9.0438,-9.1836,-10.0611,-10.0031,-21.9313,-14.6189,9.0258,8.8339,10.0314,10.0894,21.9915,14.6792
USC00306184,23791.6667,478.6667,507,267.3333,273,0,18,-10.195,-10.5912,-11.3473,-11.0481,-25.4838,-15.8352,9.8508,9.3263,10.9425,11.2455,25.5458,15.8973
USC00306510,24641,255,257,113.3333,114.6667,0.6667,4.3333,-9.3355,-9.3695,-10.3808,-10.4128,-19.3592,-14.8213,9.3659,9.2997,10.4142,10.4169,19.3699,14.8319
USC00306774,45423.6667,560,577.6667,281,282.6667,0.3333,5.3333,-8.692,-8.5616,-9.6625,-9.7067,-18.596,-14.2298,8.7365,8.8286,9.7171,9.6609,18.5727,14.2066
USC00307633,42587,650.3333,686,350.6667,353.3333,0,13.6667,-7.4647,-7.1296,-8.2951,-8.4447,-18.0057,-12.299,7.6399,7.8903,8.5004,8.3503,17.9786,12.2719
USC00308631,35610,593.3333,606.6667,314,311.6667,0.3333,10.3333,-10.4312,-10.3597,-11.5994,-11.702,-24.0511,-16.9476,10.6098,10.6362,11.7972,11.7089,24.1009,16.9975
USC00308944,33637,652.3333,662,362,363.3333,0,18,-10.5113,-10.6958,-11.695,-11.6184,-24.5875,-16.8586,10.4997,10.2482,11.6682,11.742,24.6773,16.9484
USC00309000,45463,741.6667,746.6667,396.6667,395,0,13.6667,-10.4473,-10.4066,-11.6183,-11.6704,-23.8638,-17.12,10.5671,10.5894,11.7488,11.6948,23.9121,17.1683
USC00309047,18140.6667,216.6667,218.3333,112,109.6667,0,4.3333,-9.4758,-9.4827,-10.5361,-10.4696,-18.8815,-14.7365,9.3616,9.337,10.4101,10.4601,18.8458,14.7008
USC00309189,27977.3333,325.6667,327,151,156.6667,0,5.6667,-9.6464,-9.2097,-10.7172,-10.8388,-22.6603,-15.4854,9.6996,10.0339,10.7947,10.6745,22.5505,15.3755
USC00309292,41074.6667,634.6667,640.6667,319.3333,317.6667,0,8.6667,-8.0512,-8.0074,-8.952,-8.9188,-18.091,-13.0315,7.9831,8.0098,8.8773,8.9103,18.0676,13.0081
USC00310090,38129,950.3333,1166.3333,549.6667,540.3333,0,22,-8.0535,-8.7203,-8.9685,-8.3693,-24.9416,-12.429,7.3003,6.5366,8.1042,8.6083,24.9326,12.42
USC00310506,38004.3333,1552,1847.6667,1007.6667,1069,0,133,-7.678,-8.6831,-8.5623,-7.8396,-30.3921,-11.7455,6.9284,5.9309,7.6793,8.2816,30.5362,11.8896
USC00310674,25751.6667,415,458.6667,210.3333,210,0,9,-8.1222,-8.4505,-9.0385,-8.8139,-22.0297,-12.6872,7.8666,7.4345,8.7402,8.9403,22.0606,12.7181
USC00310901,20476.6667,633,729,376.6667,402.6667,0,44.6667,-8.1518,-9.0263,-9.0862,-8.5377,-26.9889,-12.3207,7.6293,6.6688,8.4615,8.9288,27.1515,12.4833
USC00311055,34370.3333,1197,1394,741,744.3333,0,66,-7.009,-7.6489,-7.8078,-7.2412,-24.4239,-10.7203,6.3134,5.606,7.0061,7.4935,24.4392,10.7356
USC00311677,43700,904.6667,1128.6667,509.3333,503.3333,0,13.6667,-8.6582,-9.3515,-9.6411,-9.0178,-25.7159,-13.4654,7.8675,7.0648,8.7348,9.2594,25.6995,13.4489
USC00311975,32165.6667,712,880,388.6667,389,0,11,-8.2239,-8.9224,-9.1585,-8.5535,-24.8725,-12.5894,7.4533,6.6564,8.2738,8.8023,24.8664,12.5833
USC00312200,40204.3333,1489.3333,1744.3333,922,965.3333,0,81,-7.0739,-7.8833,-7.8833,-7.2144,-26.1466,-10.8347,6.3083,5.4711,6.9971,7.5256,26.1887,10.8768
USC00312515,29426.3333,608,754,333.6667,330.6667,0,14,-8.3875,-9.0488,-9.34,-8.7373,-24.2013,-12.7908,7.6011,6.8448,8.4386,8.9779,24.1851,12.7746
USC00312635,43245,643.6667,789.3333,309,302.3333,0,7,-8.4212,-8.992,-9.3752,-8.9408,-22.4321,-13.2458,7.8584,7.1708,8.7269,9.1414,22.4419,13.2556
USC00312719,36506,607.3333,660.6667,304.6667,303.3333,0,10.3333,-8.4959,-8.7954,-9.4527,-9.1848,-21.3038,-13.4285,8.1211,7.7149,9.0246,9.2853,21.2855,13.4102
USC00313017,43035,996.3333,1194,584,574.3333,0,18.6667,-8.4382,-9.0264,-9.3941,-8.7942,-25.1233,-13.1317,7.6747,6.9835,8.5226,8.9961,25.0839,13.0923
USC00313228,25909,1009.6667,1150.3333,638.6667,662.6667,0,78.6667,-6.8115,-7.5527,-7.5904,-7.0673,-25.5493,-10.3263,6.2277,5.4295,6.9087,7.3583,25.6216,10.3986
USC00313356,31399.6667,836,1016.6667,489.6667,507,0,29.6667,-7.4797,-8.1941,-8.3319,-7.7817,-24.3471,-11.4534,6.8234,6.0289,7.5725,8.0454,24.3807,11.4871
USC00313638,33176,695.3333,846.6667,386,351,0,11.6667,-9.0345,-9.6312,-10.0561,-9.4213,-24.6735,-13.8404,8.1237,7.4077,9.0229,9.6041,24.5829,13.7499
USC00313969,41946.3333,795.6667,975.6667,430.3333,416,0,16.3333,-9.0012,-9.6177,-10.0204,-9.4118,-25.1891,-13.9986,8.1924,7.4552,9.098,9.6174,25.1411,13.9506
USC00313976,41023.6667,1395.6667,1702.3333,875.6667,904.3333,0,79.6667,-7.2436,-8.1006,-8.0731,-7.3924,-25.8614,-11.1056,6.4677,5.5784,7.1733,7.7232,25.9155,11.1597
USC00314055,43105.6667,1614,1795.3333,1025.6667,1106,0,127.3333,-6.9502,-7.638,-7.7476,-7.2912,-25.8625,-10.9068,6.5485,5.7878,7.2624,7.6352,26.0201,11.0644
USC00314496,32010.6667,938.3333,1108.3333,554,580.6667,0,41,-8.0625,-8.8632,-8.9829,-8.344,-26.6267,-12.3332,7.3398,6.4746,8.1436,8.6629,26.6853,12.3917
USC00314684,39175.6667,903.3333,1097.3333,518,495.6667,0,15.3333,-8.6871,-9.3214,-9.6718,-9.0835,-26.4201,-13.4546,7.8974,7.1559,8.7693,9.3013,26.386,13.4205
USC00314938,41072.6667,1003.3333,1245.6667,575.3333,601,0,31.6667,-7.474,-8.232,-8.3271,-7.7277,-24.2826,-11.5323,6.7521,5.9301,7.4916,8.02,24.3214,11.5711
USC00314970,32131.6667,745,944.6667,420.6667,416,0,24.3333,-7.9718,-8.7623,-8.8802,-8.2569,-24.7045,-12.17,7.2003,6.3321,7.9904,8.5414,24.7251,12.1906
USC00315123,43259.3333,843,949.3333,464.6667,438,0,14,-8.7657,-9.0884,-9.7529,-9.3077,-23.5487,-13.783,8.1176,7.6812,9.0204,9.414,23.4664,13.7007
USC00315177,40437,1002,1238.3333,567.6667,552,0,16.3333,-8.4102,-9.1265,-9.3662,-8.6865,-26.7876,-12.9343,7.5112,6.7091,8.3376,8.9449,26.7566,12.9033
USC00315340,40710,1163.3333,1346.6667,695.6667,737.3333,0,48,-7.1352,-7.8179,-7.9502,-7.4046,-24.3232,-11.0666,6.543,5.7829,7.2592,7.6958,24.3935,11.1369
USC00315356,41380,1482,1767.3333,906.6667,971.6667,0,89,-7.589,-8.5463,-8.4602,-7.7495,-28.0727,-11.646,6.8068,5.8341,7.5472,8.1364,28.1674,11.7406
USC00315743,16935.3333,415.3333,507.6667,240.3333,230.6667,0,19.6667,-7.8625,-8.4152,-8.7544,-8.1817,-22.5143,-11.6434,7.0608,6.4164,7.8396,8.3906,22.4706,11.5997
USC00315771,44996.6667,1070.3333,1271.3333,586.3333,589,0,19.6667,-8.2427,-8.811,-9.1778,-8.675,-26.5867,-12.924,7.6105,6.9309,8.4502,8.8947,26.5934,12.9307
USC00315838,42827,1129,1358,639,667.3333,0,33.6667,-7.5449,-8.3301,-8.4061,-7.7999,-25.1386,-11.6684,6.8221,5.9713,7.5693,8.0946,25.179,11.7087
USC00315890,44139,927.3333,1112.6667,515,530,0,22,-7.6087,-8.2852,-8.4751,-7.9524,-23.2192,-11.8652,6.9789,6.2104,7.7456,8.2136,23.2576,11.9036
USC00316001,16961.3333,707.3333,829.6667,468.3333,484.3333,0,72,-7.2155,-8.0438,-8.0432,-7.4235,-28.0707,-10.6614,6.5372,5.6657,7.2491,7.7804,28.1688,10.7594
USC00317079,44489.6667,1025.3333,1195.3333,553.3333,551.6667,0,19.3333,-8.4697,-9.0403,-9.43,-8.8896,-25.6956,-13.2508,7.7834,7.0992,8.6426,9.1069,25.687,13.2422
USC00317516,24673.6667,541.6667,667.3333,303.6667,305.6667,0,19.6667,-8.3635,-9.007,-9.3132,-8.7497,-23.8514,-12.7093,7.6708,6.9157,8.5162,8.9892,23.8578,12.7157
USC00317615,43640,1013.6667,1162.6667,550.3333,562,0,25.6667,-7.9668,-8.4801,-8.8702,-8.4172,-24.1763,-12.5124,7.4088,6.783,8.2266,8.6238,24.1918,12.5279
USC00317845,29578.6667,776.6667,970,448.3333,465.3333,0,21.3333,-7.6321,-8.4228,-8.5028,-7.854,-24.8354,-11.5689,6.8488,5.9905,7.5992,8.1446,24.8575,11.591
USC00317924,32657.6667,676,869.6667,366.3333,356,0,14.3333,-8.7524,-9.5444,-9.7472,-9.0761,-26.0438,-13.3873,7.9038,7.0276,8.7736,9.3434,26.0321,13.3756
USC00317994,36522,871.3333,1016,509,478.6667,0,18.6667,-8.4287,-8.9344,-9.3814,-8.8189,-24.5835,-13.0046,7.6269,7.0056,8.4716,8.9828,24.506,12.9271
USC00318113,40792.6667,1131,1348.3333,662,722.3333,0,46,-7.0225,-7.8152,-7.8275,-7.2697,-24.1015,-10.869,6.4311,5.5963,7.1323,7.6048,24.205,10.9725
USC00318292,40760,973,1168.6667,554.6667,547.6667,0,22.3333,-7.7926,-8.4225,-8.6781,-8.1317,-23.5334,-12.0971,7.114,6.3851,7.8973,8.3657,23.5392,12.1029
USC00318500,44494.6667,892.3333,1073,497,479.6667,0,15.6667,-8.619,-9.1663,-9.5939,-9.0314,-24.4872,-13.4603,7.8615,7.1945,8.7317,9.2092,24.4312,13.4043
USC00318744,36900.6667,954,1079.6667,553.6667,584,0,33.3333,-7.2115,-7.7726,-8.0326,-7.6021,-24.5395,-11.2372,6.7362,6.0899,7.4767,7.847,24.6044,11.302
USC00319147,42829.6667,1918,2203.6667,1265.3333,1300,0,145,-7.2838,-8.0685,-8.1177,-7.5187,-30.0581,-11.283,6.637,5.7971,7.3615,7.848,30.1434,11.3683
USC00319423,35523.3333,935.6667,1062,514,512.3333,0,18.6667,-8.1117,-8.6005,-9.0304,-8.6143,-26.0689,-12.6418,7.5655,6.9604,8.4019,8.8036,26.0744,12.6472
USC00319476,30992,657.3333,810.3333,378,353.3333,0,15.3333,-8.5124,-9.0501,-9.474,-8.9153,-23.4123,-13.0471,7.7149,7.0681,8.5699,9.0698,23.3288,12.9636
USC00320382,40221,614.3333,615,321,328,0,9.3333,-10.4772,-10.8319,-11.6606,-11.5551,-25.1776,-16.924,10.472,10.0116,11.6338,11.7422,25.3166,17.0631
USC00320590,30849,635.3333,652.6667,369.3333,397,0,23,-10.8291,-11.4761,-12.0605,-11.7048,-27.806,-17.0475,10.5654,9.7868,11.7292,12.0454,27.9956,17.2371
USC00320941,43028.3333,675.3333,681,340.3333,347,0,11.3333,-10.4011,-10.6552,-11.5734,-11.4575,-25.6194,-16.8272,10.3314,9.9953,11.4801,11.5981,25.7075,16.9153
USC00320995,34226.3333,601.6667,624.3333,339.6667,363,0,14.3333,-10.8715,-11.6375,-12.1092,-11.7136,-27.5998,-17.1412,10.5376,9.6123,11.6967,12.0813,27.7921,17.3335
USC00321370,31216.3333,498,496,262.6667,269,0,11.3333,-10.9725,-11.2711,-12.2113,-12.0687,-26.7919,-17.4839,10.9131,10.5213,12.1244,12.2538,26.9159,17.6078
USC00321766,28166.6667,400.3333,418,205.3333,211,0,9.3333,-10.4096,-10.7256,-11.5847,-11.4108,-24.677,-16.4534,10.2719,9.8524,11.4122,11.5836,24.7721,16.5486
USC00321871,39546.3333,834.3333,818,469,471.6667,0,25.3333,-10.0192,-10.3043,-11.1516,-11.0854,-25.7373,-16.2201,10.0904,9.7214,11.2093,11.2769,25.8988,16.3816
USC00322188,40803.3333,704.3333,699,388,398.6667,0,15,-10.7336,-11.0397,-11.9465,-11.8336,-26.1687,-17.3635,10.7518,10.352,11.9442,12.0356,26.3248,17.5195
USC00322365,31890,597,605.6667,315.3333,330,0,16,-10.6619,-11.0614,-11.8682,-11.6749,-26.6135,-16.9479,10.5437,10.0257,11.7114,11.9005,26.7531,17.0874
USC00322482,34136.6667,544,574.3333,275.6667,280.6667,0,13,-10.5731,-11.0488,-11.7681,-11.5023,-26.5263,-16.7552,10.2909,9.6864,11.4316,11.7047,26.6076,16.8365
USC00322525,29415.3333,400,426.6667,206.3333,214,0,8,-10.7005,-11.1202,-11.9088,-11.6642,-25.259,-16.8896,10.4777,9.9351,11.6403,11.8494,25.3422,16.9729
USC00322605,31232.6667,493,524,256,262,0,10.6667,-10.2357,-10.6789,-11.3931,-11.1232,-25.1084,-16.1425,9.9529,9.3816,11.0556,11.3288,25.1918,16.2259
USC00322949,32427,544,541.6667,281,284,0,11,-10.2845,-10.474,-11.4427,-11.4161,-24.6348,-16.5171,10.3485,10.0839,11.5002,11.5384,24.7425,16.6248
USC00323117,37846.3333,520,529.3333,248.6667,253.3333,0,9,-10.5566,-10.8825,-11.7472,-11.5665,-25.1599,-16.9176,10.4065,9.9774,11.5627,11.7238,25.2403,16.998
USC00323207,28390,503.3333,523.3333,267.3333,280.3333,0,15,-10.446,-10.9492,-11.6282,-11.3369,-26.0788,-16.4001,10.1643,9.5245,11.2894,11.5641,26.1788,16.5001
USC00323217,30817.6667,615,619.3333,345.6667,344.3333,0,15,-10.4685,-10.5732,-11.6455,-11.6623,-25.9909,-16.8124,10.577,10.43,11.756,11.7535,26.0864,16.9079
USC00323287,42912,665.3333,672.3333,345,355.3333,0,8.6667,-10.2346,-10.6023,-11.3915,-11.2234,-25.7795,-16.5158,10.1404,9.6585,11.2645,11.4214,25.9044,16.6406
USC00323594,35755,561,585.6667,291.3333,300,0,10.3333,-10.3704,-10.7927,-11.5413,-11.2752,-26.0481,-16.4818,10.1002,9.5546,11.221,11.4533,26.1142,16.5479
USC00323621,43904.3333,688.6667,700.3333,354.3333,357.6667,0,7.6667,-10.2918,-10.5469,-11.4505,-11.3292,-24.6863,-16.65,10.1883,9.846,11.3223,11.4457,24.7478,16.7115
USC00323963,33594,571.6667,582.6667,301.3333,303.3333,0,13.3333,-10.306,-10.5475,-11.466,-11.3244,-25.2249,-16.4523,10.1777,9.8522,11.3108,11.4357,25.2763,16.5036
USC00324203,35537.3333,579,593.3333,296,301.6667,0,8.6667,-10.078,-10.3304,-11.2141,-11.0965,-25.3005,-16.1623,10.0158,9.6799,11.1293,11.2365,25.39,16.2518
USC00324418,44946,767,786.3333,405,413,0,14.6667,-10.1302,-10.474,-11.2739,-11.078,-25.5357,-16.3334,9.9526,9.4985,11.0571,11.2499,25.6202,16.4179
USC00324958,37994.6667,550.6667,552.6667,272.3333,277,0,7.6667,-10.3584,-10.587,-11.5246,-11.4168,-24.2787,-16.6685,10.2874,9.9768,11.4326,11.5342,24.349,16.7388
USC00325013,34957.6667,540,560,281.6667,292,0,9,-10.3939,-10.6398,-11.5645,-11.3594,-24.8188,-16.5518,10.1657,9.8244,11.2968,11.4836,24.8548,16.5878
USC00325220,37559,585.3333,593,308,311.3333,0,8,-10.032,-10.28,-11.162,-11.0944,-23.6715,-16.184,10.0403,9.7137,11.1574,11.218,23.7663,16.2788
USC00325479,37313.3333,557,577.3333,289.3333,298.3333,0,10,-10.776,-11.056,-11.991,-11.829,-25.4974,-17.2898,10.6657,10.287,11.8511,11.9831,25.5853,17.3778
USC00325660,37002,602,615.6667,309.6667,317,0,13,-10.1635,-10.4732,-11.3102,-11.1325,-25.8641,-16.2602,10.0081,9.5995,11.1196,11.2911,25.9442,16.3403
USC00325730,34531.6667,493.3333,533,259.6667,266.6667,0,6.3333,-10.615,-11.0914,-11.815,-11.5335,-26.0225,-16.835,10.3395,9.7293,11.4853,11.7425,26.1104,16.9229
USC00325754,37713,620.3333,640.3333,322.6667,327,0,8.3333,-9.9758,-10.2999,-11.1016,-10.9564,-24.7701,-16.0098,9.8782,9.4514,10.975,11.118,24.8669,16.1066
USC00325993,40746,654,664.3333,317,321.3333,0,8.3333,-10.814,-11.0336,-12.0315,-11.9228,-25.7221,-17.4608,10.7427,10.4477,11.9385,12.0456,25.7964,17.5351
USC00326025,39644.6667,836.6667,850.6667,483,484.6667,0,22,-10.2341,-10.4702,-11.3873,-11.3101,-25.9126,-16.5411,10.2337,9.9277,11.3719,11.4434,26.0125,16.641
USC00326155,35320,668.3333,664,370,384,0,18,-10.4529,-10.8746,-11.6361,-11.481,-25.7139,-16.751,10.4237,9.8997,11.5777,11.7123,25.88,16.9172
USC00326255,43640.6667,648.3333,647.3333,322,329,0,9.3333,-10.7658,-10.9777,-11.9787,-11.9315,-25.8324,-17.5133,10.8116,10.5347,12.0143,12.0684,25.9465,17.6274
USC00326315,41532.6667,872.3333,866.3333,507.3333,524,0,31,-10.0854,-10.5441,-11.2286,-11.0688,-25.7432,-16.2864,10.0771,9.5035,11.1911,11.3217,25.9308,16.474
USC00326365,41363.3333,691.3333,713.6667,367.3333,384.3333,0,17.3333,-10.8216,-11.3202,-12.0463,-11.8017,-27.2814,-17.3623,10.6334,9.9994,11.8105,12.0378,27.4115,17.4924
USC00327530,36894.3333,690.6667,713.6667,382.6667,397.6667,0,18,-10.768,-11.3871,-11.9904,-11.6436,-27.5506,-17.0845,10.4714,9.7009,11.6267,11.9471,27.7041,17.238
USC00327664,26424.6667,438.3333,440,221.6667,220.6667,0,10.3333,-10.4963,-10.5056,-11.6731,-11.6766,-24.795,-16.7202,10.5449,10.4814,11.7237,11.7074,24.8302,16.7555
USC00327704,24544.6667,404.6667,410,212.3333,216,0,10,-10.2804,-10.5876,-11.4403,-11.3113,-24.1068,-16.2048,10.2316,9.8323,11.3681,11.4718,24.215,16.313
USC00328366,38218.6667,629,632.6667,349.6667,346.6667,0,16.3333,-10.3267,-10.5967,-11.4916,-11.4855,-24.8704,-16.7509,10.4664,10.1223,11.6294,11.6423,25.0229,16.9033
USC00328737,20990.6667,313.3333,314,158.3333,158.3333,0,5,-11.2299,-11.4951,-12.4962,-12.4521,-26.0522,-17.6606,11.3053,10.9608,12.5618,12.616,26.1941,17.8025
USC00328792,39004.3333,747.6667,761.6667,411.3333,421.6667,0,20.3333,-10.2963,-10.621,-11.4591,-11.3094,-26.4665,-16.5648,10.2253,9.7999,11.3599,11.4909,26.5848,16.6832
USC00328840,34179,597,597.3333,311,315,0.3333,11.6667,-10.35,-10.6164,-11.5173,-11.4512,-24.844,-16.6298,10.3823,10.0357,11.536,11.6052,24.9675,16.7534
