stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
USC00049173,18374,225,237,112.3333,112.6667,0,3,-5.7876,-5.9691,-6.4396,-6.3239,-13.159,-8.9457,5.6737,5.4307,6.3048,6.3963,13.1848,8.9716
USC00049200,35464.6667,444.3333,470.3333,234.3333,245,0.3333,12.3333,-5.5681,-5.2293,-6.1845,-6.2961,-13.5309,-9.0876,5.6561,5.923,6.2962,6.1727,13.4603,9.017
USC00049325,30125.3333,401,442,207,214.3333,0,6.6667,-6.7773,-7.2464,-7.5472,-7.2738,-17.8437,-10.5928,6.5081,5.9459,7.2256,7.4721,17.9251,10.6742
USC00049367,40653.3333,593,609.6667,306.6667,312,0,11.3333,-5.5098,-5.5783,-6.1282,-6.0696,-12.8866,-8.8814,5.435,5.3367,6.0418,6.0983,12.8894,8.8842
USC00049452,36898,570,579,287.3333,287.3333,0,11.3333,-5.4995,-5.5261,-6.1154,-6.1215,-12.8081,-8.8958,5.5158,5.4783,6.1331,6.1253,12.815,8.9027
USC00049473,37439.3333,950,1031,566,646,0,70.6667,-4.2649,-3.7006,-4.728,-4.9559,-14.9356,-7.1284,4.4626,4.9902,4.9766,4.6985,14.792,6.9847
USC00049490,33357.6667,533.6667,560.6667,288.3333,306,0,16.6667,-6.0155,-6.3546,-6.6982,-6.5289,-16.2684,-9.533,5.8984,5.4734,6.5496,6.6935,16.3626,9.6273
USC00049684,18749.3333,172.3333,181,69,75,0,1,-5.8332,-5.8629,-6.4872,-6.4676,-12.1502,-9.118,5.8248,5.7487,6.4759,6.4846,12.1608,9.1286
USC00049699,38937.3333,543.3333,545,278.6667,281.6667,0,13,-6.0603,-6.0436,-6.7379,-6.7059,-13.8498,-9.7727,5.986,5.9888,6.6571,6.6891,13.8186,9.7415
USC00049781,33271.3333,441.6667,458.3333,222,219,0,6.3333,-5.481,-5.2698,-6.091,-6.177,-12.9342,-8.9029,5.5752,5.7323,6.203,6.1121,12.9091,8.8778
USC00049855,36205,720,747,423,452.6667,0,40.3333,-5.6161,-6.0142,-6.2567,-6.0947,-16.1473,-8.9444,5.5546,5.0736,6.1645,6.308,16.2919,9.0891
USC00049866,40857,475,514,228.3333,240.3333,0,6.6667,-6.796,-7.1215,-7.5651,-7.3677,-16.65,-10.8509,6.6111,6.1928,7.3429,7.5173,16.716,10.9169
USC00050109,24945.3333,499,583,288.6667,359.6667,0,29.3333,-10.5487,-12.1072,-11.7686,-10.9056,-35.5696,-16.0139,9.8577,8.2844,10.9223,11.6018,35.919,16.3633
USC00050454,29466.3333,1243.3333,1327,823,930.3333,0,159.6667,-7.4843,-8.678,-8.3561,-7.7728,-30.7502,-11.5005,7.1271,5.9642,7.8912,8.3775,31.1144,11.8647
USC00050776,20859.3333,714.3333,770.3333,451,490.6667,0,60.6667,-6.4398,-7.161,-7.1798,-6.7967,-22.3198,-9.8111,6.1502,5.3611,6.8195,7.1384,22.5036,9.9949
USC00050848,43937.3333,1249,1349.3333,765.6667,815,0,89.6667,-8.8019,-9.6327,-9.8107,-9.4203,-29.6002,-14.0152,8.5592,7.6118,9.494,9.8377,29.8525,14.2675
USC00051071,37344,1472.3333,1526,986.6667,1057.6667,0,179.3333,-6.2517,-7.0012,-6.9747,-6.6538,-23.4932,-9.8697,6.1297,5.3136,6.7929,7.0663,23.772,10.1486
USC00051121,39480,951.6667,1058,561.6667,643.3333,0,54.6667,-9.4746,-10.6247,-10.5646,-9.9176,-31.1671,-14.7887,8.9295,7.7145,9.8999,10.4409,31.4233,15.0449
USC00051294,43177,1217.6667,1356.3333,757.3333,881.6667,0,112.6667,-8.7779,-10.0079,-9.7939,-9.0966,-31.0038,-13.687,8.2288,6.9678,9.1167,9.6917,31.3128,13.996
USC00051401,30299.6667,1110.3333,1162,698.6667,753.3333,0,104.6667,-8.4338,-9.4697,-9.4081,-8.9645,-32.3609,-13.1673,8.2336,7.1198,9.1253,9.5017,32.7137,13.5201
USC00051528,41818,1797.3333,1956.3333,1206,1358,0,215.3333,-7.2413,-8.3874,-8.0843,-7.5192,-31.6846,-11.3265,6.9125,5.7814,7.654,8.0982,32.0366,11.6785
USC00051564,42476.6667,954.6667,1136,576.6667,650,0,60.3333,-9.1643,-10.3974,-10.2197,-9.5052,-30.2667,-14.2574,8.5093,7.2453,9.4324,10.0327,30.4986,14.4893
USC00051660,24187,681.3333,737,411.3333,471.6667,0,44,-7.6155,-8.7044,-8.4957,-7.9796,-28.1926,-11.6713,7.3026,6.1779,8.0925,8.4734,28.4847,11.9634
USC00051886,32875.3333,998,1018.6667,597.3333,657.6667,0,60.3333,-6.2049,-6.869,-6.9183,-6.6198,-21.5202,-9.7309,6.0328,5.308,6.6895,6.9548,21.7284,9.9391
USC00051959,38663,2081.6667,2136,1437,1489.6667,0,235.3333,-5.9586,-6.4762,-6.6418,-6.4312,-24.7039,-9.5026,5.9015,5.3071,6.546,6.7194,24.9058,9.7045
USC00052184,35874,1333,1383.3333,860,954,0,127,-5.6543,-6.3824,-6.3082,-5.9725,-22.4306,-8.8569,5.4655,4.6953,6.0565,6.345,22.6628,9.089
USC00052192,35640.3333,1132.6667,1201.3333,698.3333,738,0.3333,76,-6.0036,-6.4569,-6.6876,-6.4259,-19.8534,-9.4545,5.7813,5.2551,6.4166,6.6389,19.9576,9.5587
USC00052281,39825.6667,1961,2087,1313.3333,1405,0,216,-6.6494,-7.5524,-7.4199,-7.0167,-29.8426,-10.4644,6.4385,5.501,7.1332,7.4817,30.1387,10.7604
USC00052446,35912.3333,929,1094,557.6667,644.3333,0,71.6667,-8.6753,-9.9076,-9.6766,-8.9895,-30.3615,-13.3977,8.0863,6.8407,8.9614,9.5275,30.6177,13.6539
USC00052932,22659,525.6667,608.6667,317,360.6667,0,45.3333,-9.2371,-10.3408,-10.2996,-9.7058,-29.8632,-14.056,8.7215,7.5364,9.6695,10.2115,30.1136,14.3064
USC00053005,45904,1606.6667,1777.6667,1065,1186.3333,0,198.3333,-7.794,-8.865,-8.6956,-8.1199,-29.0363,-12.23,7.3622,6.269,8.1574,8.6385,29.3173,12.511
USC00053016,31522,1007,1006.3333,616.6667,683.3333,0,86.3333,-5.98,-6.653,-6.6694,-6.3686,-21.2816,-9.3706,5.8497,5.1173,6.4846,6.7253,21.5166,9.6056
USC00053038,40043.6667,953,1117.6667,566,678,0,61,-9.0439,-10.4582,-10.0907,-9.2907,-31.5705,-13.9518,8.332,6.9527,9.2304,9.9037,31.8523,14.2335
USC00053146,38024.6667,1073.3333,1114.3333,667.3333,693,0.3333,70.6667,-5.9165,-6.2679,-6.5889,-6.4012,-18.0397,-9.4179,5.7867,5.366,6.4245,6.5804,18.1417,9.5198
USC00053261,17983.6667,424.6667,451.6667,257,320,0,43.3333,-8.0257,-9.3469,-8.9577,-8.3411,-28.5964,-12.0521,7.6303,6.3273,8.451,8.9404,28.947,12.4027
USC00053359,38935.3333,1303.6667,1348.3333,818.6667,891,0,107.3333,-5.984,-6.6634,-6.6733,-6.3481,-22.7315,-9.4301,5.7887,5.0516,6.4174,6.6942,22.9423,9.6409
USC00053662,43277.6667,2548.3333,2598,1865,1891,0,358.3333,-6.1226,-6.5372,-6.8198,-6.594,-25.2165,-9.7713,5.9529,5.4621,6.6076,6.8043,25.3318,9.8866
USC00053867,36894.6667,1385,1473.6667,913.3333,997,0,146.6667,-7.1186,-8.0856,-7.9421,-7.456,-28.0229,-11.1035,6.7944,5.7975,7.5285,7.9318,28.2987,11.3794
USC00053951,35880.6667,1960,2020,1388,1440.3333,0,271.6667,-5.5286,-6.0487,-6.1635,-5.9323,-22.1279,-8.7382,5.4156,4.8271,6.0058,6.218,22.3139,8.9242
USC00054076,38799.3333,1009.6667,1105,602.6667,655.3333,0,65,-8.571,-9.6153,-9.5575,-9.0336,-29.1436,-13.4431,8.1924,7.076,9.0826,9.5149,29.4099,13.7094
USC00054082,36974.6667,804.6667,871.6667,469.3333,516,0,47.6667,-9.4217,-10.3892,-10.5028,-9.9519,-28.9802,-14.7607,8.9982,7.9164,9.9793,10.4223,29.2271,15.0076
USC00054172,9816.3333,271.3333,307,159.6667,186,0,33.6667,-9.4703,-10.9301,-10.5671,-9.6994,-32.7847,-13.6401,8.7159,7.2959,9.6551,10.352,33.0856,13.941
USC00054413,33867,738.3333,783,437,496,0,53.3333,-9.0752,-10.1038,-10.1179,-9.6322,-27.7801,-14.2023,8.7446,7.6155,9.6968,10.1098,28.0557,14.4779
USC00054452,35157.6667,898.6667,960.3333,522.3333,603,0,61,-9.5621,-10.7717,-10.6652,-10.1232,-33.0286,-14.9832,9.2456,7.9563,10.248,10.7057,33.3862,15.3409
USC00054664,21108.6667,1049,1110,729.3333,750.6667,0,132,-7.3244,-7.952,-8.1623,-7.8033,-28.8329,-11.213,7.0292,6.311,7.7982,8.1243,28.9999,11.3799
USC00054734,20922,759,789.6667,488,550,0,78.6667,-6.2343,-6.9552,-6.952,-6.5502,-21.8462,-9.479,5.9358,5.1558,6.5806,6.9029,22.0361,9.6689
USC00054770,45434,1016.3333,1149.3333,596.6667,662.6667,0,57,-8.8435,-9.8605,-9.8597,-9.2656,-27.9076,-13.8685,8.2851,7.2072,9.1865,9.7319,28.1177,14.0786
USC00054834,44876.3333,1430.3333,1547.6667,897,984.6667,0,119.6667,-7.9237,-8.8182,-8.8357,-8.353,-28.8005,-12.5145,7.5765,6.6154,8.3998,8.7976,29.0471,12.7611
USC00054945,32010.6667,635.6667,720.6667,357,433,0,26.6667,-10.307,-11.7173,-11.4948,-10.7664,-33.4572,-15.9149,9.712,8.2545,10.7652,11.3741,33.7642,16.2219
USC00055116,36097,1084.3333,1210,679,788,0,92.6667,-8.929,-10.2312,-9.9628,-9.2056,-33.3783,-13.7726,8.3233,7.0163,9.2209,9.8156,33.6844,14.0786
USC00055322,36926,1523.6667,1563.3333,999.3333,1029.6667,0,144.3333,-5.9961,-6.4318,-6.6806,-6.5147,-21.6511,-9.5697,5.9502,5.4437,6.6031,6.7511,21.8169,9.7355
USC00055327,17721.3333,655,658.6667,422.6667,446,0,73.6667,-5.9135,-6.5077,-6.595,-6.396,-21.8447,-9.1156,5.9371,5.2611,6.5823,6.744,22.1117,9.3825
USC00055484,32723.3333,1308.3333,1377.3333,876.6667,917,0,131.6667,-7.1346,-7.8718,-7.9552,-7.6149,-28.1405,-11.2162,6.9837,6.1646,7.7437,8.0058,28.3959,11.4716
USC00055706,27002,1115.3333,1205.6667,743.6667,810.6667,0,143.3333,-5.858,-6.5429,-6.5343,-6.1655,-22.9357,-9.0129,5.5911,4.859,6.1967,6.5302,23.1424,9.2197
USC00055722,42770.3333,1180,1367.6667,708.3333,786.6667,0,62,-6.7888,-7.6639,-7.5693,-7.089,-24.6339,-10.6103,6.3551,5.4554,7.0461,7.4544,24.7996,10.776
USC00056203,22031.6667,620,716.6667,363.3333,448,0,47,-7.2395,-8.4401,-8.0794,-7.4163,-27.309,-10.8681,6.706,5.5522,7.4274,7.9412,27.5693,11.1284
USC00056266,37004.6667,983.6667,1085,563.3333,660,0,41.3333,-6.5762,-7.4531,-7.3333,-6.8342,-22.7349,-10.1904,6.1404,5.2356,6.8069,7.208,22.9063,10.3618
USC00056306,30004,826,912.3333,471.3333,562.6667,0,50.3333,-6.5775,-7.591,-7.3385,-6.8266,-24.7583,-10.0939,6.1806,5.1762,6.8478,7.267,24.9894,10.325
USC00056832,28775,842.3333,900,537,580.6667,0,72.3333,-6.8066,-7.4731,-7.5859,-7.1862,-21.9522,-10.5293,6.4701,5.7334,7.1771,7.4954,22.1,10.677
USC00057017,16243,601.6667,653.6667,394,427.3333,0,82,-5.664,-6.4327,-6.3199,-6.0068,-21.2256,-8.5575,5.5089,4.705,6.1039,6.3956,21.4783,8.8103
USC00057167,45622.6667,1510.6667,1670,965.6667,1041.6667,0,143,-7.8588,-8.7678,-8.7634,-8.2349,-27.2615,-12.3494,7.4107,6.4355,8.2156,8.6774,27.4814,12.5693
USC00057337,36738,1266,1320.6667,819.3333,894.3333,0,120,-5.4933,-6.1048,-6.126,-5.8453,-20.2652,-8.6548,5.3447,4.6767,5.9254,6.162,20.4656,8.8552
USC00057370,30119.6667,1481,1512.3333,1013.3333,1038,0,215.3333,-6.0165,-6.5398,-6.7093,-6.5028,-24.1948,-9.4797,5.9847,5.3776,6.6354,6.8478,24.4456,9.7305
USC00057618,15005.3333,390.6667,428.3333,226.6667,275.6667,0,31.6667,-6.0871,-6.9908,-6.7906,-6.3329,-21.3403,-9.0606,5.7533,4.8352,6.3754,6.7263,21.5518,9.2722
USC00057656,39060.3333,1898,1986,1308.6667,1369,0,208,-5.6629,-6.2248,-6.315,-6.0682,-23.407,-8.9855,5.5635,4.9281,6.1682,6.3923,23.6253,9.2038
USC00057936,40997.3333,1857.3333,2019.3333,1277,1354.6667,0,228.3333,-6.9285,-7.7151,-7.7261,-7.3199,-28.3911,-10.9225,6.6643,5.8243,7.3884,7.7119,28.6191,11.1505
USC00057950,33670.6667,775,836.3333,446,526.6667,0,54.6667,-9.0388,-10.2163,-10.0812,-9.4504,-30.4174,-13.9938,8.5304,7.304,9.4548,9.996,30.6994,14.2759
USC00058064,25933.3333,1078,1134,717.6667,762.3333,0,111,-6.6056,-7.4639,-7.3707,-7.0559,-28.0279,-10.2713,6.5206,5.6232,7.225,7.5128,28.3494,10.5927
USC00058204,38515.6667,1653,1700.3333,1115.6667,1183.3333,0,164.6667,-5.9687,-6.6569,-6.6578,-6.3963,-24.3877,-9.4694,5.8884,5.143,6.5267,6.7701,24.648,9.7296
USC00058429,39672,1523,1597.3333,985,1042.3333,0,146.3333,-7.7505,-8.6287,-8.6447,-8.2729,-30.2744,-12.2835,7.597,6.633,8.421,8.7477,30.5921,12.6012
USC00058582,28657,948,990.6667,596.6667,679.3333,0,83,-5.8441,-6.6761,-6.5214,-6.1344,-22.7947,-9.0281,5.6204,4.7622,6.2266,6.5464,23.0479,9.2812
USC00058756,32153,1388.3333,1483.6667,924,972.3333,0,162,-7.3396,-8.1541,-8.187,-7.8394,-29.6606,-11.5218,7.2057,6.3171,7.9867,8.2988,29.9717,11.8329
USC00058839,40497.3333,1304,1398,831.6667,902.3333,0,125.3333,-8.4059,-9.3595,-9.3737,-8.9036,-30.3435,-13.2536,8.1013,7.0652,8.9814,9.3823,30.6264,13.5365
USC00058931,39264.6667,1941.3333,1958.6667,1327.6667,1328,0,247,-6.6892,-7.0552,-7.455,-7.4547,-27.7557,-10.9356,6.9932,6.5555,7.7592,7.7571,28.0584,11.2383
USC00059243,41405,923.6667,1032,566,619.6667,0,54.3333,-9.3192,-10.358,-10.3897,-9.8114,-29.1925,-14.636,8.8511,7.7106,9.8148,10.2968,29.4394,14.8829
USC00059295,25591.3333,567.6667,663.6667,352,402.3333,0,46.3333,-9.5193,-10.7454,-10.616,-9.8237,-30.7354,-14.4376,8.8081,7.532,9.7633,10.3767,30.9723,14.6745
USC00064767,39212,450.3333,476.3333,206,210,0,4.6667,-9.0578,-9.2908,-10.0774,-9.9259,-19.5339,-14.5243,8.8872,8.5692,9.8765,10.0259,19.5662,14.5566
USC00065445,28758,415.3333,419.6667,212.3333,211,0,8.3333,-9.4817,-9.4136,-10.541,-10.5399,-19.9097,-15.1257,9.4307,9.466,10.4887,10.5,19.8671,15.083
USC00068138,44901.6667,670,701,346.3333,347.6667,0,10.3333,-8.6388,-8.2798,-9.6002,-9.798,-20.3417,-14.3138,8.9107,9.1716,9.9141,9.6942,20.3318,14.3039
USC00072730,40988.6667,534,537,255.6667,254.6667,0,4,-8.754,-8.6616,-9.7311,-9.6941,-18.7464,-14.1546,8.6371,8.7074,9.6069,9.6421,18.6781,14.0864
USC00075915,33106,368.3333,355.6667,160,162.3333,0,1.6667,-9.1499,-8.9244,-10.1693,-10.2068,-18.7443,-14.7294,9.1283,9.2976,10.1551,10.1197,18.6736,14.6587
USC00076410,27706.3333,319,323.3333,153.3333,153.3333,0,3,-8.4608,-8.4343,-9.4078,-9.3873,-17.422,-13.4653,8.4218,8.4302,9.3648,9.3845,17.4102,13.4535
USC00080228,40155.3333,3649.6667,3854,2848.6667,2882.3333,0,846.6667,-3.9987,-4.4598,-4.4648,-4.2448,-24.3671,-6.3278,3.9457,3.4437,4.3691,4.5727,24.5998,6.5605
USC00080369,41185.6667,3362,3613,2561,2625.3333,0,713.6667,-4.2122,-4.7863,-4.7029,-4.3852,-23.0967,-6.5835,4.0243,3.4314,4.4556,4.7285,23.3073,6.794
USC00080478,42300.6667,3364.3333,3552.6667,2554.6667,2616,0,705.6667,-4.0909,-4.5878,-4.5662,-4.3088,-21.207,-6.46,3.9802,3.4518,4.4084,4.6187,21.4116,6.6646
USC00081046,39701.6667,3264.6667,3452,2482.3333,2535.3333,0,669.6667,-4.4572,-5.0271,-4.9771,-4.7315,-26.3998,-7.0549,4.41,3.7988,4.8829,5.1041,26.6675,7.3226
USC00081163,25044.6667,2242.3333,2352,1692.3333,1740.6667,0,454.3333,-4.6697,-5.159,-5.2101,-4.9115,-28.4209,-7.1691,4.4861,3.9436,4.9707,5.2263,28.6111,7.3593
USC00081978,25568,1731.6667,1804.3333,1264.6667,1288.6667,0,290.3333,-4.73,-5.1511,-5.2747,-5.1314,-22.6136,-7.4328,4.7625,4.2716,5.2805,5.4024,22.8249,7.6442
USC00082220,36925,2082.3333,2279.3333,1410,1470,0,208.3333,-6.0942,-6.7407,-6.794,-6.334,-28.5586,-9.4306,5.6543,4.9494,6.2698,6.6466,28.6831,9.5551
USC00082229,40725.6667,3052.3333,3172.3333,2249.3333,2280.3333,0,478.3333,-4.7641,-5.1357,-5.3115,-5.1677,-25.8028,-7.6432,4.7694,4.3272,5.2893,5.4186,25.9923,7.8327
USC00082915,41061.6667,2400.6667,2483.6667,1677.6667,1713.3333,0,315.3333,-4.789,-5.1554,-5.3387,-5.2135,-22.2084,-7.7084,4.8223,4.385,5.3486,5.457,22.3993,7.8994
USC00082944,40656.6667,2074.6667,2109.6667,1383.6667,1399.6667,0,198.3333,-5.3163,-5.5552,-5.9208,-5.8543,-22.3749,-8.6041,5.3704,5.0716,5.9623,6.021,22.5134,8.7426
USC00083163,37205,2721.6667,2813.3333,2130,2152.6667,0,705.3333,-3.4019,-3.7133,-3.7978,-3.7085,-15.0358,-5.4771,3.5172,3.1554,3.8959,3.9779,15.2667,5.708
USC00083207,40176.6667,3375,3483,2654,2659.3333,0,817.6667,-3.6025,-3.8566,-4.0191,-3.9686,-18.0603,-5.8567,3.7499,3.443,4.1565,4.2056,18.2748,6.0712
USC00084289,34367.3333,2918,3127.6667,2193,2250,0,551.3333,-4.7018,-5.2909,-5.2467,-4.9206,-28.0294,-7.293,4.4734,3.8534,4.9557,5.2521,28.2209,7.4845
USC00084731,43588.6667,2677,2874.3333,1839,1950.3333,0,294.3333,-5.7746,-6.4499,-6.4413,-6.0455,-30.3277,-9.0799,5.5008,4.7732,6.0965,6.4058,30.5294,9.2817
USC00085099,25290.6667,1719,1823.6667,1202,1262.6667,0,220.3333,-5.5366,-6.1599,-6.1751,-5.7991,-29.8332,-8.4757,5.2542,4.5816,5.8237,6.1333,30.0133,8.6557
USC00085275,38369,2105,2351,1400,1501.3333,0,204.6667,-6.0089,-6.797,-6.7029,-6.1599,-29.7297,-9.2497,5.5196,4.7091,6.1162,6.5413,29.8934,9.4135
USC00085705,9276.6667,518.3333,551.3333,356.3333,356.3333,0,82.3333,-5.6516,-6.1823,-6.2979,-6.022,-22.9306,-8.298,5.4054,4.8056,5.9969,6.2658,23.052,8.4194
USC00085879,34741,1939.6667,2139.3333,1322.3333,1387.6667,0,207.6667,-6.0651,-6.7605,-6.7635,-6.2918,-29.2394,-9.3487,5.6329,4.8959,6.2441,6.6389,29.3917,9.501
USC00085895,34999,3022,3180.6667,2371,2411,0,744.6667,-3.7863,-4.2247,-4.2278,-4.0407,-20.6651,-5.9806,3.7788,3.2996,4.1843,4.3547,20.8988,6.2143
USC00086414,41316.6667,3059.3333,3230.3333,2228.6667,2300.6667,0,475.3333,-4.9014,-5.5062,-5.4689,-5.1942,-27.2022,-7.7417,4.7643,4.1163,5.2789,5.5301,27.4199,7.9594
USC00087025,28787.3333,1978.6667,2085.3333,1392.3333,1454.3333,0,261,-5.4364,-6.0024,-6.0628,-5.7062,-30.3905,-8.3855,5.171,4.5457,5.7321,6.025,30.5633,8.5583
USC00087205,42876.6667,3868,4024.3333,2938,3016.3333,0,787,-4.2711,-4.7761,-4.7682,-4.56,-27.1368,-6.8124,4.2546,3.7018,4.712,4.897,27.3854,7.061
USC00087851,45486,3823.6667,4071.3333,2910,2975,0,761,-4.3727,-4.9646,-4.8826,-4.5842,-26.2452,-6.9068,4.2405,3.6247,4.6948,4.9487,26.4855,7.1471
USC00087886,36916.6667,2532.3333,2829,1865.3333,1986.6667,0,540,-3.9203,-4.6712,-4.3823,-3.9733,-21.6879,-6.0082,3.6685,2.983,4.056,4.3871,21.9353,6.2556
USC00088824,45807.3333,3810,4017.6667,2904,2952,0,761.3333,-4.1646,-4.6453,-4.6488,-4.4449,-24.8465,-6.6519,4.1282,3.6063,4.5724,4.7661,25.0783,6.8837
USC00088942,39286,3143.6667,3248.6667,2371.6667,2409,0,564.3333,-4.3351,-4.6979,-4.8357,-4.7005,-22.6684,-6.9493,4.3733,3.9472,4.8476,4.9736,22.8829,7.1637
USC00089566,21806,1471,1570,1049.6667,1090.3333,0,212.6667,-5.521,-6.0748,-6.1549,-5.7043,-27.9862,-8.3025,5.076,4.4742,5.6285,5.9864,28.0865,8.4028
USC00090140,42695.6667,2102.6667,2359.6667,1385.3333,1466,0,150,-6.5358,-7.2255,-7.2844,-6.6868,-29.8498,-10.0831,5.9008,5.1594,6.5446,6.9884,29.9172,10.1505
USC00090219,15362.6667,585,673.3333,364.6667,384.6667,0,49,-7.2101,-7.9258,-8.0341,-7.4194,-25.6777,-10.597,6.4903,5.7107,7.2001,7.7193,25.7227,10.6419
USC00090253,35459.3333,1549.3333,1723,988.3333,1017.3333,0,108.3333,-6.5191,-7.188,-7.2653,-6.8338,-27.7618,-10.1019,6.0741,5.3402,6.7377,7.1271,27.8705,10.2105
USC00090430,27533.3333,803.3333,941.3333,480.6667,500.3333,0,41.6667,-6.932,-7.6386,-7.7239,-7.2372,-23.6758,-10.5835,6.3952,5.6162,7.0954,7.519,23.753,10.6607
USC00090979,34592.6667,1764.3333,1945.6667,1182.6667,1226.3333,0,159.6667,-6.3378,-6.9623,-7.0638,-6.6184,-27.8575,-9.8123,5.914,5.2221,6.5596,6.9118,27.9716,9.9264
USC00091340,36828,1484.6667,1598.3333,920,987,0,109.3333,-6.0629,-6.6662,-6.7577,-6.4183,-23.5043,-9.5002,5.7867,5.1163,6.4185,6.7057,23.6507,9.6466
USC00091500,29284.6667,1568.3333,1750.3333,1034.3333,1095,0,144.6667,-6.2262,-6.8934,-6.9407,-6.3924,-29.6482,-9.4533,5.6576,4.9453,6.2736,6.7038,29.7397,9.5447
USC00091640,29567.6667,1209.6667,1387.6667,788,790.6667,0,89.6667,-6.6732,-7.3082,-7.4342,-6.8625,-25.2745,-10.1107,5.9788,5.2886,6.6341,7.1117,25.2878,10.124
USC00091665,22086,937.3333,1055,605.3333,622.3333,0,85.3333,-6.8459,-7.5385,-7.6274,-7.1045,-26.5383,-10.3195,6.2798,5.5274,6.9676,7.3754,26.5999,10.3811
USC00091732,29933.6667,1207.3333,1407.6667,798.3333,783,0,94.6667,-7.166,-7.8981,-7.9836,-7.3015,-26.8099,-10.7917,6.3184,5.5368,7.0104,7.5773,26.8048,10.7866
USC00091982,43388.3333,1481,1709.6667,908.3333,960.3333,0,89.3333,-6.624,-7.2624,-7.3818,-6.9125,-24.6029,-10.3318,6.1242,5.4197,6.7936,7.2014,24.6947,10.4235
USC00092266,28924.3333,1323.6667,1506.6667,863,898.3333,0,102.3333,-6.4918,-7.1979,-7.2357,-6.6638,-27.2258,-9.8276,5.8543,5.0987,6.4926,6.9687,27.2951,9.897
USC00092283,35797,1088.6667,1281.3333,649,705,0,54.6667,-7.0487,-7.8061,-7.855,-7.2982,-25.0081,-10.8623,6.4673,5.6515,7.174,7.6067,25.0941,10.9484
USC00092318,33821.6667,1183.6667,1354.3333,742.6667,750,0,78,-6.8875,-7.5221,-7.6735,-7.1942,-25.3793,-10.6115,6.339,5.6245,7.0336,7.4623,25.4433,10.6755
USC00092450,26510,1335.3333,1468,876.6667,916.3333,0,136.3333,-6.2479,-6.8524,-6.964,-6.5531,-26.7478,-9.5665,5.855,5.1761,6.4939,6.8496,26.872,9.6908
USC00092475,37787,1309,1485.6667,809,858.6667,0,88.6667,-6.8362,-7.5635,-7.6193,-7.1426,-24.9637,-10.6083,6.352,5.5575,7.0453,7.4621,25.0823,10.7269
USC00092783,27885.3333,1394.6667,1535,910.3333,929.6667,0,128.6667,-6.3883,-6.9243,-7.1182,-6.6885,-28.2819,-9.7787,5.9242,5.3043,6.5727,6.9502,28.3621,9.859
USC00092839,34677.3333,1257.3333,1487.3333,788,819.6667,0,63.6667,-7.1435,-7.8028,-7.958,-7.3754,-26.5829,-10.9437,6.4564,5.7219,7.1644,7.6394,26.6091,10.9699
USC00092966,41110.3333,1691,1896.6667,1077,1125.6667,0,105.3333,-6.6406,-7.3483,-7.4017,-6.9269,-27.7674,-10.3376,6.1619,5.3963,6.8341,7.2424,27.8843,10.4545
USC00093060,29303.3333,922.6667,1155.3333,569.6667,583.3333,0,44,-7.1532,-7.9286,-7.9701,-7.3384,-25.5618,-10.8083,6.3824,5.5637,7.0808,7.626,25.5848,10.8313
USC00093271,32833.3333,1157.3333,1343.6667,707,778.3333,0,66,-7.2439,-8.0351,-8.0745,-7.4872,-27.9417,-11.1015,6.6405,5.7894,7.3642,7.8388,28.0546,11.2143
USC00093386,29725.3333,1351,1516,883,914.3333,0,119.6667,-6.4134,-7.063,-7.1494,-6.7071,-28.0571,-9.8468,5.9809,5.2636,6.6324,7.0295,28.1908,9.9806
USC00093506,16700.3333,713.3333,805.3333,449,458,0,60,-6.6068,-7.1861,-7.3607,-6.9263,-25.4433,-9.8786,6.1359,5.4751,6.8085,7.1824,25.5177,9.953
USC00093621,42656,1274.6667,1460.3333,767.3333,802.6667,0,64.3333,-6.9694,-7.6475,-7.766,-7.2419,-24.5921,-10.8253,6.3833,5.631,7.0816,7.534,24.6646,10.8978
USC00093754,38900.3333,1607.6667,1811,1009.3333,1047,0,94,-6.6982,-7.3654,-7.4644,-6.9875,-27.3303,-10.4003,6.2009,5.4699,6.8788,7.2794,27.425,10.4949
USC00094133,37955.3333,1167.6667,1337.3333,690,725.3333,0,49.3333,-6.7861,-7.4355,-7.5609,-7.0908,-23.5415,-10.5206,6.2615,5.5415,6.9474,7.3597,23.6121,10.5912
USC00094170,40536.3333,1569.3333,1766.3333,987.6667,1015.3333,0,83.6667,-6.789,-7.3908,-7.5629,-7.058,-25.9906,-10.5262,6.2075,5.526,6.8886,7.3051,26.0306,10.5662
USC00094941,29592.6667,1033.6667,1239,648.6667,668.3333,0,68.6667,-7.2537,-7.9973,-8.0821,-7.4213,-25.6523,-10.9629,6.4694,5.673,7.1773,7.7131,25.675,10.9856
USC00094949,25251,1072.3333,1262,673.6667,698.3333,0,91.3333,-6.8861,-7.6268,-7.6731,-6.9995,-26.189,-10.297,6.0988,5.3131,6.7654,7.2876,26.2082,10.3162
USC00095314,40869,1481.6667,1685.3333,897.6667,926.6667,0,71.3333,-6.988,-7.6388,-7.7856,-7.2899,-26.42,-10.8534,6.4196,5.6902,7.123,7.5619,26.4819,10.9152
