stations,n,kim,hub,sch,ley,logbox,bar,l.kim,l.hub,l.sch,l.ley,l.logbox,l.bar,u.kim,u.hub,u.sch,u.ley,u.logbox,u.bar
ASN00066000,11349,1348,1758,1143.6667,1575.6667,0,762.6667,-7.2875,-3.1734,-8.1894,-12.0391,-333.4539,-18.9446,20.4196,42.905,22.6196,13.5764,337.8899,23.3805
ASN00066006,13498.6667,1465.6667,1931.6667,1236,1770.3333,0,819.3333,-9.0937,-4.0245,-10.2428,-14.7735,-374.7858,-23.4847,25.1379,50.1617,27.8211,17.1153,380.5533,29.2522
ASN00066007,6809,778,1011.3333,648,940.3333,0,465.3333,-8.2345,-3.2379,-9.3222,-13.9504,-393.3279,-22.0406,25.8084,54.518,28.5318,16.9134,399.9436,28.6563
ASN00066020,11014,1324.3333,1643,1121.6667,1522.3333,0,763.6667,-7.8156,-3.4605,-8.7934,-12.8468,-367.99,-19.9989,21.5633,43.9189,23.8745,14.6838,372.8047,24.8135
ASN00066036,4610,496,659.3333,417.3333,589.6667,0,308,-7.5245,-3.0062,-8.5089,-12.9108,-299.8857,-19.2149,22.699,47.4449,25.0981,15.4475,305.5819,24.9111
ASN00066042,13992.3333,1698.3333,2109.6667,1426.6667,1900.6667,0,944.3333,-9.0326,-4.4111,-10.1109,-13.9702,-393.2556,-21.6223,21.6089,41.8203,23.961,15.1693,397.299,25.6657
ASN00066044,7580,799.3333,1021.6667,671.6667,975,0,498,-9.1569,-3.799,-10.3434,-14.8227,-336.5792,-23.5482,26.6635,54.23,29.4872,17.7052,343.1177,30.0867
ASN00066046,7050.6667,910,1124.3333,783.6667,1034,0,558.6667,-6.741,-2.9007,-7.5821,-11.3099,-360.0447,-17.6593,19.918,42.3769,22.0614,12.8547,364.4975,22.1122
ASN00066047,9538.3333,1210.6667,1541,1024.3333,1314.6667,0,687.3333,-7.7305,-3.618,-8.6454,-12.567,-355.164,-18.8493,19.5501,40.2583,21.6893,13.4518,358.7826,22.4678
ASN00066050,12042.3333,1361,1721,1163.3333,1614.3333,0,802.3333,-7.0333,-3.0477,-7.9424,-11.4383,-289.5532,-18.1547,19.8181,38.8383,21.915,13.6129,294.3803,22.9818
ASN00066052,12974,1391.3333,1852.6667,1181.6667,1713,0,809.6667,-8.9838,-3.9946,-10.0974,-14.4627,-376.8706,-22.873,24.1772,49.561,26.7761,16.3889,382.1136,28.1161
ASN00066058,13617.3333,1566.3333,2024.6667,1318,1760.6667,0,891.3333,-7.8336,-3.3911,-8.8211,-12.9268,-317.8529,-20.2941,21.7135,44.5732,24.0338,14.9011,322.8037,25.2448
ASN00066062,23301.3333,3149,3896.3333,2693.3333,3355.6667,0,1711.3333,-8.2137,-4.1647,-9.146,-12.5117,-446.7258,-19.318,17.847,35.3877,19.8322,12.7403,449.3056,21.8978
ASN00066120,10976.3333,1311.6667,1639.3333,1105,1495.3333,0,752,-8.8949,-4.0369,-9.9989,-14.1807,-413.911,-21.8836,23.0782,45.7361,25.5537,16.1125,418.9057,26.8782
ASN00066131,15560.3333,2333.3333,2714.6667,2041.3333,2306.3333,0,1381.3333,-7.5988,-4.6369,-8.4241,-10.3099,-418.9988,-14.9906,12.2597,20.4483,13.6576,9.8554,419.8232,15.8149
ASN00066153,4180.6667,479.6667,628.3333,412,538.6667,0,286.3333,-7.6167,-3.2359,-8.5802,-13.185,-299.3961,-19.353,22.6419,47.9346,25.0659,15.1647,304.6372,24.5941
ASN00066158,12687.3333,1708,2074.3333,1461,1800.3333,0,985,-9.3072,-4.704,-10.37,-14.264,-452.8604,-21.3961,20.5682,40.561,22.85,14.6362,455.9547,24.4905
ASN00066160,12799.6667,1479.3333,1853,1248.3333,1707,0,831.3333,-8.8189,-3.902,-9.9082,-14.2527,-391.1446,-22.3086,23.4942,48.2729,26.0224,16.0742,396.1795,27.3435
ASN00067015,11077.6667,973.6667,1263.6667,797,1328,0,584.3333,-7.4357,-2.6771,-8.4994,-12.2971,-246.5559,-20.7319,24.5811,48.7194,27.1016,16.4296,253.9416,28.1177
ASN00067018,7858,812.6667,1089.3333,682.6667,1051.3333,0,496.6667,-6.9794,-2.6354,-7.932,-11.9802,-315.0485,-19.2677,22.8925,47.4786,25.2841,15.0402,321.3219,25.5411
ASN00067019,15325.3333,1882,2464,1608,2155,0,1061.6667,-6.3442,-2.8686,-7.1186,-10.4827,-324.4475,-16.628,17.4567,36.3737,19.3469,11.6291,328.0854,20.2659
ASN00067021,14698,1955,2473.6667,1675,2186,0,1103.3333,-5.5799,-2.4988,-6.2465,-9.3755,-345.3589,-14.7776,15.4907,33.9296,17.183,10.1249,348.3987,17.8173
ASN00067031,8574.3333,839.6667,1081.3333,699.3333,1110,0,520.3333,-6.6438,-2.395,-7.5882,-11.257,-280.3681,-18.62,22.4885,45.2476,24.8054,14.8424,287.0184,25.2703
ASN00067052,7282.6667,811.3333,1079.6667,685.3333,930,0,483,-8.8953,-4.0606,-10.0128,-14.1942,-309.2545,-21.4626,23.3395,45.2006,25.8307,16.368,314.4959,26.704
ASN00068000,8657.6667,1070.6667,1324.6667,919.6667,1246.3333,0,648.6667,-7.7619,-3.078,-8.8083,-13.3333,-398.6736,-21.2541,24.8556,50.3832,27.4608,16.5019,405.3235,27.904
ASN00068003,10588.3333,1277,1611.6667,1093,1434.3333,0,746.6667,-9.4718,-3.9137,-10.7256,-15.8605,-430.6015,-24.8401,27.8897,55.2778,30.8186,19.3157,437.7974,32.036
ASN00068007,11317,1087.3333,1444.3333,906.3333,1369.6667,0,644.3333,-7.051,-2.7909,-8.0205,-11.6674,-237.584,-18.8761,21.634,41.8723,23.8758,14.8867,243.6442,24.9362
ASN00068008,9548.6667,1068.3333,1343.3333,915.3333,1221.3333,0,638.6667,-7.9553,-3.3742,-9.0279,-13.058,-279.606,-20.43,23.1397,43.5193,25.5482,16.3092,285.8405,26.6645
ASN00068009,8485.6667,987.6667,1209.3333,841.3333,1128.6667,0,595.6667,-9.5248,-4.4159,-10.7376,-14.8358,-344.5994,-22.9731,24.8341,46.3671,27.4679,17.4525,350.3893,28.7629
ASN00068013,9687,977,1334.6667,831.6667,1281,0,590.6667,-6.3119,-2.3595,-7.1696,-11.0113,-284.4601,-17.7747,20.8801,44.1263,23.0666,13.709,290.1255,23.44
ASN00068014,7128.3333,702.3333,962.3333,592.3333,940.6667,0,428.6667,-6.1302,-2.31,-6.9693,-10.4939,-242.2655,-17.2312,20.782,43.8735,22.9559,13.2226,247.9749,22.9406
ASN00068016,11886.6667,1546.3333,1942.3333,1344.6667,1655.3333,0,901.3333,-7.7066,-3.6109,-8.6314,-12.4315,-311.787,-18.9903,19.5831,39.4979,21.7134,13.5406,315.5879,22.7912
ASN00068022,7641,857.3333,1104.3333,728.6667,1023.3333,0,525.6667,-8.8278,-3.3634,-10.0418,-14.9783,-368.8529,-23.9462,28.4355,57.2291,31.3932,19.0106,376.7791,31.8724
ASN00068024,14309.6667,1785,2261,1526.6667,1937,0,997.3333,-9.8026,-4.5142,-11.0326,-15.6726,-376.0256,-24.3245,25.3528,48.4752,28.0585,18.0419,381.6901,29.989
ASN00068027,11044,1254.3333,1620,1062.3333,1462.3333,0,717.6667,-9.7156,-4.0662,-10.9681,-16.0929,-408.9619,-25.452,28.1162,57.6802,31.0991,19.0357,415.7691,32.2592
ASN00068028,9235,984.6667,1198.3333,844.3333,1185.3333,0.3333,584.3333,-11.6646,-4.7429,-13.2746,-18.8145,-369.5458,-30.3441,35.0291,65.7336,38.6465,24.2477,379.4618,40.2602
ASN00068033,7131,718.6667,935,601.3333,860,0,441,-7.6706,-3.0646,-8.7416,-12.4801,-272.8872,-19.2409,22.4976,41.9671,24.804,16.2722,279.438,25.7917
ASN00068034,14427.6667,1728,2192,1460.6667,1896.6667,0,958,-8.3968,-4.0167,-9.3955,-13.2521,-344.4768,-20.0977,19.9942,39.866,22.1739,14.2997,348.1618,23.7827
ASN00068036,9229.3333,1239.6667,1503,1078.3333,1269,0.3333,748,-9.1082,-4.2341,-10.2645,-14.7372,-353.0882,-22.1022,23.7595,44.0226,26.2828,17.1782,358.5818,27.5958
ASN00068038,12966,1587.3333,2053,1341.6667,1768.6667,0,886.3333,-8.885,-4.1453,-9.952,-14.2752,-380.5384,-21.9935,22.5811,45.9474,25.0367,15.5682,384.9322,26.3873
ASN00068043,8208.6667,776.3333,1034.3333,638,1042.3333,0,471.3333,-6.9875,-2.6053,-7.9584,-11.744,-264.3597,-19.28,23.0086,46.8782,25.3959,15.1135,270.8921,25.8125
ASN00068044,12346,1382.3333,1779.3333,1162.6667,1656,0,793.6667,-6.8873,-2.9922,-7.7615,-11.3107,-302.2719,-17.9733,19.506,39.4888,21.5866,13.1538,306.8089,22.5103
ASN00068045,16468,1947.3333,2508,1681,2165.6667,0,1138.3333,-6.4348,-2.9153,-7.2319,-10.3091,-261.3858,-16.2926,16.8484,33.569,18.6579,11.6792,265.0168,19.9236
ASN00068048,11011.6667,1262.6667,1633.3333,1066.6667,1512,0,745,-7.5011,-3.0327,-8.4978,-12.6716,-335.8795,-20.3371,23.0995,46.6958,25.5286,15.4748,341.8815,26.3391
ASN00068052,11382,1266.6667,1659.3333,1070.6667,1567.3333,0,736,-6.1969,-2.4602,-7.0117,-10.5931,-308.7292,-17.036,19.3124,40.7453,21.3534,12.756,313.6303,21.9371
ASN00068054,11985.6667,1620.3333,1959.6667,1409.6667,1652,0,915.6667,-10.3773,-4.9098,-11.6628,-16.4267,-430.9403,-25.0151,25.9035,48.5189,28.6796,18.6377,436.4801,30.5548
ASN00068069,7589.6667,840,1112.3333,718,1022.6667,0,494,-9.0732,-3.6785,-10.269,-15.5586,-388.5201,-24.3879,28.3259,58.839,31.317,18.7748,395.7455,31.6133
ASN00069001,8286.6667,1062.3333,1327,916.6667,1178,0,653.6667,-7.0256,-2.9294,-7.9537,-11.8087,-353.9008,-18.318,20.9025,41.4807,23.1009,14.3386,359.2675,23.6846
ASN00069002,11938.6667,1556,1975.6667,1343.3333,1753,0,922,-6.2788,-2.5427,-7.0952,-11.1037,-369.4046,-17.8347,20.295,43.5517,22.4535,13.1322,374.4299,22.86
ASN00069003,10751,1313.3333,1701.6667,1123,1605.6667,0,774.6667,-6.1513,-2.3998,-6.969,-11.0663,-354.4469,-18.3623,21.6287,46.9119,23.921,13.3719,360.0455,23.9608
ASN00069006,11342.6667,1333.6667,1728.3333,1140.6667,1630.6667,0,807,-6.0538,-2.4385,-6.8404,-10.3396,-342.0011,-16.7874,18.9996,40.7277,21.0178,12.2843,346.6961,21.4824
ASN00069010,12673.3333,1386,1873.6667,1169.3333,1758.3333,0,836,-5.308,-2.1247,-5.9908,-9.183,-261.6444,-15.1125,17.0554,37.6691,18.8762,10.7639,265.767,19.235
ASN00069013,8576.3333,941.6667,1221,799.3333,1300,0,597.6667,-5.6974,-1.7537,-6.5253,-10.3366,-392.1215,-17.9517,22.6355,51.0697,24.9794,13.7333,398.9036,24.7337
ASN00069014,8702.6667,1015.6667,1323,872.3333,1221.6667,0,635.3333,-7.0165,-2.5843,-7.9834,-12.5789,-379.0648,-19.9813,23.9024,50.2199,26.3969,15.8195,385.7168,26.6333
ASN00069015,14232,1782.3333,2274.3333,1536,2019.6667,0,1059.3333,-6.1257,-2.5457,-6.911,-10.443,-331.9458,-16.7569,18.4269,38.6558,20.3903,12.22,336.3538,21.1649
ASN00069016,12111.3333,1343.3333,1714,1151,1588,0,808,-9.2577,-3.7963,-10.487,-15.148,-374.7716,-24.3586,27.1354,53.7455,29.9804,18.5934,381.825,31.4121
ASN00069018,17122,2415.6667,2996,2088,2540.6667,0,1384.3333,-6.7258,-3.1317,-7.5243,-11.017,-405.534,-17.131,17.3552,35.8557,19.2527,11.8288,408.8003,20.3972
ASN00069022,11361,1633.6667,2029.3333,1414,1705.3333,0,971.6667,-6.095,-2.8857,-6.7989,-9.7789,-384.8299,-14.9474,15.1436,32.1637,16.8174,10.1637,387.3807,17.4981
ASN00069023,6015.6667,710.6667,894.6667,612.6667,895,0,455.3333,-7.8383,-2.8107,-8.9176,-13.684,-439.727,-22.131,27.1602,58.8743,29.999,17.2887,447.261,29.665
ASN00069024,6484.6667,686.6667,849.6667,583.3333,898,0,443,-6.5155,-2.027,-7.4839,-11.2484,-295.0089,-19.028,24.2386,51.0878,26.7131,15.518,302.6418,26.6609
ASN00069029,13282.6667,1411.3333,1889.3333,1185,1761.3333,0,810.6667,-6.697,-2.9081,-7.5427,-11.0225,-258.4298,-17.6873,19.1393,39.4423,21.186,12.7379,262.827,22.0844
ASN00069036,10461.3333,1345.6667,1634.6667,1156.6667,1516.6667,0,811.6667,-7.4278,-2.9097,-8.4278,-12.7425,-452.8322,-20.172,23.1571,47.3804,25.5811,15.7507,459.0206,26.3604
ASN00069049,9453.6667,1009.3333,1314,848.3333,1292.6667,0,603,-5.5578,-2.2752,-6.2667,-9.4844,-237.0678,-15.4702,17.6432,38.3489,19.5317,11.0333,241.2508,19.6532
ASN00069055,7381,798.6667,1042.3333,676,980.6667,0.6667,497.3333,-5.3735,-2.1802,-6.0652,-9.0791,-219.1771,-14.2654,16.3492,34.8306,18.0894,10.6884,223.128,18.2163
ASN00069062,6591.6667,668.6667,903.6667,561,835.3333,0,423,-6.7718,-2.5581,-7.6982,-11.4253,-271.4899,-17.8403,21.1625,43.1362,23.3633,14.4321,277.3427,23.6931
ASN00069066,7951,816.3333,1007.3333,702,1033.3333,0,516.6667,-8.3217,-2.9214,-9.5474,-13.4618,-314.1643,-22.0857,26.8139,51.0586,29.5217,18.7151,322.7274,30.6488
ASN00069107,7861.3333,802.6667,999.6667,684.6667,1025.6667,0,515.6667,-6.6498,-2.2945,-7.6341,-11.0506,-280.4046,-18.2689,22.4901,43.5898,24.7681,15.3352,287.5781,25.4424
ASN00070005,14507.6667,1627,2091.3333,1367,1961.6667,0.6667,951,-4.5948,-1.8903,-5.1913,-7.551,-216.0169,-12.4211,13.6503,28.3,15.0963,9.0191,219.3819,15.7861
ASN00070009,12803.6667,1109.6667,1471.6667,919,1522.6667,0,673.3333,-5.3138,-1.9223,-6.0656,-8.8108,-182.8137,-14.6598,17.0434,34.0496,18.7946,11.6141,187.8486,19.6947
ASN00070011,10403.3333,714.3333,970.6667,577,1215.3333,0,449.3333,-6.2416,-2.2348,-7.116,-10.0425,-189.754,-17.1633,20.1608,41.3168,22.2422,13.1806,195.5874,22.9967
ASN00070012,12786.3333,1196.6667,1634.6667,990,1638,0,719,-5.4592,-2.138,-6.1879,-9.1254,-218.0176,-15.0971,17.1122,35.6809,18.9105,11.224,222.5048,19.5843
ASN00070016,8730.6667,657,1017.3333,526,1119.3333,0,387.6667,-6.2918,-2.3789,-7.1086,-10.9463,-216.1846,-18.9435,22.5239,52.7911,24.9331,12.955,221.7492,24.5081
ASN00070020,10884.3333,1080,1423,919,1353.6667,1,665.6667,-5.9135,-2.5054,-6.681,-9.2385,-197.1359,-14.5475,15.7046,30.88,17.3573,11.1218,200.9962,18.4077
ASN00070021,10083.6667,567.3333,786.6667,446.3333,917.3333,0,330.3333,-7.8004,-3.0073,-8.8826,-12.1106,-146.2898,-19.8398,22.6079,43.2711,24.9299,15.8434,152.7912,26.3412
ASN00070023,10566,978.3333,1395.6667,823.6667,1450,0,614,-3.9779,-1.378,-4.5276,-6.9427,-190.1839,-11.9061,14.2758,31.7696,15.7696,8.8087,194.1579,15.8801
ASN00070025,11777,657,1021.3333,503.3333,1159.6667,0,388.3333,-7.6537,-2.9286,-8.6929,-12.3823,-169.3581,-20.3095,22.99,46.3872,25.3815,15.6391,175.6348,26.5862
ASN00070026,10400,945,1272,788.6667,1307.3333,0,611,-4.5771,-1.7259,-5.1966,-7.4535,-179.7493,-12.2155,13.9724,28.934,15.4295,9.3665,183.5329,15.999
ASN00070027,15536.3333,1571,2080,1301.3333,2033,0,924.3333,-4.3464,-1.8025,-4.9012,-7.0768,-185.2469,-11.6656,12.6167,26.5292,13.961,8.2946,188.2278,14.6465
ASN00070028,10355.6667,566.3333,854.6667,435.3333,1020.6667,0,338,-7.2567,-2.7744,-8.2589,-11.309,-165.934,-18.5382,21.0672,41.0523,23.2359,14.6999,171.9298,24.5341
ASN00070032,13016.6667,866.6667,1296.6667,679.6667,1391,0,519,-8.039,-3.1144,-9.117,-13.015,-200.7008,-21.6923,24.3801,50.0572,26.9314,16.1962,207.172,28.1636
ASN00070035,11147.3333,786.6667,1090.6667,640,1309.6667,0,492.3333,-6.1802,-2.1593,-7.043,-9.9709,-195.4252,-17.0987,19.989,41.8801,22.0558,13.0248,201.1678,22.8414
ASN00070037,10872,985,1378.6667,798,1330.6667,0,578.3333,-5.2732,-2.069,-5.9671,-8.8605,-180.2514,-14.5698,16.6127,35.4494,18.369,10.7104,184.4737,18.792
ASN00070043,9137.6667,458.3333,552.6667,355.6667,833,0,277.3333,-7.5233,-2.4488,-8.6833,-11.5884,-145.673,-19.5021,23.7941,43.6201,26.14,17.2665,153.9993,27.8284
ASN00070045,10842,710.6667,1054.6667,561,1246.3333,0,438,-6.8847,-2.4931,-7.8335,-11.1314,-197.5671,-18.8853,21.929,45.8685,24.206,14.3112,203.7129,25.0311
ASN00070049,3950.3333,202.3333,234.3333,155.3333,375,0,137.3333,-8.1739,-2.9035,-9.3876,-12.2939,-174.9703,-19.3786,24.0958,43.9614,26.4946,17.6303,182.9531,27.3614
ASN00070054,8813.6667,878.6667,1188.3333,749.6667,1193.3333,0,557.3333,-4.1334,-1.5272,-4.6934,-7.176,-185.6176,-11.9708,14.2825,31.0336,15.7841,8.9136,189.4581,15.8113
ASN00070055,9812.3333,628.3333,816.3333,510,975,0,398,-6.7984,-2.3874,-7.7932,-10.6339,-144.7163,-17.6887,20.919,39.8535,23.0273,14.8078,151.3769,24.3492
ASN00070057,8872.6667,818,1101,675,1073.6667,0.3333,493.3333,-7.445,-2.7429,-8.516,-12.3865,-274.8448,-19.9503,23.8163,45.6328,26.245,16.6314,282.1213,27.2268
ASN00070059,8847.6667,632.6667,980,507.6667,1089.3333,0,402.6667,-6.1015,-2.2469,-6.9209,-10.1838,-216.7329,-17.2472,20.3264,44.7349,22.4656,12.619,222.1155,22.6298
ASN00070060,8891.3333,738,979.6667,606.6667,1022,0,450.3333,-6.3987,-2.3529,-7.3112,-10.5398,-187.2191,-17.3452,20.6965,40.3542,22.8173,14.0447,193.4222,23.5483
ASN00070061,7487.6667,751.3333,937.6667,626,944.6667,0,461.3333,-7.9848,-3.1104,-9.0808,-12.8698,-316.0944,-20.2011,23.3996,45.5154,25.8171,16.4797,322.6555,26.7622
ASN00070063,7870,728,953,597.6667,934.6667,0.3333,433.6667,-6.2786,-2.2843,-7.1601,-10.6195,-210.854,-16.9679,20.2722,40.9002,22.3631,13.8111,216.7461,22.86
ASN00070064,10735,712.3333,1022.3333,574,1217.6667,0,445,-6.38,-2.0972,-7.3062,-10.5197,-193.8402,-18.2144,21.952,45.4324,24.1977,14.3051,200.5723,24.9465
ASN00070067,12127,1254,1708.6667,1055.3333,1562.6667,0,724.6667,-4.8187,-1.9425,-5.4564,-8.2838,-185.2175,-13.6011,15.5381,32.2542,17.1794,10.0382,189.2132,17.5968
ASN00070071,9826,566.3333,686.6667,451.6667,903.3333,0,342,-7.7142,-2.9,-8.8209,-11.7891,-136.7969,-19.3333,22.3365,41.2568,24.594,16.1327,143.7102,26.2466
ASN00070072,10140.3333,577.6667,850.6667,442.6667,1118.6667,0,355,-6.3112,-1.934,-7.2503,-10.5273,-169.7668,-18.6855,23.1034,48.6057,25.4573,14.6814,177.0805,25.9991
ASN00070080,15575.3333,1297.3333,1894,1062,1881.6667,0,754.6667,-6.1628,-2.5854,-6.9395,-9.8655,-205.2893,-16.2506,17.3375,36.5843,19.1917,11.4146,209.2448,20.2061
ASN00070084,9426.6667,843.6667,1153,694,1175.3333,0,526.3333,-4.4183,-1.616,-5.0299,-7.3085,-165.0495,-12.2969,14.5356,30.2906,16.0459,9.3978,169.1458,16.3931
ASN00070088,8918,507,656,407.3333,853.6667,0,317.6667,-7.2783,-2.6737,-8.3221,-11.1699,-144.6404,-18.7262,22.0036,41.7671,24.238,15.2592,151.3887,25.4745
ASN00070091,10310.6667,663,945.6667,514,1105,0,410.3333,-6.4057,-2.3751,-7.2777,-10.3117,-163.1525,-17.0069,19.4798,40.2902,21.5058,13.0769,168.4949,22.3493
ASN00070097,8101,513,871,406.3333,927.3333,0,326.3333,-5.8157,-2.2705,-6.5596,-9.7741,-149.3045,-16.2827,18.86,42.9599,20.8786,11.4317,153.8088,20.787
ASN00070098,6076.6667,536,681,427.3333,757.3333,0,342.3333,-4.9406,-1.6597,-5.6497,-8.1373,-177.9673,-13.5026,16.6925,34.5936,18.4053,10.9231,182.9946,18.5299
ASN00070105,8242.6667,656.6667,971.6667,540,942.6667,0,418,-5.8503,-2.2504,-6.6293,-9.8038,-173.9177,-15.7477,18.2671,38.6195,20.1881,12.0211,178.6849,20.5149
ASN00070106,11928.6667,1527.6667,1896.3333,1303.6667,1732,0,904.3333,-5.4593,-2.3577,-6.1616,-9.1079,-312.792,-14.309,15.6982,31.3538,17.3645,10.736,316.5728,18.0898
ASN00070107,11624.3333,1111.3333,1439.3333,914,1415.3333,0,676.6667,-4.8834,-2.0851,-5.5109,-7.6476,-170.6085,-12.192,13.1144,26.0514,14.5017,9.0922,173.7497,15.3332
ASN00070112,5604,288.3333,347.6667,231.3333,524.3333,0,190.6667,-7.3895,-2.5455,-8.4806,-11.455,-137.9759,-18.6254,22.8968,43.3147,25.1963,16.1676,145.3871,26.0366
ASN00070131,9883,657.6667,912.6667,532,1012.6667,0,415.3333,-7.2008,-2.78,-8.1837,-11.3578,-165.875,-18.6281,21.2281,42.1294,23.4278,14.5165,171.7509,24.504
ASN00070171,6226.6667,293,378.3333,215.3333,515.3333,0,179.3333,-8.6752,-3.0792,-9.9399,-13.5403,-137.3455,-21.6743,26.1655,49.3594,28.8013,18.7828,145.6499,29.9787
ASN00070172,5008.3333,346,478.6667,276.6667,560.6667,0,235.3333,-7.6226,-2.9315,-8.6508,-12.1026,-184.8776,-19.4909,23.2203,47.3494,25.6451,15.2244,191.1183,25.7316
ASN00070220,9262.6667,518.3333,759.6667,411,1001.3333,0,329.3333,-6.3174,-2.1836,-7.2201,-10.076,-156.022,-17.2356,20.5623,41.7122,22.6688,13.5675,162.2018,23.4154
ASN00071000,13405.6667,814.3333,1225,631.6667,1383.3333,0,471.3333,-6.0829,-2.2883,-6.9148,-9.6604,-144.0372,-16.289,18.3786,37.2812,20.2853,12.355,149.132,21.3838
ASN00071005,8511,695,922,581,1039.3333,0,460.3333,-4.8251,-1.5039,-5.5506,-7.9655,-167.6412,-13.888,17.3463,35.1975,19.1029,11.2768,173.255,19.5018
ASN00071010,12702,669.3333,940.6667,502.6667,1014.6667,0,341,-13.2763,-5.938,-15.0156,-19.8709,-209.2451,-31.2815,32.8467,59.2031,36.2709,24.3908,217.5276,39.5641
ASN00071014,8408.6667,627.6667,800,520.6667,844.3333,0,396.3333,-6.6387,-2.4661,-7.6108,-10.3847,-145.6811,-16.4879,19.4343,35.3425,21.3811,14.4742,151.9472,22.754
ASN00071021,8454.3333,564.3333,689,463.3333,821,0,353,-5.9919,-1.8599,-6.9545,-9.5639,-128.5651,-15.8495,19.9843,35.6959,21.9298,14.7768,135.9729,23.2574
ASN00071038,2208,150.6667,202,120.6667,224.6667,0,99,-5.9792,-1.8241,-6.9279,-9.5751,-140.5518,-14.0899,19.0765,34.6348,20.9327,14.5669,147.57,21.1081
ASN00072000,12699.3333,696,1003.6667,549,1186.6667,0,416.3333,-7.9456,-3.1101,-9.0408,-12.338,-165.6884,-20.4942,22.9806,43.9564,25.3477,16.0118,172.2025,27.0083
ASN00072001,9185.6667,549,798.3333,430,946.6667,0,354,-6.8767,-2.532,-7.8274,-10.9628,-170.9813,-17.8518,20.6165,41.5094,22.7437,14.1937,176.8394,23.7099
ASN00072004,11347.3333,583,903.6667,443.3333,982,0,331.3333,-11.9126,-4.672,-13.5878,-18.687,-229.2053,-30.2094,34.2993,63.3602,37.7976,24.7886,239.3782,40.3822
ASN00072008,8996.6667,491.3333,696,385,914.3333,0,307.6667,-6.8093,-2.3541,-7.7891,-10.6872,-158.0563,-18.0068,21.3799,42.3,23.5559,14.5721,164.6126,24.5631
ASN00072012,8429.6667,391,478.6667,305.6667,687.3333,0,230.6667,-9.081,-3.4948,-10.4077,-13.5483,-149.388,-21.6245,25.066,43.8406,27.5621,19.0877,157.5388,29.7753
ASN00072019,8150.6667,414,444,317.6667,649,0,241,-7.6889,-2.7961,-8.8857,-11.3283,-125.7084,-18.0591,21.6675,36.2776,23.7571,17.3314,133.7054,26.0561
ASN00072022,9901.3333,509.6667,793,388,962,0,309.3333,-7.006,-2.4644,-8.0098,-11.1528,-151.9712,-18.6165,21.9292,43.1986,24.1647,15.0731,158.6422,25.2875
ASN00072024,8928,507,718,396.6667,854,0,319.3333,-7.5296,-2.9339,-8.5488,-11.724,-153.3398,-18.8746,21.3267,41.9785,23.538,14.8735,159.1511,24.686
ASN00072042,11792.6667,634,929.3333,477.3333,1154.6667,0,369,-7.0592,-2.4819,-8.0693,-11.219,-153.3272,-19.0537,22.2444,44.2148,24.515,15.1449,160.0679,25.7944
ASN00072043,13934.6667,695.3333,1193.6667,506.6667,1309.3333,0,379.3333,-8.9323,-3.5783,-10.1145,-14.1038,-182.0734,-23.2271,25.4304,51.2315,28.0951,17.3598,188.64,29.7936
ASN00072044,14441,869,1322.3333,696.3333,1422.6667,0,522.6667,-7.615,-3.0594,-8.6256,-12.0026,-169.0803,-19.7524,21.5719,42.976,23.8288,14.8273,174.688,25.3601
ASN00072049,8557.6667,388.3333,442.6667,303.6667,646.3333,0,221.6667,-9.0135,-3.3405,-10.3782,-13.3336,-134.5814,-21.2693,25.0492,42.6823,27.4978,19.6866,143.355,30.0429
ASN00072050,9404.3333,441.3333,619.6667,342.3333,761,0,260.3333,-8.1604,-3.0393,-9.3477,-12.6092,-135.9387,-20.0689,23.281,42.0945,25.6136,17.4995,143.3866,27.5168
ASN00072074,4267.6667,216.3333,364,156.3333,413,0,135,-8.9426,-3.7021,-10.1048,-13.6039,-163.0919,-20.9676,23.9601,47.5788,26.4814,16.4813,169.0043,26.88
ASN00072075,2751.3333,147,159.6667,114.3333,203.6667,0,98.6667,-9.8568,-3.7846,-11.3527,-14.8261,-148.2487,-21.4526,27.0554,45.0939,29.6919,21.8368,157.8064,31.0103
ASN00072141,7377.3333,375,571,283.6667,650,0,224.6667,-10.4642,-4.6402,-11.7729,-15.5858,-176.6493,-23.8446,25.1074,49.0312,27.7809,18.0377,182.149,29.3444
ASN00072151,8548.6667,533,788.3333,436.6667,939.6667,0,359.3333,-5.7019,-1.9786,-6.502,-9.378,-153.2876,-15.5165,18.4551,38.5695,20.3594,12.2672,158.6428,20.8717
ASN00073000,8239,514,706.6667,410,997.6667,0,347.3333,-5.3676,-1.4856,-6.1774,-8.9957,-177.7793,-16.168,20.5204,45.2321,22.6087,12.7285,184.3671,22.7558
ASN00073005,7096.3333,341.3333,369.6667,272,600,0,219,-7.9327,-2.6792,-9.1675,-11.8218,-138.5531,-19.585,24.143,42.3524,26.4991,18.0167,147.2519,28.2838
ASN00073007,12382.3333,727.3333,1234,550,1282.3333,0,398.6667,-8.6652,-3.5523,-9.7782,-14.0723,-208.8718,-22.8841,25.0937,52.3917,27.7601,16.6252,214.8935,28.9058
ASN00073009,10181,691,1026.3333,546.3333,1160.6667,0,437.3333,-6.0696,-2.251,-6.8871,-9.8672,-186.4008,-16.1434,18.4306,38.9202,20.356,12.3328,191.3402,21.0829
