"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"pearson IV",3.77937192712538,-1.53882941248361,0.6403,6.2001,0.053,2.178,3.4117,4.2634,7.4404,8.8891,16.876
"pearson IV",3.74331868232694,-1.47086466793739,0.6292,6.2456,0.0523,2.2062,3.4144,4.3506,7.4752,9.1574,17.0582
"pearson IV",3.72041856685095,-1.44669461060106,0.6295,6.2961,0.0533,2.2177,3.4238,4.3903,7.5179,9.29,17.2283
"pearson IV",3.70724101487733,-1.44573180736555,0.635,6.3403,0.0531,2.2197,3.4347,4.4012,7.557,9.3366,17.364
"pearson IV",3.67721556762233,-1.40323591255536,0.6308,6.3988,0.0523,2.2395,3.4429,4.4661,7.603,9.5466,17.5667
"pearson IV",3.65244388695806,-1.36373548966367,0.6252,6.4439,0.0521,2.2581,3.4477,4.526,7.6365,9.7387,17.7251
"pearson IV",3.63317722458858,-1.3574220249448,0.6313,6.5091,0.0528,2.2633,3.4621,4.5491,7.6912,9.8287,17.9236
"pearson IV",3.61495980286505,-1.33840857957816,0.6315,6.557,0.0542,2.2736,3.4702,4.5848,7.7286,9.9509,18.0762
"pearson IV",3.60042784319725,-1.31837928576721,0.6294,6.5903,0.0511,2.2838,3.4745,4.6191,7.753,10.064,18.1851
"pearson IV",3.58797041349113,-1.32440909459908,0.638,6.6486,0.0522,2.2834,3.4888,4.6242,7.8021,10.0988,18.3521
"pearson IV",3.5652881366834,-1.29615439381078,0.6361,6.7078,0.0524,2.2986,3.4971,4.6762,7.8453,10.2739,18.5387
"pearson IV",3.5421724003274,-1.25692052577063,0.629,6.7568,0.0497,2.319,3.5008,4.7424,7.8769,10.4892,18.6992
"pearson IV",3.52898049403727,-1.25272866168409,0.6335,6.81,0.0498,2.3231,3.5114,4.7607,7.9182,10.5619,18.8527
"pearson IV",3.50974420473725,-1.2151549988382,0.6249,6.8469,0.0501,2.3429,3.5121,4.8238,7.9389,10.7653,18.9748
"pearson IV",3.50906737173908,-1.24443630297435,0.6394,6.8903,0.0519,2.3303,3.5269,4.791,7.979,10.6801,19.0828
"pearson IV",3.48659381606616,-1.21113994264603,0.6345,6.9508,0.0498,2.3491,3.5329,4.854,8.0179,10.8913,19.267
"pearson IV",3.47421442812122,-1.19807843454648,0.6344,6.9928,0.0502,2.3574,3.5388,4.8833,8.0466,10.9944,19.3887
"pearson IV",3.45989966343599,-1.1940365846809,0.6397,7.0589,0.0529,2.3621,3.5513,4.9046,8.0949,11.0809,19.5712
"pearson IV",3.4376710954865,-1.15020805940591,0.6288,7.1088,0.0474,2.3867,3.5518,4.9843,8.1202,11.3414,19.7245
"pearson IV",3.42383826948004,-1.13022935929336,0.6256,7.1522,0.0493,2.399,3.5558,5.0262,8.146,11.4846,19.8482
"pearson IV",3.41307675482123,-1.12809425046481,0.6301,7.2074,0.0495,2.4025,3.5659,5.0425,8.1851,11.5529,19.9961
"pearson IV",3.40532891642698,-1.12994323099777,0.6352,7.2533,0.049,2.4034,3.575,5.0501,8.2183,11.5912,20.1168
"pearson IV",3.39272096183826,-1.11839368780982,0.6358,7.3066,0.0485,2.4118,3.5822,5.0812,8.2522,11.7044,20.2604
"pearson IV",3.37683614969812,-1.08909190424252,0.6285,7.3518,0.0474,2.4297,3.5836,5.1403,8.2742,11.9024,20.3868
"pearson IV",3.37144012098503,-1.09830690877745,0.6365,7.3989,0.0468,2.4266,3.5943,5.1357,8.3096,11.9029,20.5056
"pearson IV",3.35617635235889,-1.07059540090384,0.6295,7.4455,0.0461,2.444,3.5959,5.1934,8.3319,12.0977,20.6323
"pearson IV",3.34487354490208,-1.05888421947882,0.6291,7.4959,0.0471,2.4527,3.6019,5.2252,8.3616,12.2131,20.763
"pearson IV",3.33678401231999,-1.05928717021318,0.6339,7.548,0.0479,2.4546,3.611,5.2364,8.3962,12.2645,20.8936
"pearson IV",3.32308895016555,-1.03994330067933,0.6305,7.6032,0.0464,2.468,3.6155,5.2829,8.4252,12.4281,21.0352
"pearson IV",3.31369660144439,-1.03207056278293,0.6312,7.6517,0.0473,2.4746,3.6215,5.308,8.4536,12.5221,21.1563
"pearson IV",3.30771149001084,-1.03125505422684,0.6341,7.6907,0.0468,2.4767,3.6278,5.3183,8.4783,12.5666,21.252
"pearson IV",3.29470841605915,-1.01469622441311,0.6318,7.7505,0.044,2.489,3.6332,5.3617,8.5094,12.7222,21.3994
"pearson IV",3.28196128721582,-0.995190625621704,0.6275,7.8047,0.0445,2.5028,3.6365,5.4098,8.5351,12.8913,21.5319
"pearson IV",3.27929537309566,-1.00813312674919,0.6368,7.8482,0.0478,2.4969,3.647,5.3956,8.5675,12.8595,21.6344
"pearson IV",3.26281038009748,-0.976064965774771,0.627,7.9089,0.0444,2.5188,3.6475,5.4691,8.5905,13.1115,21.7798
"pearson IV",3.25700011532521,-0.974161192234606,0.6292,7.949,0.0464,2.5216,3.6532,5.4816,8.6138,13.1638,21.8738
"pearson IV",3.25238169028424,-0.983134312615031,0.6375,8.002,0.0472,2.5183,3.6639,5.4762,8.6496,13.1625,21.9966
"pearson IV",3.24342169215018,-0.968878280238947,0.634,8.0437,0.0447,2.5288,3.666,5.5126,8.6677,13.2913,22.093
"pearson IV",3.23531904015364,-0.965449035384692,0.6367,8.1013,0.0439,2.5333,3.6736,5.5318,8.6998,13.3698,22.2246
"pearson IV",3.2239703388405,-0.947602141030133,0.6322,8.1574,0.0451,2.5467,3.6765,5.5788,8.7234,13.5371,22.3507
"pearson IV",3.22167028141068,-0.955137373091653,0.6384,8.192,0.0433,2.5434,3.6838,5.5714,8.747,13.5237,22.4288
"pearson IV",3.21028359795315,-0.940772081390954,0.6362,8.2581,0.0469,2.5551,3.6888,5.614,8.7771,13.6799,22.5748
"pearson IV",3.20374003987759,-0.935027053429047,0.6365,8.3024,0.0426,2.5605,3.6933,5.6349,8.7989,13.7601,22.6717
"pearson IV",3.19792488309694,-0.935125570150092,0.6402,8.3536,0.0445,2.5625,3.7005,5.6455,8.8273,13.8093,22.7837
"pearson IV",3.19168672171049,-0.929069574214518,0.6401,8.396,0.046,2.5681,3.7044,5.6666,8.8474,13.8898,22.8751
"pearson IV",3.18429047117289,-0.91909825333301,0.6381,8.4412,0.0459,2.5763,3.7074,5.6964,8.8665,13.999,22.9707
"pearson IV",3.17721931553353,-0.913665463014273,0.639,8.4945,0.0442,2.582,3.7128,5.7186,8.892,14.0862,23.0832
"pearson IV",3.16610108360276,-0.88797495414922,0.6287,8.5416,0.0448,2.6008,3.7106,5.7817,8.9022,14.3046,23.1763
"pearson IV",3.1604118842124,-0.89128406422073,0.6345,8.6038,0.0433,2.601,3.7198,5.7877,8.9367,14.3419,23.3076
"pearson IV",3.15159196269535,-0.870333156541921,0.6257,8.6421,0.0449,2.6166,3.7176,5.8399,8.9438,14.5226,23.3799
"pearson IV",3.14938138691825,-0.8828896692954,0.6358,8.6931,0.0439,2.6101,3.7284,5.8238,8.9778,14.4846,23.4897
"pearson IV",3.13809704419598,-0.858737334486796,0.6263,8.7508,0.042,2.6288,3.7273,5.8873,8.9919,14.7079,23.598
"pearson IV",3.13373136107507,-0.857244943619706,0.628,8.7922,0.0415,2.6314,3.7319,5.899,9.0117,14.7579,23.6813
"pearson IV",3.12951402427629,-0.860380482446635,0.633,8.8439,0.0435,2.6312,3.7394,5.9027,9.0394,14.7844,23.7865
"pearson IV",3.12226765374793,-0.855696471917443,0.6344,8.9098,0.0444,2.637,3.7457,5.9262,9.0687,14.8794,23.9156
"pearson IV",3.11670029599126,-0.849623351820745,0.6337,8.9553,0.0441,2.6429,3.749,5.9486,9.0868,14.9654,24.0024
"pearson IV",3.11377897052164,-0.855187446582131,0.6396,9.0014,0.0423,2.6407,3.7565,5.9454,9.1127,14.9676,24.0954
"beta",1.84313291973108,5.1125829935295,0.6709,3.0046,0.1447,0.6106,1.9225,0.6375,2.4179,0.6412,2.6855
"beta",1.93677686780039,5.53370733001037,0.6753,3.0457,0.1422,0.6309,1.9628,0.6621,2.5005,0.6668,2.8081
"beta",2.13998263838212,6.37809545355383,0.673,3.0994,0.1373,0.6735,2.0188,0.7149,2.6266,0.7225,3.0077
"beta",2.35983802277409,7.30089493278414,0.6666,3.14,0.1304,0.7152,2.0618,0.7684,2.7319,0.7799,3.1847
"beta",2.50627163176332,8.18998631476425,0.6759,3.1971,0.131,0.7367,2.112,0.7975,2.8413,0.8119,3.3631
"beta",2.72691152434982,9.42254772521555,0.677,3.2461,0.127,0.7688,2.157,0.8415,2.9498,0.861,3.5523
"beta",3.27584271467733,12.491252817139,0.664,3.3065,0.1182,0.8388,2.2155,0.9407,3.1131,0.9751,3.8647
"beta",3.54923588337237,14.5885965869948,0.6666,3.3511,0.1155,0.8648,2.2528,0.9799,3.2078,1.0223,4.0431
"beta",3.72657459227485,16.4140277284058,0.6738,3.3922,0.1146,0.878,2.2851,1.0009,3.2848,1.0484,4.1854
"beta",4.20260546859261,21.0940957278013,0.6741,3.4454,0.1124,0.9141,2.3282,1.0575,3.402,1.1194,4.4204
"beta",5.29445900585968,35.2867943897843,0.6646,3.5096,0.1079,0.9784,2.3804,1.1621,3.5614,1.2561,4.7657
"beta",5.2147170759365,36.5188013632316,0.6782,3.5403,0.1104,0.9696,2.4008,1.1493,3.6013,1.2403,4.8321
"beta",5.68284538567066,49.0807873724028,0.6837,3.5852,0.1072,0.9874,2.4331,1.1806,3.6871,1.2836,5.0102
"gamma",8.99990488635213,NA,0.6667,3.6667,0.0988,1.0782,2.4935,1.3396,3.8925,1.5112,5.4993
"gamma",8.61908811256522,154.961427287664,0.6812,3.6961,0.1021,1.0654,2.5121,1.319,3.9272,1.4827,5.5556
"betaprime",11.6810449561011,121.858314800495,0.6752,3.7406,0.0985,1.107,2.5425,1.3958,4.0305,1.5994,5.8088
"inverse gamma",41.1329460875019,NA,0.6562,3.8249,0.0919,1.2009,2.5971,1.5771,4.2331,1.8929,6.3384
"inverse gamma",40.0229936830243,NA,0.6662,3.8508,0.0931,1.1952,2.613,1.5682,4.2686,1.8805,6.4081
"inverse gamma",37.7033019969454,-54.1690386016853,0.6887,3.9106,0.0956,1.1827,2.6489,1.5485,4.3493,1.8534,6.5675
"pearson IV",15.2941651301598,-47.2978672746103,0.6763,3.9473,0.0917,1.2316,2.6705,1.6466,4.4415,2.0215,6.8292
"pearson IV",11.6223836833239,-20.8907325742883,0.6557,4.0091,0.0861,1.3116,2.7045,1.8139,4.5898,2.3244,7.2645
"pearson IV",11.037896283865,-19.0845562808565,0.6659,4.0555,0.0846,1.3165,2.7306,1.8281,4.662,2.3564,7.4367
"pearson IV",10.484151295654,-17.2054484514194,0.6713,4.0941,0.0867,1.3267,2.7517,1.853,4.7257,2.4075,7.5982
"pearson IV",9.38295004623476,-13.1687078263168,0.6644,4.1461,0.0841,1.3701,2.778,1.9501,4.8295,2.5984,7.9018
"pearson IV",8.66367935150862,-11.0831178504508,0.6657,4.2053,0.0823,1.3995,2.8079,2.0195,4.9333,2.7423,8.1916
"pearson IV",8.45994213057682,-10.766750872985,0.6759,4.2462,0.0835,1.3998,2.8294,2.0241,4.9919,2.7578,8.3341
"pearson IV",7.93453143685358,-9.34881687039742,0.6758,4.3,0.0813,1.4283,2.8551,2.0924,5.0853,2.9031,8.6045
"pearson IV",7.3925462584151,-7.90910670945887,0.6698,4.355,0.083,1.4686,2.8795,2.1888,5.1853,3.1099,8.914
"pearson IV",7.08601636812091,-7.17009157472849,0.6671,4.3945,0.0781,1.494,2.8967,2.2509,5.254,3.2471,9.126
"pearson IV",6.75402375479694,-6.49919828755781,0.6706,4.4591,0.0808,1.5185,2.9256,2.3145,5.3556,3.395,9.424
"pearson IV",6.59414011583431,-6.2543582604751,0.678,4.5066,0.0768,1.5263,2.9474,2.3378,5.4241,3.4545,9.6131
"pearson IV",6.29463338170201,-5.51897343043238,0.6665,4.5447,0.0751,1.5675,2.9605,2.4392,5.4955,3.6845,9.8666
"pearson IV",6.02991629038844,-4.98668931042682,0.6634,4.6036,0.0749,1.6007,2.9834,2.5255,5.5891,3.8902,10.1689
"pearson IV",5.93392732797191,-4.87942262338241,0.6711,4.6475,0.0737,1.6055,3.0026,2.542,5.649,3.9372,10.337
"pearson IV",5.80115330953337,-4.68417656889697,0.6766,4.6994,0.0754,1.6177,3.0241,2.5775,5.7221,4.0298,10.5544
"pearson IV",5.55141753803846,-4.14127099754754,0.6638,4.7525,0.0719,1.6657,3.0401,2.7017,5.8096,4.3299,10.8762
"pearson IV",5.4931939696651,-4.12429272404872,0.6749,4.7996,0.0725,1.6643,3.0605,2.7038,5.8693,4.346,11.038
"pearson IV",5.36733919392992,-3.9240380340023,0.6769,4.8534,0.0726,1.683,3.0802,2.7565,5.9441,4.4837,11.2784
"pearson IV",5.22736347382888,-3.6729384583421,0.6742,4.9067,0.0723,1.7101,3.0977,2.831,6.0199,4.675,11.5398
"pearson IV",5.15467786299996,-3.564158777548,0.6757,4.9438,0.0716,1.7222,3.1107,2.8661,6.0697,4.7691,11.7025
"pearson IV",4.97076884842571,-3.20239835485583,0.6634,5.0078,0.069,1.7706,3.1274,2.9978,6.1621,5.1082,12.056
"pearson IV",4.92155073526781,-3.15263380962377,0.6679,5.0462,0.0674,1.7768,3.1413,3.0186,6.21,5.1701,12.2057
"pearson IV",4.85798793470813,-3.10219391994039,0.6765,5.1043,0.0678,1.7828,3.1626,3.0411,6.281,5.2417,12.4223
"pearson IV",4.76052611926431,-2.91137231934676,0.6679,5.1442,0.068,1.8136,3.1716,3.1263,6.3355,5.4669,12.641
"pearson IV",4.70161782135768,-2.84445642352337,0.6719,5.1935,0.0647,1.8243,3.1878,3.1603,6.3954,5.5667,12.8378
"pearson IV",4.62355327813281,-2.71420380071318,0.6683,5.2403,0.0673,1.8476,3.2001,3.2276,6.4542,5.752,13.0578
"pearson IV",4.53789842813276,-2.57211806771439,0.6636,5.2948,0.0651,1.875,3.2137,3.3074,6.5211,5.9736,13.3122
"pearson IV",4.47124129861035,-2.48292490255972,0.6644,5.3519,0.0623,1.8932,3.2299,3.3633,6.5882,6.1358,13.5507
"pearson IV",4.42136715826392,-2.43573366865562,0.6695,5.4088,0.066,1.9032,3.2474,3.3969,6.6527,6.2407,13.7663
"pearson IV",4.37463869069796,-2.37227731079794,0.6697,5.4524,0.0643,1.9173,3.259,3.4405,6.7023,6.3687,13.9467
"pearson IV",4.34682709080773,-2.36386401261436,0.6771,5.4984,0.0654,1.9191,3.2742,3.4508,6.7525,6.4094,14.1037
"pearson IV",4.29053456940875,-2.28175217616558,0.6757,5.5517,0.064,1.9386,3.2871,3.5104,6.8117,6.5841,14.3269
"pearson IV",4.24302230242873,-2.21250836387184,0.6743,5.5987,0.0647,1.9559,3.2982,3.5636,6.863,6.7409,14.5227
"pearson IV",4.1835278948443,-2.10186689037364,0.6652,5.6428,0.0609,1.9851,3.3049,3.6495,6.9109,6.9868,14.7346
"pearson IV",4.16045203666668,-2.11055682426784,0.6763,5.6994,0.0623,1.9832,3.3234,3.6507,6.9696,7.0072,14.914
"pearson IV",4.10254924323177,-2.00563644848531,0.6675,5.7488,0.0601,2.0129,3.3309,3.7393,7.0207,7.2649,15.1405
"pearson IV",4.07500034578377,-1.99465786698856,0.6748,5.8047,0.0612,2.0167,3.3471,3.7565,7.0774,7.3293,15.3282
"pearson IV",4.04354793193517,-1.95359183238121,0.6746,5.8472,0.0619,2.0293,3.3565,3.7969,7.1198,7.4541,15.4913
"pearson IV",4.00910903360229,-1.90421293969499,0.6727,5.8916,0.06,2.0449,3.3653,3.846,7.1634,7.6044,15.6659
"pearson IV",3.96153180982545,-1.832758540574,0.6687,5.9529,0.0609,2.0684,3.3766,3.9197,7.2222,7.8296,15.9082
"pearson IV",3.93414290448837,-1.80746512894053,0.6716,6.0043,0.0597,2.0776,3.3888,3.9517,7.2712,7.9357,16.0874
"pearson IV",3.89813416296802,-1.75233353733434,0.6678,6.0538,0.0599,2.097,3.3971,4.0128,7.3167,8.1239,16.2802
"pearson IV",3.87022707019746,-1.7142098596436,0.6662,6.0981,0.0577,2.1111,3.4052,4.0583,7.357,8.2671,16.4444
"pearson IV",3.83412272270024,-1.6662178053637,0.6645,6.1591,0.0571,2.1295,3.4163,4.1183,7.4115,8.4579,16.6662
"pearson IV",3.8171172747612,-1.64539322834462,0.6642,6.1907,0.0566,2.1378,3.4223,4.146,7.4394,8.5473,16.7777
"pearson IV",3.79998656702042,-1.65692402750906,0.6761,6.2572,0.0589,2.1353,3.4411,4.1461,7.5006,8.5685,16.9739
"pearson IV",3.76582677945215,-1.59204312308272,0.6669,6.3005,0.0568,2.1606,3.4444,4.2244,7.5353,8.8085,17.1499
"pearson IV",3.75151979087573,-1.58831058038888,0.6719,6.3449,0.0556,2.1632,3.4552,4.237,7.5745,8.8591,17.2867
"pearson IV",3.72739968765806,-1.56222191442084,0.6728,6.3998,0.0579,2.1748,3.4656,4.2769,7.6207,8.9926,17.4694
"pearson IV",3.71429105182085,-1.56021849360038,0.6782,6.4445,0.0578,2.1769,3.4763,4.2878,7.6594,9.038,17.6039
"pearson IV",3.68000989515334,-1.50040691828076,0.6701,6.5012,0.0545,2.2025,3.4819,4.3691,7.7025,9.2943,17.8123
"pearson IV",3.66201432928909,-1.48764343846496,0.6734,6.5546,0.0568,2.2093,3.4927,4.395,7.7463,9.3876,17.9776
"pearson IV",3.64807755121496,-1.47369692279445,0.6743,6.5921,0.0577,2.2163,3.4995,4.4195,7.7762,9.4717,18.0962
"pearson IV",3.62179489638191,-1.42959821236506,0.6682,6.6426,0.0548,2.2366,3.5045,4.485,7.8127,9.6817,18.2715
"pearson IV",3.60538677656092,-1.42544813081622,0.6745,6.7052,0.0538,2.2404,3.5181,4.503,7.8633,9.7547,18.4542
"pearson IV",3.58963872281369,-1.40897335462272,0.6752,6.7507,0.0534,2.2491,3.5256,4.5336,7.8978,9.8601,18.5946
"pearson IV",3.57006610019133,-1.38778988690488,0.6756,6.8081,0.0566,2.2604,3.5348,4.5732,7.9405,9.9966,18.7704
"pearson IV",3.54532034823578,-1.33844457593141,0.6656,6.8524,0.0541,2.2843,3.536,4.6493,7.9675,10.2394,18.9251
"pearson IV",3.52779396615457,-1.31686305035022,0.6645,6.9035,0.0528,2.2962,3.5431,4.6901,8.0035,10.3787,19.0804
"pearson IV",3.51036206670478,-1.29635965803708,0.6638,6.9573,0.0535,2.3078,3.5506,4.7306,8.041,10.5182,19.2411
"pearson IV",3.50471030532196,-1.30984432703326,0.6733,7.0042,0.0536,2.303,3.5627,4.7211,8.0791,10.5039,19.362
"pearson IV",3.49489057948347,-1.30645430323482,0.6769,7.048,0.0533,2.3062,3.571,4.735,8.1114,10.5595,19.483
"pearson IV",3.47579565465823,-1.27212784524774,0.6703,7.0938,0.0525,2.3244,3.5738,4.7946,8.1386,10.7554,19.6264
"pearson IV",3.45984947071178,-1.26046155034844,0.6732,7.1594,0.0505,2.3325,3.5845,4.8256,8.1842,10.8705,19.8083
"pearson IV",3.44601011842769,-1.24091275108699,0.6709,7.2032,0.0511,2.3439,3.5891,4.8644,8.2116,11.0027,19.9352
"pearson IV",3.43809560424811,-1.24460627522878,0.6772,7.2524,0.0506,2.3437,3.5993,4.8689,8.2476,11.0316,20.0627
"pearson IV",3.41773388335272,-1.20909916862194,0.6702,7.3097,0.0515,2.364,3.6028,4.936,8.2797,11.2557,20.2306
"pearson IV",3.40959224038641,-1.20059130655136,0.6703,7.3426,0.0521,2.3696,3.6071,4.9563,8.3005,11.3285,20.3199
"pearson IV",3.39306825584779,-1.17568810387701,0.6664,7.3983,0.0502,2.3847,3.612,5.0079,8.3324,11.5054,20.4748
"pearson IV",3.38230292518809,-1.16572791840648,0.6672,7.4462,0.0509,2.3918,3.6184,5.0342,8.3624,11.6017,20.6014
"pearson IV",3.37308182714297,-1.16387612578692,0.6714,7.4996,0.0509,2.3948,3.6275,5.0484,8.398,11.6621,20.7374
"pearson IV",3.36795026892913,-1.16883491042769,0.6771,7.5404,0.0523,2.3936,3.6358,5.0487,8.4267,11.675,20.8374
"pearson IV",3.3477350983785,-1.134139182996,0.6698,7.6086,0.0521,2.4151,3.6397,5.1208,8.4614,11.921,21.0216
"pearson IV",3.33836702081212,-1.12583968426334,0.6706,7.6554,0.0488,2.4214,3.6457,5.1447,8.4892,12.0097,21.1398
"pearson IV",3.33061939814151,-1.12207333385246,0.6731,7.7004,0.0496,2.4252,3.6524,5.1605,8.5171,12.0726,21.2514
"pearson IV",3.31716314802994,-1.0995373282833,0.6682,7.7509,0.0511,2.4397,3.6553,5.2101,8.5418,12.2436,21.3815
"pearson IV",3.30376933581312,-1.08052239535376,0.6652,7.8091,0.0508,2.4528,3.66,5.2558,8.5717,12.4051,21.5271
"pearson IV",3.30170409295824,-1.09209654060449,0.6732,7.8459,0.0512,2.4475,3.6689,5.2428,8.5988,12.3749,21.6114
"pearson IV",3.28843928917311,-1.06784983732388,0.667,7.8956,0.0495,2.4634,3.6706,5.2965,8.6206,12.5594,21.7358
"pearson IV",3.27665871417848,-1.05526120702014,0.6667,7.9587,0.0492,2.4732,3.6772,5.3324,8.6542,12.6919,21.8868
"pearson IV",3.2726702754572,-1.06410322230659,0.6745,8.0066,0.0506,2.4697,3.687,5.326,8.6865,12.6854,21.996
"pearson IV",3.2598638467812,-1.03381531002233,0.6641,8.0448,0.0495,2.4892,3.6847,5.3898,8.6972,12.8996,22.0903
"pearson IV",3.25436733729159,-1.04433482800471,0.6739,8.1097,0.0495,2.4853,3.6974,5.3834,8.7398,12.8977,22.2367
"pearson IV",3.24222346747108,-1.02041932221269,0.6668,8.1582,0.0481,2.5016,3.6979,5.4383,8.7579,13.0869,22.3503
"pearson IV",3.24026817651512,-1.03231545832264,0.6754,8.1991,0.0485,2.4958,3.7073,5.4239,8.7867,13.0528,22.4407
"pearson IV",3.22729357289337,-1.0053691612063,0.6668,8.2504,0.0492,2.5142,3.7071,5.4858,8.8041,13.2655,22.5583
"pearson IV",3.22026489866059,-0.998503402918577,0.6669,8.2955,0.047,2.5202,3.7116,5.5082,8.8264,13.3503,22.6587
"pearson IV",3.21589016212989,-1.00980820082105,0.677,8.3581,0.0467,2.5154,3.7238,5.4986,8.8666,13.3371,22.795
"pearson IV",3.20326892163232,-0.9765978478631,0.6638,8.3966,0.0479,2.5377,3.7193,5.5715,8.8721,13.5827,22.8801
"pearson IV",3.19569612007868,-0.968885739043122,0.6637,8.4477,0.0449,2.5444,3.724,5.5971,8.8962,13.6797,22.9902
"pearson IV",3.19316366112325,-0.980893973646918,0.6732,8.498,0.0474,2.5386,3.7345,5.583,8.9294,13.6482,23.098
"pearson IV",3.18365180118242,-0.962702781018801,0.6675,8.5452,0.0456,2.552,3.7353,5.6288,8.9455,13.8095,23.1975
"pearson IV",3.17966623419151,-0.968045419321628,0.6736,8.5953,0.0475,2.5503,3.7436,5.6278,8.9748,13.8199,23.3034
"pearson IV",3.16985608244687,-0.950810659586452,0.6687,8.6498,0.0457,2.5634,3.7454,5.6735,8.9944,13.9832,23.4157
"pearson IV",3.16367049660534,-0.944648490670836,0.6686,8.6962,0.0493,2.5691,3.7494,5.6951,9.0151,14.0663,23.5108
"pearson IV",3.15651743387035,-0.936873141041724,0.6682,8.7492,0.0469,2.5762,3.7537,5.7215,9.038,14.1665,23.6185
"pearson IV",3.1476899361962,-0.92305219799839,0.6646,8.806,0.044,2.5874,3.7563,5.7614,9.0589,14.3119,23.7312
"pearson IV",3.14775580205466,-0.937290134676732,0.6744,8.8401,0.0477,2.5791,3.7653,5.738,9.0842,14.2446,23.8029
"pearson IV",3.14102375436667,-0.935733960692771,0.6779,8.9071,0.0462,2.5824,3.7731,5.7538,9.1167,14.3142,23.9368
"pearson IV",3.13379057701025,-0.919096326501109,0.6713,8.9428,0.0482,2.5948,3.7719,5.7958,9.1247,14.461,24.0041
"pearson IV",3.12802348803333,-0.913038703260943,0.6711,8.9902,0.0448,2.6006,3.7756,5.8176,9.1442,14.5451,24.0959
"beta",1.56023675696831,4.36387840736308,0.7136,3.0059,0.1624,0.5299,1.8959,0.5447,2.3268,0.5461,2.5316
"beta",1.68833959049988,4.828913455531,0.7081,3.0427,0.156,0.565,1.9394,0.5847,2.4211,0.5869,2.6705
"beta",1.89504897369305,5.67308148197946,0.705,3.1073,0.1484,0.615,2.0087,0.6438,2.573,0.648,2.9021
"beta",2.07175863369461,6.41819601896219,0.7001,3.149,0.1405,0.6535,2.0535,0.691,2.6786,0.6974,3.0727
"beta",2.2858418487208,7.47047320019919,0.7,3.2071,0.1377,0.6938,2.11,0.7422,2.8103,0.7522,3.2903
"beta",2.29981272446644,7.76045083845034,0.7129,3.2445,0.1386,0.6931,2.1389,0.7419,2.8653,0.7521,3.3733
"beta",2.57685742375255,9.25173505934887,0.7082,3.2969,0.1335,0.7388,2.1895,0.8024,2.9949,0.8181,3.6041
"beta",2.79217834148812,10.7147751360061,0.7115,3.3499,0.1314,0.768,2.2354,0.8428,3.1069,0.8635,3.8042
"beta",3.32684402941307,14.3154521825165,0.7,3.4088,0.1216,0.8329,2.2903,0.9352,3.2653,0.9704,4.1167
"beta",3.38319851989229,15.2657601459138,0.7099,3.4438,0.1225,0.8354,2.3159,0.94,3.3214,0.9766,4.2149
"beta",3.72477968434221,18.7437055520015,0.7117,3.4945,0.1207,0.8655,2.3564,0.9858,3.4296,1.0322,4.4286
"beta",4.19757619990082,24.7020528682624,0.7127,3.5499,0.1176,0.9005,2.3996,1.0407,3.5495,1.101,4.6742
"beta",5.00620291523635,37.9799801202025,0.7051,3.599,0.1136,0.9497,2.4388,1.1199,3.673,1.2036,4.9477
"beta",5.57053607061505,55.8598826653906,0.7102,3.6518,0.1129,0.9729,2.4762,1.1598,3.7755,1.2582,5.1646
"gamma",8.36091826227587,NA,0.6917,3.7176,0.1045,1.0563,2.5254,1.3043,3.9522,1.4626,5.5962
"gamma",8.00718249447737,NA,0.7068,3.7493,0.1058,1.0432,2.5448,1.2832,3.9886,1.4338,5.6552
"gamma",7.62466640181013,153.096316356689,0.7243,3.7869,0.1078,1.0281,2.5673,1.259,4.031,1.401,5.7239
"betaprime",11.880277655907,82.0251635893364,0.7141,3.8516,0.1027,1.091,2.6108,1.3736,4.1846,1.5729,6.109
"inverse gamma",37.4539056363413,NA,0.6913,3.9176,0.0951,1.1813,2.653,1.5463,4.3586,1.8504,6.5858
"inverse gamma",36.3448098294712,NA,0.703,3.9498,0.0975,1.1749,2.6718,1.5362,4.4012,1.8366,6.6707
"inverse gamma",34.7358868850279,-55.3650359087624,0.7211,4.0007,0.1013,1.1651,2.7011,1.521,4.4679,1.8158,6.8041
"pearson IV",16.2774070989573,-91.9069829553831,0.7227,4.0295,0.1001,1.1787,2.7178,1.549,4.5211,1.8644,6.9385
"pearson IV",11.0681269958615,-20.9930897578364,0.6963,4.1198,0.0904,1.2878,2.7672,1.7741,4.7361,2.2656,7.5696
"pearson IV",10.8914290910959,-20.9021648459602,0.708,4.1543,0.0929,1.2816,2.7861,1.7642,4.7812,2.2517,7.6658
"pearson IV",10.0404331278219,-17.1085860173916,0.7066,4.1964,0.0924,1.3079,2.8078,1.8225,4.8603,2.3638,7.8877
"pearson IV",9.07524151698686,-13.4936333916197,0.7055,4.2595,0.089,1.3444,2.8395,1.9052,4.975,2.5283,8.2127
