"distribution","shape1","shape2","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
"beta",0.208355334704509,0.951236692868406,1.5522,4.3028,0.7661,0.0052,2.7404,0.0052,2.7582,0.0052,2.7585
"beta",0.222445873473305,1.02291665799893,1.5496,4.3402,0.7419,0.0072,2.737,0.0072,2.7623,0.0072,2.7629
"beta",0.237042294315761,1.10287136480212,1.5511,4.3949,0.7176,0.0096,2.7552,0.0096,2.7911,0.0096,2.7923
"beta",0.253072500494076,1.19108056510217,1.551,4.4465,0.6896,0.0126,2.7725,0.0126,2.8222,0.0126,2.8243
"beta",0.267011273279786,1.27091910653422,1.552,4.4947,0.6706,0.0156,2.794,0.0156,2.8584,0.0156,2.8618
"beta",0.285562067958992,1.37590867605642,1.5501,4.5438,0.6455,0.0201,2.8134,0.0201,2.8993,0.0201,2.9052
"beta",0.306653208018281,1.49889567422541,1.548,4.598,0.6164,0.0258,2.8386,0.0258,2.953,0.0258,2.9628
"beta",0.323066785849165,1.59828327243007,1.547,4.6413,0.5978,0.0306,2.8616,0.0306,3.0013,0.0306,3.0154
"beta",0.336064413993387,1.68854944452364,1.5517,4.6987,0.5863,0.0345,2.8998,0.0345,3.0651,0.0345,3.0841
"beta",0.357604104632512,1.82407970858947,1.549,4.7467,0.5611,0.0415,2.9259,0.0415,3.1295,0.0415,3.1574
"beta",0.372356021662243,1.9291358764451,1.5518,4.799,0.5496,0.0464,2.9599,0.0464,3.1958,0.0464,3.2322
"beta",0.399716420397628,2.11457088428317,1.5492,4.859,0.5225,0.0561,2.9952,0.0561,3.2875,0.0561,3.3416
"beta",0.41690525726974,2.24250327418209,1.5503,4.9081,0.5116,0.0623,3.0265,0.0623,3.3593,0.0623,3.4279
"beta",0.442383735354058,2.42283987457864,1.546,4.951,0.4908,0.0719,3.0513,0.0719,3.4392,0.0719,3.5304
"beta",0.449606504269876,2.49350251580751,1.5509,4.9913,0.4862,0.0746,3.0785,0.0746,3.4907,0.0746,3.5924
"beta",0.477874815771356,2.71188556736801,1.548,5.0444,0.4684,0.0855,3.1102,0.0855,3.5887,0.0855,3.7231
"beta",0.502563021506881,2.91884987913258,1.5476,5.0986,0.4536,0.0951,3.1433,0.0951,3.6841,0.0951,3.8529
"beta",0.515365402107127,3.04829922908405,1.5519,5.1481,0.4463,0.1,3.1745,0.1,3.7561,0.1,3.9486
"beta",0.539377526022261,3.26005678982008,1.5501,5.1917,0.4349,0.1094,3.2,0.1095,3.8411,0.1095,4.0722
"beta",0.575515687901061,3.59796669569565,1.5477,5.2559,0.417,0.1237,3.2371,0.1237,3.9681,0.1237,4.264
"beta",0.587839484601282,3.73594757454679,1.5502,5.2932,0.4111,0.1285,3.2592,0.1285,4.0275,0.1285,4.3517
"beta",0.614040702852188,4.02444032037235,1.552,5.3546,0.4005,0.1387,3.2943,0.1387,4.135,0.1387,4.5183
"beta",0.640259205125039,4.30488529778598,1.5499,5.3945,0.3898,0.149,3.316,0.149,4.2195,0.149,4.6593
"beta",0.66482704090979,4.61232258835807,1.5522,5.4526,0.3798,0.1584,3.348,0.1584,4.3197,0.1584,4.8232
"beta",0.710761189584387,5.15565013346169,1.5469,5.508,0.3673,0.1761,3.3763,0.1762,4.4491,0.1762,5.0582
"beta",0.723743509269785,5.3541416633511,1.5494,5.5434,0.3642,0.1809,3.3951,0.181,4.5059,0.181,5.1551
"beta",0.76546629631659,5.92731310290284,1.5464,5.598,0.3517,0.1965,3.4223,0.1967,4.6244,0.1967,5.3794
"beta",0.773873806769028,6.11661920105107,1.5518,5.6402,0.3505,0.1995,3.4444,0.1997,4.6807,0.1997,5.4739
"beta",0.824178249076009,6.88942790328874,1.547,5.6948,0.3389,0.2179,3.47,0.2182,4.8071,0.2182,5.7297
"beta",0.843715248509776,7.30585673123598,1.5514,5.7484,0.3346,0.2247,3.4963,0.2251,4.889,0.2251,5.8823
"beta",0.895737610021606,8.27520357250469,1.5476,5.8046,0.3257,0.243,3.5215,0.2436,5.013,0.2436,6.1468
"beta",0.926204188411823,8.99388523016474,1.5498,5.8597,0.3183,0.2533,3.5468,0.2541,5.1068,0.2541,6.339
"beta",0.976145033442881,10.1434158732207,1.5461,5.9069,0.3096,0.27,3.5666,0.2711,5.2121,0.2712,6.5781
"beta",0.990073064174503,10.6308819163474,1.5501,5.9474,0.3073,0.2744,3.585,0.2756,5.2692,0.2756,6.6928
"beta",1.055058839601,12.5088632943574,1.5462,6.0072,0.3009,0.2952,3.609,0.297,5.3974,0.2971,6.9957
"beta",1.09717558446527,14.0655428668321,1.5466,6.0599,0.2915,0.3081,3.6306,0.3103,5.4918,0.3104,7.2143
"beta",1.10201709637046,14.487045304745,1.5514,6.0934,0.2916,0.3093,3.6454,0.3116,5.5306,0.3117,7.2901
"beta",1.16214585731318,17.0290578176035,1.5477,6.1404,0.2836,0.3273,3.6627,0.3303,5.6315,0.3304,7.5453
"beta",1.19646629980765,19.0869407516904,1.5501,6.1919,0.283,0.337,3.6831,0.3405,5.7123,0.3406,7.7351
"beta",1.23558438480645,21.8236929924693,1.5521,6.2446,0.2783,0.3478,3.7034,0.3519,5.7964,0.3521,7.9381
"beta",1.32396008288208,28.9248208220117,1.5463,6.2981,0.2696,0.3717,3.7211,0.3774,5.9144,0.3778,8.261
"beta",1.38464126724377,37.0494787417585,1.5467,6.3569,0.2643,0.3871,3.742,0.394,6.0132,0.3945,8.518
"beta",1.40272778950213,41.3945126692764,1.5507,6.397,0.2636,0.3913,3.7572,0.3986,6.0643,0.3991,8.6383
"beta",1.46662324046344,56.7992054839153,1.5489,6.4418,0.2599,0.4067,3.7718,0.4155,6.1467,0.4162,8.867
"beta",1.45296456861566,56.8228699360625,1.5567,6.4778,0.2598,0.4029,3.7866,0.4114,6.1739,0.412,8.9098
"gamma",1.68223307617987,NA,1.542,6.5667,0.2461,0.4541,3.81,0.4687,6.3783,0.4704,9.5389
"gamma",1.66740403464588,NA,1.5489,6.5984,0.2476,0.4505,3.8224,0.4647,6.4018,0.4663,9.5773
"gamma",1.65115138098889,199.765062588721,1.5565,6.6338,0.2508,0.4466,3.8363,0.4603,6.4281,0.4617,9.62
"betaprime",1.81682289765682,96.5483636696241,1.5502,6.7086,0.2422,0.4793,3.8565,0.4981,6.5696,0.5006,10.0573
"betaprime",1.91063523110934,65.0712760321796,1.5473,6.7483,0.2353,0.4962,3.867,0.5181,6.6418,0.5213,10.2838
"betaprime",2.00204935419606,49.5427281887969,1.5477,6.8038,0.2324,0.5114,3.8831,0.5365,6.7243,0.5405,10.53
"betaprime",2.03920695436653,44.6771988274413,1.5506,6.8425,0.2333,0.517,3.8951,0.5434,6.7719,0.5478,10.6613
"betaprime",2.15917676733807,36.1872387692332,1.5502,6.903,0.2287,0.5352,3.9116,0.5659,6.8626,0.5716,10.9417
"betaprime",2.22608224634314,32.6650797162671,1.5524,6.9504,0.2274,0.5445,3.9253,0.5776,6.9237,0.5841,11.1213
"betaprime",2.3858150613308,27.9812071450753,1.548,6.9947,0.2238,0.5661,3.9351,0.6051,7.0026,0.6136,11.3905
"betaprime",2.53140888909809,24.9836619561072,1.5463,7.0436,0.2178,0.5838,3.947,0.6282,7.0774,0.6388,11.6376
"betaprime",2.604752828856,23.4729588959133,1.5505,7.0994,0.2169,0.5915,3.9629,0.6386,7.141,0.6503,11.8224
"betaprime",2.729275787808,21.7461180305923,1.5521,7.155,0.2155,0.6045,3.9773,0.656,7.2123,0.6698,12.0468
"betaprime",2.98479958600365,19.619998893002,1.5468,7.2025,0.2119,0.6293,3.9863,0.69,7.2935,0.7081,12.3415
"betaprime",3.01946441916516,19.1640191412298,1.5513,7.2435,0.2111,0.6317,3.9981,0.6935,7.3336,0.7123,12.452
"betaprime",3.35996558979386,17.4123957257066,1.5461,7.3006,0.2071,0.6591,4.0088,0.7323,7.4244,0.7574,12.7842
"betaprime",3.49688559142873,16.7950847520214,1.5472,7.3405,0.2056,0.6684,4.0184,0.7459,7.4726,0.7735,12.9425
"betaprime",3.58501339474227,16.3343542760611,1.5517,7.3911,0.2046,0.6735,4.0318,0.7536,7.5237,0.7828,13.0939
"betaprime",4.07169638039311,15.0925000818958,1.5473,7.456,0.203,0.7016,4.0438,0.7956,7.6181,0.8341,13.444
"betaprime",4.1620635193889,14.8141476893099,1.551,7.4969,0.1996,0.7055,4.0543,0.8017,7.658,0.8418,13.564
"betaprime",4.73938778242562,13.9565168097615,1.5463,7.5494,0.1962,0.7307,4.0628,0.8406,7.7351,0.8913,13.8612
"betaprime",5.13292061493732,13.463002805342,1.5478,7.6073,0.1949,0.744,4.0754,0.8619,7.8001,0.9192,14.085
"betaprime",5.40387089042924,13.1500554468203,1.5509,7.6581,0.1921,0.7516,4.0872,0.8745,7.8516,0.9359,14.2527
"betaprime",6.26462497243658,12.5995897134626,1.5471,7.7055,0.1902,0.7734,4.0944,0.9099,7.9166,0.9838,14.5095
"betaprime",6.52198558414355,12.3899988005031,1.552,7.7591,0.1888,0.7777,4.1073,0.9174,7.9652,0.9944,14.6592
"betaprime",7.19028341269121,12.1132640503254,1.5509,7.7924,0.1885,0.7894,4.113,0.9372,8.0057,1.0219,14.814
"betaprime",8.38729205371812,11.7518188490812,1.5504,7.8449,0.1881,0.8052,4.1225,0.9641,8.0656,1.0604,15.0384
"betaprime",11.6716295229457,11.2746709684609,1.5462,7.9036,0.1843,0.8309,4.1308,1.0088,8.1402,1.1259,15.3412
"betaprime",12.4014798063878,11.168486775877,1.5497,7.9419,0.1863,0.8336,4.1396,1.014,8.1732,1.1341,15.4449
"inverse gamma",10.6155159505084,10.7703695069579,1.5417,8.0112,0.1787,0.8703,4.1471,1.08,8.265,1.2357,15.8391
"inverse gamma",10.5735409912304,NA,1.5465,8.0458,0.1791,0.8692,4.1557,1.0784,8.2905,1.2337,15.909
"inverse gamma",10.5299389989907,-286.961887881276,1.5515,8.0823,0.1807,0.868,4.1648,1.0768,8.3173,1.2316,15.9825
"pearson IV",5.55870376061648,-34.0436364943162,1.5467,8.1558,0.1757,0.8983,4.1742,1.1334,8.4026,1.3233,16.3397
"pearson IV",5.54272740837187,-34.3113726808224,1.5518,8.1915,0.1765,0.8966,4.1829,1.1307,8.4278,1.3194,16.4075
"pearson IV",5.42696823935024,-26.3369759112597,1.5503,8.2459,0.1761,0.9143,4.1907,1.1647,8.4849,1.3766,16.6394
"pearson IV",5.3226518834508,-22.0439553854521,1.5494,8.3019,0.1738,0.9309,4.1989,1.1972,8.5413,1.4327,16.8664
"pearson IV",5.21451321607828,-18.7289290369768,1.5464,8.3531,0.1707,0.9509,4.205,1.2368,8.5963,1.5026,17.1026
"pearson IV",5.16078618354164,-17.6340535235638,1.5484,8.3995,0.17,0.9586,4.2131,1.2526,8.6366,1.5317,17.2512
"pearson IV",5.09746916270535,-16.4319268441107,1.5499,8.4519,0.1686,0.9687,4.2218,1.2734,8.6827,1.5702,17.4268
"pearson IV",5.05334683567565,-15.7374130132748,1.5523,8.4973,0.1716,0.9749,4.2299,1.2866,8.7203,1.5952,17.5631
"pearson IV",4.97479035195708,-14.3107941861684,1.5494,8.5405,0.1655,0.9924,4.2343,1.3225,8.7649,1.6626,17.7621
"pearson IV",4.88872837220971,-13.0571597740194,1.5485,8.6057,0.165,1.0105,4.2429,1.3609,8.8248,1.7366,18.0113
"pearson IV",4.86380837172642,-12.8384861355787,1.552,8.6462,0.1663,1.013,4.2506,1.3668,8.8549,1.749,18.113
"pearson IV",4.76486992379744,-11.4976881062612,1.5463,8.7032,0.1624,1.0394,4.2548,1.4229,8.9137,1.86,18.3903
"pearson IV",4.74983417243371,-11.4690472716466,1.5519,8.7489,0.1635,1.0383,4.2644,1.4216,8.9442,1.8587,18.4815
"pearson IV",4.67155791308731,-10.518397647636,1.546,8.7921,0.1599,1.0617,4.2664,1.4722,8.99,1.9616,18.7093
"pearson IV",4.65120132502634,-10.4408198091015,1.5519,8.8469,0.1607,1.0619,4.2772,1.4737,9.027,1.9664,18.8262
"pearson IV",4.57097306160815,-9.60590724291978,1.5471,8.9059,0.16,1.0863,4.2816,1.5279,9.0827,2.08,19.0903
"pearson IV",4.53814051251859,-9.3352029742673,1.5479,8.9477,0.1577,1.0945,4.2873,1.5466,9.1155,2.1207,19.2241
"pearson IV",4.48944115851447,-8.91088794908021,1.5466,8.9975,0.1556,1.109,4.2925,1.5798,9.1573,2.193,19.4099
"beta",0.141479672763497,0.625908915668726,1.5641,4.1028,0.8953,5e-04,2.8936,5e-04,2.8949,5e-04,2.8949
"beta",0.151219912093133,0.674806838484481,1.5675,4.154,0.8758,8e-04,2.8725,8e-04,2.8748,8e-04,2.8748
"beta",0.170433512325399,0.766409703600919,1.5629,4.2091,0.8378,0.0017,2.8051,0.0017,2.8104,0.0017,2.8105
"beta",0.182691463529365,0.827685387321049,1.5625,4.2527,0.8124,0.0026,2.7889,0.0026,2.7973,0.0026,2.7974
"beta",0.188149290999863,0.859565943083726,1.5678,4.2938,0.8034,0.003,2.8079,0.003,2.8186,0.003,2.8187
"beta",0.206234087763354,0.952867055421695,1.5668,4.3543,0.7703,0.0049,2.7998,0.0049,2.8182,0.0049,2.8186
"beta",0.227316254439764,1.06138129938068,1.5622,4.4083,0.733,0.0079,2.7908,0.0079,2.8215,0.0079,2.8225
"beta",0.231864292547107,1.09159280343354,1.5675,4.4455,0.7265,0.0086,2.8154,0.0086,2.8507,0.0086,2.8518
"beta",0.24836214787839,1.18231425620033,1.5665,4.4959,0.6984,0.0117,2.8269,0.0117,2.8764,0.0117,2.8785
"beta",0.263973251092248,1.26983719866327,1.5652,4.5407,0.6767,0.0149,2.8403,0.0149,2.9057,0.0149,2.9093
"beta",0.281510938694933,1.37386092438735,1.566,4.5997,0.6513,0.019,2.8674,0.019,2.9549,0.019,2.9609
"beta",0.29447688795859,1.45385650502611,1.5673,4.6452,0.6347,0.0224,2.8912,0.0224,2.9977,0.0224,3.0062
"beta",0.317043176391395,1.59295150886173,1.5666,4.7096,0.6062,0.0287,2.9232,0.0287,3.0654,0.0287,3.0796
"beta",0.327602333662566,1.66062913787435,1.5667,4.7409,0.595,0.0318,2.9403,0.0318,3.1011,0.0318,3.119
"beta",0.344457424194552,1.77184345903853,1.5671,4.7911,0.577,0.0371,2.9689,0.0371,3.1619,0.0371,3.1867
"beta",0.366347030391218,1.91780661814101,1.5659,4.8466,0.5544,0.0443,2.9999,0.0443,3.2365,0.0443,3.2727
"beta",0.379438242477132,2.01385937717184,1.5679,4.8914,0.5417,0.0488,3.0279,0.0488,3.2952,0.0488,3.3402
"beta",0.408746484786272,2.22002899634233,1.565,4.9553,0.5176,0.0592,3.064,0.0592,3.3956,0.0592,3.4627
"beta",0.420323232697789,2.31254464250803,1.567,4.9941,0.5086,0.0634,3.0884,0.0634,3.4504,0.0634,3.5292
"beta",0.445867252375931,2.51342432001256,1.5673,5.0594,0.4893,0.073,3.1276,0.073,3.5539,0.073,3.6605
"beta",0.46103170197783,2.63953018397605,1.5681,5.1001,0.4798,0.0787,3.1523,0.0787,3.6189,0.0787,3.7447
"beta",0.492146197905764,2.8884441210255,1.5636,5.1522,0.4613,0.0908,3.1811,0.0908,3.7221,0.0908,3.8886
"beta",0.512515236432664,3.06630190433748,1.5627,5.1944,0.4475,0.0987,3.2056,0.0987,3.7992,0.0987,3.9972
"beta",0.52901799482014,3.24319384792913,1.5684,5.2591,0.439,0.1051,3.2451,0.1051,3.8936,0.1051,4.126
"beta",0.548923658147687,3.42549799529463,1.5663,5.2919,0.4298,0.1129,3.263,0.1129,3.961,0.1129,4.2283
"beta",0.570109418298584,3.6468627767174,1.5679,5.3451,0.42,0.1212,3.2935,0.1212,4.0521,0.1212,4.3641
"beta",0.608248575486941,4.02277663537092,1.5623,5.3952,0.4049,0.1362,3.3194,0.1362,4.168,0.1362,4.555
"beta",0.634807833367027,4.32557220551418,1.5625,5.4481,0.3929,0.1465,3.3481,0.1466,4.267,0.1466,4.7164
"beta",0.647290649270872,4.51165554351266,1.5678,5.4998,0.3895,0.1512,3.377,0.1513,4.3414,0.1513,4.8316
"beta",0.67126639532391,4.80788517673966,1.5673,5.5426,0.3822,0.1605,3.3991,0.1605,4.4245,0.1605,4.9753
"beta",0.713049915179843,5.33285219584499,1.5632,5.5968,0.3696,0.1765,3.4256,0.1766,4.5462,0.1766,5.1994
"beta",0.731509814044461,5.61863277825061,1.5654,5.6407,0.3593,0.1833,3.448,0.1835,4.62,0.1835,5.3299
"beta",0.756385244326666,6.01150375843281,1.5668,5.6909,0.3575,0.1925,3.4729,0.1927,4.7092,0.1927,5.4938
"beta",0.809424457427114,6.84168544379063,1.5624,5.7546,0.344,0.212,3.502,0.2123,4.8502,0.2123,5.7775
"beta",0.833286879444029,7.31605343982577,1.565,5.8061,0.337,0.2205,3.5266,0.2209,4.936,0.2209,5.9427
"beta",0.864011963166529,7.90569706594572,1.5639,5.8473,0.3303,0.2313,3.5449,0.2318,5.0185,0.2318,6.1146
"beta",0.880693559887819,8.334355485423,1.5681,5.8952,0.3295,0.237,3.5674,0.2375,5.0894,0.2375,6.2513
"beta",0.936108708315995,9.54356370626949,1.5637,5.9504,0.3187,0.256,3.59,0.2569,5.2127,0.2569,6.5282
"beta",0.975244442484341,10.6093049151683,1.5643,6.0074,0.312,0.2689,3.6141,0.27,5.3153,0.27,6.7532
"beta",1.01939676248282,11.8893086338881,1.5621,6.053,0.3027,0.2832,3.6322,0.2847,5.4089,0.2847,6.9721
"beta",1.03570282631833,12.659291372716,1.5681,6.1081,0.3035,0.2881,3.6562,0.2897,5.4819,0.2897,7.1216
"beta",1.08960536324978,14.4873239469365,1.5622,6.1407,0.2954,0.305,3.6672,0.3071,5.5674,0.3072,7.342
"beta",1.10843279842054,15.5681959018297,1.5672,6.1919,0.2948,0.3104,3.6885,0.3128,5.6368,0.3129,7.4916
"beta",1.1532157675866,17.8129068797338,1.5668,6.2413,0.2877,0.3237,3.707,0.3265,5.7263,0.3267,7.7113
"beta",1.20853782384144,21.3512389176292,1.5674,6.306,0.2832,0.3394,3.7309,0.343,5.8369,0.3432,7.985
"beta",1.27924956169422,26.7659274921636,1.5626,6.3512,0.2762,0.359,3.7453,0.3638,5.9356,0.3641,8.2551
"beta",1.31128753912752,30.7362644158071,1.5651,6.3985,0.2732,0.3672,3.7628,0.3726,6.0054,0.373,8.4267
"beta",1.383063358746,41.2979404763319,1.5624,6.4503,0.267,0.3856,3.7795,0.3925,6.1043,0.393,8.6991
"beta",1.40618679327145,48.1917462537065,1.567,6.4991,0.2661,0.391,3.7974,0.3984,6.1666,0.3989,8.8486
"beta",1.4163541419059,52.9918974681059,1.5712,6.5339,0.2637,0.3932,3.8105,0.4008,6.2067,0.4013,8.9408
"gamma",1.63806642122576,NA,1.5627,6.6629,0.2494,0.4434,3.8476,0.4567,6.4496,0.4581,9.655
"gamma",1.6167175063428,212.353216093348,1.5729,6.7112,0.2529,0.4382,3.8665,0.4508,6.4855,0.4521,9.7133
"betaprime",1.71064066234976,167.821771014784,1.5667,6.7409,0.2476,0.4577,3.8727,0.4731,6.5563,0.4749,9.9458
"betaprime",1.83466578382067,75.0928680197336,1.5627,6.7988,0.2401,0.4814,3.8878,0.5008,6.6609,0.5034,10.2719
"betaprime",1.92976996107027,53.6157114699017,1.5626,6.8576,0.2372,0.498,3.9045,0.5205,6.7498,0.5239,10.5388
"betaprime",1.95672555405414,47.9420172357932,1.5682,6.9095,0.2378,0.502,3.9213,0.5254,6.8067,0.529,10.6858
"betaprime",2.10797363284975,36.766114346683,1.5627,6.9582,0.2304,0.5264,3.932,0.5551,6.8982,0.5602,10.9929
"betaprime",2.12996009492781,34.9318572314922,1.5663,6.9929,0.2299,0.5293,3.9428,0.5588,6.9359,0.5642,11.0933
"betaprime",2.31685753609054,28.3435533246724,1.5624,7.0587,0.2257,0.5557,3.9581,0.592,7.0436,0.5996,11.4512
"betaprime",2.39434120800346,26.3554648060584,1.5629,7.0961,0.2246,0.5655,3.9678,0.6047,7.0947,0.6133,11.6123
"betaprime",2.46784141054377,24.4906807296909,1.5675,7.1582,0.2216,0.574,3.9854,0.6158,7.1655,0.6254,11.8172
"betaprime",2.65255944211967,21.9406702967826,1.5644,7.2099,0.2172,0.5951,3.9964,0.6437,7.2465,0.6561,12.0972
"betaprime",2.72792890251149,20.9409807155258,1.5669,7.2542,0.2166,0.6026,4.0082,0.6539,7.2981,0.6675,12.2543
"betaprime",2.9767060796381,19.001792675443,1.5623,7.305,0.2127,0.6266,4.0177,0.6868,7.3802,0.7047,12.5517
"betaprime",2.98804061500123,18.7262430361705,1.567,7.3407,0.2138,0.627,4.0283,0.6875,7.4123,0.7055,12.6349
"betaprime",3.31649590283632,17.057714868132,1.5628,7.4034,0.2085,0.6537,4.0401,0.7252,7.5062,0.7493,12.9759
"betaprime",3.38128916696878,16.6821434299275,1.5658,7.4408,0.2092,0.658,4.0499,0.7314,7.5447,0.7567,13.0913
"betaprime",3.57090877175331,15.9316441935115,1.5676,7.498,0.2059,0.6704,4.0632,0.7497,7.6112,0.7785,13.3115
"betaprime",4.01430232966552,14.869769598688,1.5622,7.5497,0.2033,0.6965,4.0712,0.7885,7.6907,0.8257,13.618
"betaprime",4.1294089047797,14.5461136022536,1.5659,7.5959,0.2002,0.7017,4.0827,0.7966,7.7365,0.8359,13.7593
"betaprime",4.37484491370618,14.0674720124016,1.5679,7.6495,0.201,0.7127,4.0945,0.8136,7.7955,0.8574,13.9582
"betaprime",5.13314949036576,13.2132918238966,1.5621,7.709,0.1949,0.7417,4.1032,0.859,7.8812,0.9159,14.2972
"betaprime",5.12468782626092,13.1237820833968,1.5679,7.7495,0.1954,0.7404,4.1142,0.8574,7.9129,0.9141,14.3793
"betaprime",6.12020026626997,12.4618709728122,1.5622,7.8022,0.1896,0.7677,4.1211,0.9014,7.9884,0.9729,14.687
"betaprime",6.67123257989064,12.165906677614,1.5631,7.8483,0.1903,0.7785,4.1301,0.9196,8.0381,0.998,14.8645
"betaprime",6.9514869911503,11.9856257201498,1.5677,7.8994,0.1918,0.7826,4.1421,0.9267,8.0835,1.0083,15.0061
"betaprime",7.94712797438726,11.6660220201593,1.5669,7.946,0.1894,0.797,4.1501,0.9512,8.1367,1.0429,15.2082
"betaprime",8.80849043990485,11.4448435909813,1.5684,7.9912,0.1882,0.8062,4.1589,0.9672,8.1823,1.0661,15.3708
"betaprime",11.5696792879421,11.0760440759594,1.5659,8.0459,0.185,0.8264,4.1669,1.0025,8.2466,1.118,15.6278
"inverse gamma",10.4798488664033,10.8764428860787,1.5573,8.1249,0.1806,0.8667,4.1752,1.0749,8.3485,1.2292,16.068
"inverse gamma",10.4731281261893,10.4436533364886,1.558,8.1307,0.1805,0.8665,4.1766,1.0747,8.3527,1.2289,16.0796
"inverse gamma",10.3895225202143,NA,1.5679,8.2035,0.1815,0.8643,4.1943,1.0715,8.4057,1.2249,16.2255
"inverse gamma",10.3501039239187,-36.559746921109,1.5726,8.2385,0.1804,0.8633,4.2028,1.07,8.4311,1.223,16.2955
"pearson IV",5.47969881951809,-33.0273404427804,1.565,8.297,0.1782,0.8954,4.2075,1.1297,8.5053,1.3194,16.6309
"pearson IV",5.35836764108622,-25.1550971930847,1.5631,8.3557,0.1756,0.9147,4.2154,1.167,8.5663,1.3823,16.8823
"pearson IV",5.32504255367815,-24.2851242346689,1.5672,8.3983,0.1765,0.9168,4.2244,1.1714,8.5992,1.3905,16.9876
"pearson IV",5.19762863106467,-19.560382692914,1.563,8.4558,0.1708,0.9408,4.2304,1.2185,8.662,1.4726,17.2632
"pearson IV",5.13428209544346,-17.9699815890286,1.5628,8.4979,0.1702,0.9519,4.2364,1.2409,8.7016,1.5129,17.4233
"pearson IV",5.0673688995894,-16.620704060439,1.5643,8.5539,0.1725,0.9629,4.2454,1.2634,8.7506,1.5544,17.6115
"pearson IV",5.03786560736876,-16.234665248231,1.568,8.5964,0.1711,0.9655,4.2537,1.2693,8.7828,1.5659,17.7189
"pearson IV",4.93281681096554,-14.1832874889299,1.5626,8.6486,0.1658,0.9902,4.2576,1.32,8.839,1.6604,17.9812
"pearson IV",4.87621971970145,-13.4053700565547,1.5642,8.7048,0.1681,1.0007,4.2662,1.3422,8.886,1.7038,18.1639
"pearson IV",4.81213145539816,-12.4918536200374,1.5624,8.7512,0.1653,1.0159,4.2714,1.3744,8.9293,1.7666,18.3534
"pearson IV",4.78861257676035,-12.3392144392827,1.5674,8.8011,0.1676,1.0171,4.2811,1.3779,8.9643,1.7747,18.4664
"pearson IV",4.74243692465685,-11.7688335216185,1.5671,8.8427,0.1653,1.0279,4.2863,1.4012,9.0002,1.8213,18.618
"pearson IV",4.65192246606574,-10.6668528856244,1.5624,8.9064,0.1616,1.0533,4.2914,1.4563,9.0608,1.933,18.9009
"pearson IV",4.61430443968624,-10.2922926499136,1.5624,8.9466,0.1607,1.0627,4.2965,1.4773,9.0939,1.9769,19.0397
"pearson IV",4.59094461617991,-10.1704264615569,1.5678,9.0032,0.1622,1.0644,4.307,1.482,9.1323,1.9883,19.1674
"beta",0.140856030993164,0.630728552717716,1.5785,4.1558,0.8962,4e-04,2.9694,4e-04,2.9708,4e-04,2.9708
"beta",0.147312064394355,0.66366056137695,1.5812,4.1917,0.8838,6e-04,2.9536,6e-04,2.9557,6e-04,2.9557
"beta",0.16221630487917,0.738211797280237,1.5822,4.2542,0.8544,0.0012,2.9104,0.0012,2.9147,0.0012,2.9148
"beta",0.17890945826238,0.820994456837652,1.5795,4.3068,0.8212,0.0023,2.8676,0.0023,2.8759,0.0023,2.876
"beta",0.188869447785197,0.873740088717779,1.5812,4.3502,0.8035,0.0031,2.8652,0.0031,2.8772,0.0031,2.8774
"beta",0.199865056358743,0.933262550893007,1.5832,4.3983,0.7829,0.0042,2.8688,0.0042,2.8859,0.0042,2.8862
"beta",0.221202461011242,1.04467783378297,1.5791,4.4571,0.7446,0.0069,2.8552,0.0069,2.8847,0.0069,2.8855
"beta",0.230228058211505,1.09931714469194,1.5838,4.5078,0.7288,0.0083,2.8796,0.0083,2.917,0.0083,2.9183
"beta",0.249186488695908,1.20017351513612,1.578,4.5472,0.6969,0.0118,2.8729,0.0118,2.9265,0.0118,2.929
"beta",0.257582366822753,1.25357466411637,1.5821,4.5923,0.686,0.0135,2.8983,0.0135,2.9624,0.0135,2.9657
"beta",0.280804044246208,1.3875333777843,1.5791,4.6537,0.6523,0.0188,2.9158,0.0188,3.0083,0.0188,3.0148
"beta",0.290506030851975,1.45301063441299,1.5834,4.703,0.6389,0.0212,2.9459,0.0212,3.0547,0.0212,3.0633
"beta",0.310332507031038,1.57141419740533,1.5795,4.7465,0.6163,0.0267,2.9604,0.0267,3.0993,0.0267,3.1128
"beta",0.323205492948182,1.65864293361432,1.582,4.796,0.6006,0.0304,2.9893,0.0304,3.153,0.0304,3.1711
"beta",0.338897606175626,1.76446757892985,1.5829,4.8462,0.5851,0.0352,3.0172,0.0352,3.2121,0.0352,3.2369
"beta",0.366185890683904,1.94627711242298,1.5798,4.9096,0.5562,0.0441,3.049,0.0441,3.2989,0.0441,3.3382
"beta",0.370679149457253,1.98685721833259,1.5838,4.9405,0.5515,0.0456,3.0703,0.0456,3.3343,0.0456,3.3776
"beta",0.404110293819103,2.21875129414955,1.5781,5.0041,0.5216,0.0574,3.1019,0.0574,3.4383,0.0574,3.5064
"beta",0.419060270373477,2.34155926341191,1.5811,5.0575,0.5117,0.0628,3.135,0.0628,3.5126,0.0628,3.5965
"beta",0.442240467676893,2.51874542609416,1.5786,5.1044,0.4936,0.0714,3.1606,0.0714,3.5941,0.0714,3.7029
