"lambda3","lambda4","skewness","kurtosis","MC","alpha.minus.3sigma","alpha.plus.3sigma","alpha.minus.4sigma","alpha.plus.4sigma","alpha.minus.5sigma","alpha.plus.5sigma"
7.6,21,1.85686872767039,6.35075720712453,0.799661178010045,3.10144797710841,7.75443752389311,3.18877214435327,7.84257185100614,3.19087937553263,7.84467953340362
7.4,22,1.88443067351289,6.31974274978204,0.80609349187595,2.72671621158998,7.28697102171766,2.80714695696198,7.36821506481331,2.80908914705072,7.37015770802642
7.4,22.6,1.90242725038769,6.35793811943469,0.812043463301134,2.65536447026225,7.29359261416809,2.73583507672061,7.37491048285477,2.73777901302118,7.37685489132693
7.2,25,1.9421023676114,6.33145596821448,0.825444775277193,2.20511920458522,6.84915092429857,2.27909833619707,6.92404281218215,2.28088834109427,6.92583332624023
7.2,25.8,1.95491078881511,6.33875796861231,0.829612039570721,2.13563210125148,6.85186010775789,2.20959979849158,6.92678161914754,2.2113904885375,6.92857284144392
7,29.4,1.97943076675032,6.30209757895275,0.839555484012884,1.7144644818741,6.42154260166546,1.78225905886879,6.49039099467627,1.78390427427321,6.49203679900958
7,29.8,1.98341305774409,6.30868243290821,0.840675909615951,1.69066185965433,6.42183595354864,1.75844090682321,6.49068749172362,1.76008618687058,6.49233337124133
7,32.8,2.00860529526978,6.35047378379355,0.850723108624746,1.53034744694934,6.42315470444254,1.5980008958611,6.49202038156909,1.59964643490123,6.49366659907505
6.8,40,2.01649156995496,6.29638550134092,0.856864430261169,1.14030507199565,6.01135304402667,1.202059359617,6.07453381205986,1.20356867625433,6.07604392951991
11.4,12.6,0.31534247554557,6.39676242855085,0.167958426092554,14.0119068796846,15.334725840513,14.2532914301043,15.5763101953706,14.2590834851281,15.5821023614515
11.2,12.8,0.409327620605313,6.37686110458742,0.226495208559237,13.5393878254968,15.2702801823585,13.7759988726598,15.5071524031442,13.7816771515486,15.5128308272009
11,13,0.514167146308517,6.37896786584214,0.273560453417328,13.0150659705438,15.1276611359899,13.2457611366601,15.3586746505308,13.2512981897322,15.3642118805501
10.8,13.2,0.620146123073509,6.38140227633071,0.32214042741829,12.4490092725729,14.9124130317365,12.6727867653245,15.1365611384399,12.6781585065461,15.1419330856595
10.8,13.4,0.670711481356772,6.42869464827864,0.352160325852258,12.530999857062,15.2223822815528,12.7593972972334,15.4511895288546,12.7648806778986,15.4566731373224
10.6,13.4,0.71142917584977,6.37388342816102,0.367182399818716,11.8514984749538,14.6314189409877,12.0675108894501,14.847848792319,12.0726969296097,14.853035064502
10.4,13.6,0.798234003051565,6.39819676274306,0.409198582193719,11.2326050036722,14.2924960209566,11.440165679499,14.5005151647438,11.4451494808431,14.5054992209175
10.4,13.8,0.839188878926057,6.42346708818983,0.433916660201496,11.262622288649,14.5285576727107,11.4735820524648,14.7400125597481,11.4786481524562,14.7450789349673
10.2,13.8,0.886621431620501,6.40175155455733,0.451476129354182,10.6018371157657,13.9039925563721,10.8004196850308,14.1030686600896,10.805188552488,14.1078378018674
10,14,0.968846094509268,6.36293780074704,0.494453775043152,9.96786989521574,13.4744168503111,10.1571020683342,13.664171646687,10.1616470023358,13.6687168711776
10,14.2,1.00541495148717,6.39476456579007,0.505604179356444,9.96203548915371,13.6485505570913,10.153686744516,13.8407576086046,10.1582903992793,13.8453615723225
9.8,14.2,1.04890383416193,6.36053865020641,0.520181124754183,9.33836352906366,13.0121191795715,9.51801639463392,13.1923179041828,9.52233183607865,13.1966336490316
9.8,14.4,1.09140178172899,6.4260381080192,0.539653461674463,9.31992548917339,13.1601140213927,9.50159661539371,13.3423622571279,9.50596112506567,13.346727087602
9.6,14.6,1.161327599047,6.37720029959807,0.567465369533002,8.69185316756938,12.650033895052,8.86349996560268,12.8222734547735,8.86762420368445,12.826398022358
9.4,14.8,1.23019036121271,6.38522980752168,0.591687391160745,8.08281122860406,12.1254854648393,8.24449873867184,12.2877760960765,8.2483842033232,12.2916618959891
9.4,15,1.25653564550434,6.42574859158961,0.60781125915013,8.04465147573678,12.2246591539438,8.20763895539269,12.388277151502,8.21155618653199,12.3921947331626
9.2,15.2,1.31464204708465,6.38950833789439,0.628187968044961,7.45454284279159,11.6755652142425,7.60749063129466,11.8291470323399,7.61116706397789,11.8328238174966
9,15.4,1.36790196827582,6.36261596897323,0.647205522519659,6.89193807256117,11.1264254567108,7.03511800516278,11.2702385838134,7.03856010949565,11.2736810401555
9,15.8,1.42435957247998,6.42135962789603,0.669056544972001,6.79849143213486,11.2517376319521,6.94324404107017,11.3971704648714,6.94672489010698,11.4006516921286
8.8,16.2,1.49597806952124,6.42146944963252,0.690923577195608,6.21635984307367,10.7321385193996,6.35194331964087,10.8684154790243,6.35520455735777,10.8716771023678
8.6,16.4,1.53209702835491,6.36631471954072,0.703073412891264,5.71554483200209,10.1688487516853,5.84169187197454,10.2956759796677,5.84472654009434,10.298711026021
8.6,16.6,1.56164077350193,6.42015661435912,0.710503823240788,5.66814703358454,10.2050236961033,5.79472539267983,10.3323021027846,5.7977708466802,10.3353479460959
8.4,17,1.6078214006307,6.38414749256728,0.72609953934537,5.15616467593068,9.67853235420171,5.27400395592421,9.79707235883964,5.27683991229368,9.7999087049307
8.4,17.2,1.63362203030192,6.4198061803737,0.734401664444928,5.11069417721956,9.70447543457512,5.22883304764241,9.82333318293332,5.23167659664011,9.82617713178399
8.2,17.4,1.65708412208337,6.36389181234683,0.740642187808116,4.68119438731048,9.15889998122104,4.79063238418665,9.26903427677659,4.79326686155409,9.2716691414379
8.2,17.8,1.69191403435613,6.40526902830041,0.749748912264261,4.59607605459229,9.19717682677555,4.70594114508913,9.30777139522825,4.70858661554847,9.31041727150757
8,18.6,1.74644517888286,6.37087389865866,0.769633449494476,4.08672848162891,8.70526391405679,4.18873309467005,8.8080165747385,4.19119061265451,8.81047450898292
8,18.8,1.76043264614826,6.40471517979559,0.771722852640938,4.04859625311923,8.71674908865884,4.15072138040064,8.81963731470205,4.15318213281546,8.82209849178945
7.8,19.8,1.81173877216996,6.37829774953817,0.787257703526408,3.56084813663252,8.23024969217534,3.65540019969854,8.32558702665911,3.65768000818582,8.32786727231143
7.8,20,1.82822185506445,6.42500298626654,0.790221630500805,3.52781043352818,8.23688545964619,3.62242570399415,8.33229966134623,3.62470734332164,8.33458174548225
7.6,21.6,1.88524631874001,6.40472425518206,0.807350613603794,3.01820332158648,7.76518247655589,3.10561239185067,7.85343892718464,3.10772252269054,7.85554953009667
7.6,21.8,1.89046522761509,6.42445064843251,0.810279092424492,2.99125504555468,7.76830847313438,3.07868727056877,7.85660045278818,3.08079824412948,7.85871190535667
7.4,23.2,1.91844093647268,6.37763689952195,0.817523699437972,2.5871552747724,7.29900814197122,2.66765239883061,7.38038638956881,2.66959775986421,7.38233224177368
7.4,24.2,1.94183518306766,6.4073405010174,0.825915906395005,2.48006965936088,7.30593826063438,2.56058781247415,7.38739377364962,2.56253498944009,7.38934147336396
7.2,27,1.97543739294235,6.3857311073353,0.83687261262843,2.0386656575776,6.8547921927281,2.11260399093612,6.92974576493539,2.11439541291754,6.9315377537413
7.2,28,1.98843905356294,6.40884762286657,0.841926735334876,1.96391735440926,6.8564912100105,2.03782320451289,6.93146336008434,2.03961504188484,6.93325579304958
7,33.6,2.01333339433201,6.36265239640653,0.851795221810195,1.49237669495243,6.42333874732457,1.55999494017067,6.49220639766184,1.5616405053281,6.49385266233693
7,35.8,2.02775830349467,6.39772746078308,0.856294650144502,1.39665210922608,6.42365765943206,1.46417170299909,6.49252872897675,1.465817292017,6.49417507538717
7,37,2.03667355097285,6.4267132321737,0.860494207514864,1.34921692108217,6.42375745621502,1.41668200672765,6.49262959572818,1.41832758976261,6.49427596771594
11.8,12.6,0.215606454818461,6.48339343555631,0.110986756329413,15.3080262369595,16.2461423874956,15.5717391864542,16.5100008352131,15.578067014442,16.5163287440872
11.4,13,0.410665394058672,6.47696105670681,0.22258248649653,14.378640557164,16.1955724927577,14.6335054432833,16.450718689429,14.6396226083042,16.4568360108379
11.2,13,0.468213111837825,6.44376690104092,0.248934172939822,13.6900312079453,15.6627658529223,13.9326903130234,15.9057263031605,13.9385145197714,15.9115506774196
11,13.2,0.563032137606011,6.4321470402247,0.300163153958891,13.1293688047857,15.4781365071934,13.3653761423503,15.7145021087925,13.3710414589477,15.7201676245408
11,13.4,0.623058284936464,6.48330842732084,0.328594320489465,13.2308704584457,15.8178338113091,13.4720241806208,16.0593869086425,13.4778138149377,16.0651767649826
10.8,13.6,0.708262663275522,6.46181724245221,0.373064356263906,12.60140009757,15.5215395541094,12.8342540072647,15.7548434273252,12.8398451319972,15.7604348022044
10.6,13.6,0.759125145804944,6.44566414441825,0.386772169796246,11.9053940222602,14.9030805670373,12.1253868111422,15.123528872865,12.1306691236639,15.1288114385983
10.6,13.8,0.799708248524925,6.47349891167785,0.408544107023148,11.9490300767009,15.1642285231816,12.1728469628808,15.3885397638436,12.1782218206481,15.3939148964357
10.4,14,0.891647103396235,6.47969814504582,0.45756484733738,11.2837502238677,14.7546559018532,11.4979634833814,14.9694015201321,11.5031084072637,14.9745467399666
10.2,14,0.934305870360653,6.43221648773752,0.474209167565151,10.6120361193788,14.1074901720452,10.8134973535637,14.3094799363566,10.818336002289,14.31431887888
10.2,14.2,0.969622944649111,6.4839227820092,0.490780706369559,10.6146896096514,14.3017495506278,10.8188968046071,14.5065207032472,10.8238020655927,14.5114262777517
10,14.4,1.04228593135835,6.4469803602449,0.522455031963499,9.94992398613101,13.8142773083661,10.1438756212356,14.0088182232095,10.1485351607283,14.0134780902982
9.8,14.6,1.12794885774464,6.45256570202414,0.558785904691293,9.29637017856213,13.3005814761737,9.47995510790627,13.4847749797639,9.48436618906546,13.4891863992455
9.6,14.8,1.19347694414114,6.43747556260511,0.58565427115285,8.65975611504136,12.7683840238671,8.83298491552042,12.9422350081026,8.83714772550232,12.9463981639727
9.6,15,1.23148408813794,6.49778281683184,0.594369818976406,8.62390721158981,12.8803356784593,8.79863078001333,13.0557109672418,8.80283007559384,13.0599106251625
9.4,15.2,1.29148741161678,6.46903018135164,0.619643124212535,8.00359332497576,12.3182813498314,8.16780640771709,12.4831524110821,8.17175362624384,12.4870999954284
9.4,15.4,1.32381410398759,6.48970888482932,0.635552444794956,7.95991240601364,12.4065950551853,8.12527999501465,12.5726481299131,8.12925549971194,12.5766240157566
9.2,15.4,1.35188428907667,6.44421847921241,0.640064600207657,7.41021402985606,11.7534903923157,7.56416140799434,11.9080972477896,7.56786236613627,11.9117985725842
9.2,15.6,1.37650872533763,6.46818295959347,0.649297995159698,7.36393898363921,11.8268745796222,7.51882620416234,11.9824467397182,7.52255025773612,11.9861711741344
9.2,15.8,1.40578107437716,6.49099753420154,0.661353171293012,7.31593623126731,11.8959404392567,7.47170648722361,12.0524211001592,7.47545227632819,12.0561672843003
9,16,1.44733308438479,6.43841234627732,0.676725823184652,6.74986156161424,11.3088164800968,6.89532844005521,11.4549870780561,6.89882693588317,11.4584859652029
8.8,16.4,1.51981340952734,6.44923245201016,0.698201461717931,6.16747475252987,10.7762490522104,6.3035967398669,10.9130861284723,6.30687137124521,10.9163611575265
8.6,16.8,1.58450813391455,6.46265055771205,0.717778107963337,5.62047984722922,10.2389286960421,5.74746125349709,10.3666299703735,5.75051681589864,10.3696859331438
8.6,17,1.6025303370716,6.48108920689083,0.725436628438406,5.57263209998555,10.2706977843489,5.69998995516507,10.3987952869573,5.70305498849368,10.4018607316914
8.4,17.4,1.64885138686934,6.43819906700013,0.736913856312734,5.06528899250921,9.72876290929947,5.18370721729477,9.84791812397468,5.18655787375774,9.85076919040079
8.4,17.6,1.66636163186542,6.4787048673221,0.744479248930583,5.02000485928094,9.75149661007665,5.13868345003405,9.87093026087236,5.14154075864195,9.87378798953206
8.4,17.8,1.68179642789295,6.48213869950129,0.749755035627794,4.97489197323925,9.77277275182843,5.09381312020201,9.89246698696208,5.09667665383092,9.89533095070986
8.2,18,1.70723834423284,6.43684426902901,0.754785684178152,4.55389201020506,9.2144840735943,4.66394868577913,9.32528675889978,4.66659912601502,9.32793761418892
8.2,18.2,1.71705360258798,6.43855755640559,0.759042149241294,4.5120030853808,9.23067277360652,4.62223793387069,9.34167012541969,4.62489302211526,9.34432563793118
8.2,18.4,1.73652679448819,6.47238139139977,0.764452608665968,4.47043827534681,9.24581396412711,4.58083873835179,9.35699338631518,4.58349817327321,9.35965325469778
8,19.2,1.78246267226261,6.44044057804574,0.779114230302611,3.97353954894303,8.73752571439273,4.0758799066149,8.84065917752423,4.07834650854065,8.84312622089901
8,19.6,1.80977212437672,6.48421895625729,0.786595099994598,3.90016810665205,8.75568491091319,4.00269292199625,8.85903271628373,4.00516463446302,8.86150488691387
7.8,20.4,1.84472151872585,6.44296378428157,0.796651743755158,3.46303422977182,8.24888672994689,3.55776127187697,8.3444399516237,3.56004622098528,8.34672536079182
7.8,21,1.87034144734428,6.47832815079272,0.803807104974001,3.36912339952993,8.26411158108948,3.4639860969451,8.35984116396799,3.466275241406,8.36213079128281
7.6,22.2,1.90054913731693,6.4374514489228,0.812452593140099,2.93853351127278,7.77396437082762,3.02600531602555,7.86232063351109,3.02811781302874,7.86443362337174
7.6,22.4,1.91708004938388,6.48989088880343,0.814981902674744,2.91275101800932,7.77652008692321,3.00023954002833,7.86490539701569,3.00235272476916,7.86701908152863
7.6,23,1.9302794358215,6.49453468885861,0.82085883753495,2.83765714059128,7.78323584337273,2.9251850808555,7.87169748249279,2.92730007025485,7.8738129923711
7.4,24.4,1.95188772474263,6.4462988624217,0.825736666225129,2.45959369611281,7.30706822551086,2.54011322678309,7.38853633675311,2.54206069868397,7.39048433770627
7.4,25.2,1.97023878204062,6.48849905960432,0.832265464301436,2.38064946309641,7.31090735237698,2.46116699250855,7.39241826688929,2.46311546270437,7.39436729132034
7.2,28.2,1.99458630967313,6.43014571359672,0.841053668688214,1.94957965119642,6.85676923075148,2.02347834124109,6.93174442083691,2.02527024554362,6.9335369264827
7.2,29.8,2.01395993300519,6.46548164351817,0.847510585136624,1.84160263875241,6.8584463518138,1.91543819505303,6.93343988034204,1.91723049182677,6.93523282442302
7.2,29.6,2.01586351145366,6.48183628046933,0.846976255619365,1.8544781111916,6.85828124682512,1.92832203451726,6.93327297001655,1.93011429387151,6.93506587093557
7,37.2,2.04322435804877,6.4511532016825,0.859556637511855,1.34160778669212,6.42377069823409,1.40906375768998,6.4926429797212,1.41070933885915,6.49428935510281
7,38.2,2.05205103379505,6.49066688631573,0.861854402344397,1.30475496694458,6.42382567228044,1.37216527112343,6.49269854317028,1.37381084008534,6.49434493264142
12,12.6,0.156809774571837,6.52356574456429,0.0826598461236953,15.9638593761693,16.6880152474955,16.2388704370609,16.9631400969403,16.2454693647639,16.9697390879069
11.6,13.2,0.419226403618483,6.56820388095813,0.224911830271143,15.2679301221365,17.1750225666616,15.5423792767391,17.4497746354671,15.5489673827138,17.4563629098695
11.4,13.2,0.464811439290883,6.54246764768769,0.248949895272659,14.5402118368784,16.6111087933968,14.8015798577056,16.8728013793091,14.8078539532557,16.8790756553094
11.2,13.4,0.564092641213467,6.54137635933179,0.296056815767046,13.950033662241,16.4161930667605,14.2042953007826,16.6708406634966,14.2103996308119,16.6769452081092
11,13.6,0.666083530245674,6.52965503423755,0.348160028791425,13.3198226445589,16.1464157123813,13.5659518906862,16.3929865627293,13.5718617734845,16.3988966910487
10.8,13.8,0.757196616305524,6.5412389919292,0.395460710009583,12.6605569679119,15.8097207234057,12.8977014748042,16.047356240906,12.9033963891451,16.0530514282367
10.6,14,0.851624079912361,6.53968714085021,0.439732789976326,11.9828108478288,15.414839625041,12.21029527656,15.6428579379497,12.2157589442754,15.6483219024915
10.4,14.2,0.926376350874283,6.52486145886418,0.472565442222827,11.2964176520306,14.9708754140882,11.5137401046499,15.1887679844581,11.5189604072369,15.1939886040164
10.2,14.4,1.00842512852476,6.52559140335345,0.505822541239988,10.6102250822974,14.4869321801185,10.8170478941263,14.6943547609412,10.8220166537822,14.6993238540537
10,14.6,1.09134921428474,6.51405374649716,0.537630537587748,9.93194240840469,13.9718080190964,10.1280787305655,14.1685673757007,10.1327913899238,14.1732803814506
10,14.8,1.12862506009827,6.5654182599022,0.555295528630794,9.90849185651784,14.121373739974,10.1067004638391,14.3202393705699,10.1114635561585,14.3250028282099
9.8,14.8,1.1617711499443,6.5028504350437,0.5700109997635,9.26807139035908,13.4337592282474,9.45346898866407,13.6197970480077,9.45792422342127,13.624252638712
9.8,15,1.1965863473487,6.53805119402004,0.584921055760016,9.23539238958365,13.5598965829059,9.42250500458209,13.7476812196673,9.42700205775192,13.7521786464972
9.6,15.2,1.26181448850421,6.52927822779429,0.610585684808311,8.58462661055768,12.9861406447889,8.7607611634689,13.1629565464062,8.76499494045454,13.1671907022378
9.4,15.6,1.34760165191289,6.54498873775672,0.638710434323091,7.91386993630623,12.4898418526635,8.08032418369645,12.6570091240589,8.08432635077499,12.6610116876304
9.4,15.8,1.37902031541128,6.55883554454967,0.653706481040487,7.86571260662666,12.5682604569104,8.03318887348836,12.7364773031838,8.03721615566643,12.7405049972138
9.2,16,1.43118294344577,6.54062096711524,0.671529864124423,7.26641057731449,11.9609055583807,7.42300993397776,12.118240778443,7.42677616723869,12.1220074209331
9,16.2,1.48523623663939,6.51696406058754,0.685087897452722,6.70018765085933,11.3624382410006,6.84632413721658,11.5093019198785,6.84983921024163,11.5128173973106
9,16.6,1.52724142120995,6.5675899519534,0.701334283365521,6.59831676066702,11.4600535778008,6.74566810615385,11.6081789706923,6.74921335470804,11.6117246497861
8.8,16.6,1.54832454762833,6.50659223291297,0.705796760386977,6.11804995468168,10.8176277773064,6.25467580009906,10.9549902816429,6.25796299492805,10.9582778861792
8.8,16.8,1.56878341231362,6.52519126192444,0.713751734012199,6.06819931434164,10.8564311713248,6.20529635546567,10.9942864021177,6.20859533109159,10.9975857994628
8.6,17.2,1.62433552701751,6.51171908254438,0.730202609116482,5.52468480276733,10.3004583844566,5.65239409942075,10.4289270652109,5.6554680042346,10.4320013924451
8.6,17.4,1.64204057208387,6.54393540748515,0.736094596021241,5.47671165135343,10.3283314417314,5.60474889168508,10.4571477589472,5.60783110464102,10.460230405316
8.6,17.6,1.66063102072114,6.56795494114233,0.744346332223238,5.42877951252579,10.3544315847441,5.55712262925575,10.4835734263999,5.56021262122372,10.4866638627502
8.4,18,1.70031721376824,6.52228850937367,0.754181598751638,4.92999539684005,9.79268214362158,5.04914240247125,9.91262022351517,5.05201176060934,9.91549002181757
8.4,18.2,1.71483480308311,6.55297683068973,0.759161144866732,4.88535544674501,9.81131040735639,5.00471266200564,9.93147664110544,5.00758746923298,9.93435189852097
8.2,18.8,1.7605109541404,6.51253584274893,0.772580951184047,4.38837999020394,9.27321691073038,4.49907716839133,9.3847258489333,4.50174446835746,9.38739360069227
8.2,19,1.77624243876228,6.53764696574268,0.775908920247762,4.34792835488637,9.28560032051054,4.45875809524922,9.39725816721952,4.46142894858025,9.39992948148151
8,19.8,1.8255976462562,6.52801553939652,0.78815265266423,3.8641354866816,8.76388754315902,3.96674222331988,8.86733216837286,3.96921624346767,8.86980665501901
8,20,1.83512600125976,6.54231619608699,0.792605268559264,3.82854629408698,8.77155602935517,3.93122867524737,8.87509116961461,3.933704852274,8.87756782146047
8,20.4,1.85825283816064,6.56906443933208,0.798774985173362,3.75871398716787,8.7854277228267,3.8615304425948,8.88912659774446,3.86401051969766,8.89160716626771
7.8,21.2,1.88056920942624,6.50211189662774,0.805632250278805,3.33868330385525,8.26854045964985,3.43358377716765,8.36432134564703,3.43587414110131,8.36661220001225
7.8,21.6,1.89928412430465,6.54439686851488,0.810600021617352,3.27908454439462,8.27655281192827,3.37405083428261,8.37242651118602,3.37634340296496,8.37471958542695
7.8,22,1.90878456670955,6.53777665703538,0.814128618272878,3.22117225548385,8.28355788224906,3.31619276622712,8.37951272664301,3.31848726061902,8.38180774168547
7.6,23.2,1.9429666901955,6.53595287183089,0.821862595003041,2.81335967232959,7.7851911820675,2.90089755761135,7.87367504490909,2.90301307158758,7.87579108625509
7.6,23.6,1.95514031411892,6.56887539431423,0.824953048388337,2.76583314712097,7.78873110423036,2.85338674310236,7.87725520063589,2.85550320547547,7.87937220414472
7.4,26.2,1.98747402876663,6.51249641419206,0.838076243596602,2.28824076547909,7.31447591491943,2.36874223176649,7.39602661612062,2.37069162189375,7.39797659189947
7.4,27,2.00278274876411,6.535851697808,0.842111237738353,2.21894512963693,7.31659444077462,2.29942564297806,7.39816876188666,2.3013755727929,7.40011930244611
7.2,31.4,2.03099257649204,6.50732827456004,0.853709036248283,1.74438906061996,6.85944404955568,1.81815425369357,6.93444848738761,1.81994676537059,6.93624169228805
7.2,31.8,2.03692320985002,6.52251815229778,0.853229396364418,1.72158949393653,6.85962274213772,1.79533635028824,6.9346291338797,1.79712889720569,6.9364223854942
7.2,33.4,2.05248273219892,6.56747983589937,0.858548979072438,1.63578928425829,6.86014626948922,1.70946080211527,6.93515838572934,1.71125344001537,6.93695177420504
12.4,12.6,0.0582402677769979,6.61523917819748,0.0299839416934776,17.282548395415,17.5371925566674,17.5802766574397,17.8349618739763,17.5874206874647,17.8421059268311
11.4,13.4,0.507059678497464,6.59090500540088,0.268738037054235,14.6872582783086,17.0158006143121,14.954957028043,17.2838687445696,14.9613839571157,17.2902958790269
11.4,13.6,0.568570797755963,6.63763440737793,0.296954555193303,14.8198886673309,17.4090749251543,15.0937367973764,17.6833387273442,15.1003122465705,17.6899144076824
11.2,13.6,0.611491193852508,6.574592740085,0.321581960005631,14.0596957712254,16.776146729731,14.3194967223684,17.036377919632,14.3257348805568,17.0426163170436
11.2,13.8,0.660880881456546,6.63430585527633,0.345288516352813,14.15611455349,17.1244153610567,14.4212723533599,17.3900488860809,14.4276399938205,17.3964167910795
11,13.8,0.710184171695243,6.58455153022322,0.371725897544409,13.3965324011834,16.4636254917009,13.6474624683125,16.7150404320399,13.6534884364304,16.721066669759
11,14,0.750962166760811,6.63232828984893,0.386147979032786,13.461355174061,16.7692834131636,13.7169086922416,17.0253660357551,13.7230465167715,17.0315041545057
10.8,14,0.800956129964682,6.61185451238304,0.411692490719631,12.7088560532704,16.0868305999418,12.950123925832,16.3286313493283,12.9559186410722,16.3344263608609
10.8,14.2,0.842413837841611,6.62664723110555,0.43217512967809,12.7467149741086,16.3528381557066,12.9919385845172,16.5986372582168,12.9978291008095,16.6045280945246
10.6,14.2,0.88367968199553,6.60019404526406,0.455380494371522,12.0071640969725,15.6549465030986,12.2381600595848,15.8865165083569,12.2437088135524,15.892065581506
10.6,14.4,0.935820217357932,6.63110467280267,0.474059791380047,12.0225353786209,15.8846324053468,12.2568881590093,16.1195999544848,12.2625183050756,16.1252304424074
10.4,14.4,0.97494874499856,6.59351361291804,0.490443614197096,11.3010643672546,15.177343601231,11.5213536189439,15.3982411986683,11.526645899504,15.4035338174832
10.4,14.6,1.00829975277944,6.62246702487743,0.510916097941031,11.2981364258473,15.3742254744128,11.5212525360291,15.5979885755458,11.5266134514019,15.6033498506927
10.2,14.6,1.05491312964737,6.5903505591896,0.523478377711415,10.599071173937,14.6632301320995,10.8083820542655,14.8731769310925,10.8134112649089,14.8782064953219
10.2,14.8,1.08940836739447,6.6092793450092,0.541771418008268,10.5816541072693,14.8308614956779,10.7933286730528,15.0432084253945,10.7984153618304,15.0482954880554
10,15,1.16025862735707,6.60835934621958,0.573501011236564,9.87996501975472,14.2632217944922,10.0801370276996,14.4640850142723,10.0849479495225,14.4688963204592
9.8,15.2,1.2317577181854,6.59452906973477,0.600012101591253,9.19868433937275,13.6792513746893,9.38741791645926,13.8686888999156,9.39195453838766,13.8732259132902
9.8,15.4,1.25800417799476,6.62315486050854,0.611170567752122,9.15828505763183,13.7920871742639,9.34854921701786,13.9830873094873,9.35312324548338,13.9876617472448
9.6,15.4,1.29642301621195,6.5990641355668,0.621479134624997,8.54222051912768,13.0860534138859,8.71968575890302,13.2642297017114,8.72395209608913,13.2684964342918
9.6,15.6,1.33417254407149,6.60303404014729,0.632826584418679,8.49698061039821,13.1803291118503,8.67569973194334,13.3597890329897,8.67999679132012,13.3640865043409
9.4,16,1.41821756314019,6.63447859148224,0.664126069141771,7.81567262323484,12.6420854880799,7.98410942328664,12.8112904276594,7.98816034847712,12.815341780066
9.2,16.2,1.46451983307178,6.60820847995717,0.679775469833562,7.21555340602268,12.0219816801464,7.37293072281098,12.1801203030181,7.37671617553937,12.183906179162
9.2,16.4,1.48679692998158,6.60608802685078,0.689553337731128,7.16354306441506,12.0793740933731,7.3216499088743,12.2382676630984,7.32545342103366,12.2420716128491
9,16.4,1.50973263671964,6.57030692177392,0.694707254131055,6.64962483868442,11.412790437703,6.79638870126957,11.5603049371826,6.7999193399197,11.5638359933143
9,16.8,1.55450992208473,6.62218269513881,0.709306438010083,6.54639607107364,11.5044009492248,6.69429725039647,11.6530995481486,6.69785620675053,11.6566589480812
8.8,17,1.58750846777037,6.5834263287372,0.722066232357253,6.01802734012659,10.8928086525933,6.155564814684,11.0311258055421,6.15887483386465,11.0344362584324
8.8,17.2,1.61581889586434,6.60232132475035,0.729068752331393,5.96762972122803,10.9269026178468,6.10557867735611,11.0656526968085,6.10889904612658,11.0689735112565
8.6,17.8,1.67335167709718,6.58212683804266,0.746447716410873,5.38094889280632,10.3788673101255,5.50957717238925,10.5083139173839,5.51267444662197,10.5114116469452
8.4,18.4,1.73855765991408,6.58927349366896,0.763604959250683,4.84100805994424,9.82873820099954,4.96056082334197,9.9491178855762,4.96344072787568,9.95199825030062
8.4,18.6,1.75503207214565,6.62836472606255,0.770045813745207,4.79698513858771,9.84504144365294,4.91671971800049,9.96562080586567,4.91960439030594,9.96850594834326
8.2,19.2,1.79576939854217,6.59549452644805,0.780762683206299,4.30788502972245,9.29717994041142,4.41883770186119,9.40897703018274,4.42151187733791,9.41165167571064
8.2,19.6,1.81454027935421,6.60351513971684,0.786747145618528,4.22907867587093,9.31813197474539,4.34025077207826,9.43018100935148,4.34293095692161,9.43286168243455
8,20.6,1.86808724093178,6.60002813692598,0.801476841367466,3.7244757828108,8.79169403883571,3.82735141117931,8.89546687827069,3.82983324929739,8.89794921609041
8,20.8,1.87987245802121,6.61807154645416,0.804328037296312,3.69069106206003,8.79755269362471,3.79362107615598,8.90139468574404,3.79610456019827,8.90387867775695
7.8,21.8,1.91419433837634,6.59722630121212,0.812130495024821,3.24991945913528,8.28017286059965,3.34491421198617,8.37608849367519,3.347207776077,8.37838257087479
7.8,22.6,1.93886323576626,6.62776792913754,0.820564179865452,3.13739463801234,8.29245192421713,3.23247791322845,8.38850979516383,3.23477484919557,8.39080727436003
7.6,24.4,1.97403514719553,6.58613210340284,0.832013056282365,2.67489905880283,7.79454098833747,2.76246976863283,7.88313111793043,2.76458778267631,7.88524970058545
7.6,25.4,1.99654724571868,6.6370991483386,0.838378262628325,2.56849661227735,7.79993603771596,2.65606769759656,7.88858748562443,2.65818714377618,7.89070753467215
7.4,27.6,2.01489556936257,6.57212406909739,0.845213382154911,2.1694794001711,7.31785540911371,2.24994059724589,7.39944378903919,2.25189084442319,7.40139466576185
7.4,27.4,2.01634113733873,6.58454570892925,0.84316893148695,2.1857381962881,7.31746232482949,2.26620613093551,7.3990463221718,2.26815627958523,7.40099709410161
7.4,28.8,2.03375373392961,6.61604310355419,0.850362192411529,2.0764884683025,7.31974310229157,2.15690408430456,7.40135252852359,2.15885479716214,7.40330390848886
7.2,33.6,2.05534556341519,6.57118457480479,0.859602015115712,1.62563333675157,6.86019476913295,1.69929526269387,6.93520741569134,1.70108790753948,6.93700081684588
7.2,36.6,2.07193751435454,6.59725760482401,0.86651169213353,1.48653564852361,6.8606480210866,1.56005095759409,6.93566562371835,1.56184363495625,6.93745914336262
