"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"pearson IV",11.037896283865,-19.0845562808565,0.6659,4.0555,0.1024,4.0546,0.6677,0.2893,3.0571,0.102757796635687,0.999389,4.4165,5.0426,5.6936,6.3725,7.082
"pearson IV",10.484151295654,-17.2054484514194,0.6713,4.0941,0.1041,4.1027,0.6742,0.299,3.066,0.103431086900269,0.999286,4.4735,5.1173,5.7889,6.4918,7.2288
"pearson IV",9.38295004623476,-13.1687078263168,0.6644,4.1461,0.0995,4.1515,0.666,0.3187,3.0589,0.102159608044881,0.999019,4.5646,5.2425,5.9553,6.707,7.5014
"pearson IV",8.66367935150862,-11.0831178504508,0.6657,4.2053,0.1008,4.1961,0.6664,0.337,3.0592,0.102125241276765,0.998773,4.6563,5.3662,6.1175,6.9146,7.7624
"pearson IV",8.45994213057682,-10.766750872985,0.6759,4.2462,0.1062,4.2116,0.673,0.3454,3.071,0.103485999770458,0.998685,4.7093,5.4344,6.2033,7.021,7.8923
"pearson IV",7.93453143685358,-9.34881687039742,0.6758,4.3,0.1024,4.342,0.6864,0.3628,3.0662,0.103246860742096,0.998435,4.7915,5.5464,6.3515,7.2124,8.1349
"pearson IV",7.3925462584151,-7.90910670945887,0.6698,4.355,0.1035,4.3798,0.6724,0.3832,3.0507,0.102193521034223,0.998115,4.8788,5.668,6.5153,7.4272,8.4108
"pearson IV",7.08601636812091,-7.17009157472849,0.6671,4.3945,0.1039,4.3683,0.6696,0.3972,3.0404,0.101677518497343,0.997894,4.9388,5.7514,6.6274,7.5743,8.5998
"pearson IV",6.75402375479694,-6.49919828755781,0.6706,4.4591,0.1038,4.4584,0.6709,0.4163,3.0337,0.101960086482041,0.997612,5.0284,5.8734,6.789,7.7836,8.8664
"pearson IV",6.59414011583431,-6.2543582604751,0.678,4.5066,0.1047,4.4571,0.6717,0.4281,3.0353,0.102831843071463,0.997453,5.0893,5.9545,6.8946,7.9187,9.0364
"pearson IV",6.29463338170201,-5.51897343043238,0.6665,4.5447,0.1011,4.548,0.6684,0.4457,3.0072,0.101140705878198,0.997137,5.1504,6.0437,7.0193,8.0876,9.2596
"pearson IV",6.02991629038844,-4.98668931042682,0.6634,4.6036,0.1044,4.6569,0.6746,0.4659,2.9863,0.100569619339086,0.996808,5.2318,6.158,7.1747,8.2936,9.5275
"pearson IV",5.93392732797191,-4.87942262338241,0.6711,4.6475,0.1021,4.5654,0.6608,0.4764,2.9866,0.101460026225854,0.996673,5.2851,6.2292,7.2676,8.4129,9.6782
"pearson IV",5.80115330953337,-4.68417656889697,0.6766,4.6994,0.1028,4.6668,0.673,0.4904,2.9804,0.102044770245063,0.996473,5.3496,6.3168,7.384,8.5643,9.8721
"pearson IV",5.55141753803846,-4.14127099754754,0.6638,4.7525,0.1022,4.6568,0.6554,0.5128,2.9404,0.100248358072825,0.996068,5.4243,6.4266,7.5387,8.7757,10.1541
"pearson IV",5.4931939696651,-4.12429272404872,0.6749,4.7996,0.1041,4.7767,0.6705,0.5228,2.9438,0.101552777174711,0.995956,5.4777,6.497,7.6296,8.8914,10.2995
"pearson IV",5.36733919392992,-3.9240380340023,0.6769,4.8534,0.1013,4.8773,0.6838,0.5388,2.928,0.101670795574287,0.995713,5.543,6.5879,7.7528,9.0547,10.5122
"pearson IV",5.22736347382888,-3.6729384583421,0.6742,4.9067,0.1013,4.95,0.6776,0.5565,2.9028,0.101192735936212,0.995424,5.6086,6.6815,7.8821,9.2289,10.7422
"pearson IV",5.15467786299996,-3.564158777548,0.6757,4.9438,0.1014,4.9327,0.6723,0.5674,2.891,0.101290665212187,0.995261,5.652,6.7422,7.9646,9.3387,10.8858
"pearson IV",4.97076884842571,-3.20239835485583,0.6634,5.0078,0.0997,4.9764,0.6575,0.5922,2.8419,0.0996343469069273,0.994821,5.7306,6.8586,8.1303,9.5674,11.1941
"pearson IV",4.92155073526781,-3.15263380962377,0.6679,5.0462,0.1008,5.0807,0.6738,0.602,2.8343,0.100108171661847,0.994689,5.7728,6.9165,8.2079,9.6696,11.3267
"pearson IV",4.85798793470813,-3.10219391994039,0.6765,5.1043,0.1007,5.0899,0.6747,0.616,2.8256,0.101028054620792,0.994512,5.8353,7.0017,8.3215,9.8184,11.5189
"pearson IV",4.76052611926431,-2.91137231934676,0.6679,5.1442,0.0992,5.3115,0.6769,0.6315,2.7915,0.0999116535231844,0.994238,5.8814,7.071,8.4215,9.9579,11.7087
"pearson IV",4.70161782135768,-2.84445642352337,0.6719,5.1935,0.1013,5.0223,0.659,0.6446,2.7771,0.100289709952053,0.994054,5.9338,7.144,8.5206,10.09,11.8821
"pearson IV",4.62355327813281,-2.71420380071318,0.6683,5.2403,0.0983,5.1898,0.6644,0.6599,2.7487,0.0997777375792374,0.993806,5.9842,7.2175,8.6243,10.2325,12.0739
"pearson IV",4.53789842813276,-2.57211806771439,0.6636,5.2948,0.099,5.3058,0.6637,0.6776,2.7144,0.0991418763509464,0.993518,6.0414,7.3014,8.7431,10.3965,12.2953
"pearson IV",4.47124129861035,-2.48292490255972,0.6644,5.3519,0.0969,5.1916,0.6568,0.6939,2.6887,0.0991325954553369,0.993278,6.0994,7.3842,8.8582,10.5528,12.5039
"pearson IV",4.42136715826392,-2.43573366865562,0.6695,5.4088,0.1027,5.279,0.6605,0.7083,2.6712,0.0996271124486802,0.993089,6.1557,7.463,8.9656,10.6966,12.6935
"pearson IV",4.37463869069796,-2.37227731079794,0.6697,5.4524,0.0993,5.6154,0.6728,0.7207,2.6502,0.0995684197531377,0.992907,6.1985,7.5245,9.0515,10.8139,12.8508
"pearson IV",4.34682709080773,-2.36386401261436,0.6771,5.4984,0.1011,5.5061,0.6793,0.7309,2.6423,0.100337255275271,0.992794,6.2427,7.5849,9.1325,10.9206,12.9896
"pearson IV",4.29053456940875,-2.28175217616558,0.6757,5.5517,0.0983,5.521,0.6782,0.7464,2.6131,0.100087127331431,0.992562,6.2935,7.6588,9.2368,11.0642,13.1837
"pearson IV",4.24302230242873,-2.21250836387184,0.6743,5.5987,0.0989,5.7,0.6915,0.76,2.5866,0.0998462484840967,0.992358,6.3375,7.723,9.3277,11.1898,13.3538
"pearson IV",4.1835278948443,-2.10186689037364,0.6652,5.6428,0.0988,5.563,0.664,0.7753,2.5466,0.0987797147471742,0.992094,6.3774,7.7849,9.4191,11.3205,13.5358
"pearson IV",4.16045203666668,-2.11055682426784,0.6763,5.6994,0.1043,5.4845,0.6617,0.7869,2.5396,0.099912497717895,0.991983,6.4293,7.8552,9.5126,11.4431,13.6946
"pearson IV",4.10254924323177,-2.00563644848531,0.6675,5.7488,0.0964,5.6595,0.6543,0.8032,2.4971,0.0988779509896516,0.991707,6.4722,7.9213,9.6102,11.5826,13.889
"pearson IV",4.07500034578377,-1.99465786698856,0.6748,5.8047,0.0994,5.6077,0.6629,0.8157,2.4828,0.0995928963059172,0.991568,6.5218,7.9901,9.7038,11.7076,14.0539
"pearson IV",4.04354793193517,-1.95359183238121,0.6746,5.8472,0.1002,5.7881,0.6804,0.827,2.4603,0.09950272922001,0.991409,6.5581,8.0432,9.7789,11.8117,14.1953
"pearson IV",4.00910903360229,-1.90421293969499,0.6727,5.8916,0.099,5.7938,0.6681,0.8393,2.4337,0.0992446277695076,0.991229,6.5953,8.0982,9.8578,11.9218,14.3462
"pearson IV",3.96153180982545,-1.832758540574,0.6687,5.9529,0.0948,6.0151,0.67,0.8564,2.3943,0.098743915170332,0.990974,6.6452,8.1728,9.9655,12.0734,14.555
"pearson IV",3.93414290448837,-1.80746512894053,0.6716,6.0043,0.1016,6.0481,0.6784,0.8687,2.3732,0.0989779642779071,0.990819,6.6875,8.2334,10.05,12.1891,14.7109
"pearson IV",3.89813416296802,-1.75233353733434,0.6678,6.0538,0.0999,5.8225,0.6567,0.8824,2.34,0.0985191411683716,0.990614,6.726,8.2914,10.1345,12.3087,14.8766
"pearson IV",3.87022707019746,-1.7142098596436,0.6662,6.0981,0.0978,5.9162,0.6594,0.894,2.3141,0.098305744011933,0.99045,6.7603,8.3424,10.2078,12.4115,15.0182
"pearson IV",3.83412272270024,-1.6662178053637,0.6645,6.1591,0.0983,6.1309,0.6772,0.9096,2.2791,0.0980563770349846,0.990231,6.8067,8.4112,10.3068,12.5504,15.2094
"pearson IV",3.8171172747612,-1.64539322834462,0.6642,6.1907,0.0999,6.2403,0.6696,0.9174,2.2622,0.0979961259327453,0.990125,6.8305,8.4463,10.3569,12.6205,15.3056
"pearson IV",3.79998656702042,-1.65692402750906,0.6761,6.2572,0.1027,5.8641,0.6622,0.9302,2.2504,0.099133212393469,0.990011,6.8845,8.52,10.4561,12.7521,15.4782
"pearson IV",3.76582677945215,-1.59204312308272,0.6669,6.3005,0.0989,6.9552,0.7062,0.9433,2.2102,0.0981460697272809,0.989796,6.9129,8.5662,10.5269,12.8564,15.6275
"pearson IV",3.75151979087573,-1.58831058038888,0.6719,6.3449,0.097,6.0711,0.6625,0.9525,2.1968,0.0986081299386005,0.989698,6.9471,8.6141,10.5928,12.9457,15.7469
"pearson IV",3.72739968765806,-1.56222191442084,0.6728,6.3998,0.0994,6.3944,0.6867,0.9652,2.17,0.0986365490286217,0.989539,6.9866,8.6721,10.6754,13.0608,15.9046
"pearson IV",3.71429105182085,-1.56021849360038,0.6782,6.4445,0.1024,5.8952,0.646,0.9742,2.157,0.0991214885587921,0.989447,7.0203,8.7193,10.7403,13.1487,16.022
"pearson IV",3.68000989515334,-1.50040691828076,0.6701,6.5012,0.0959,6.1413,0.647,0.9895,2.1126,0.098258234200967,0.98921,7.0561,8.7758,10.8257,13.2732,16.1991
"pearson IV",3.66201432928909,-1.48764343846496,0.6734,6.5546,0.0966,6.6781,0.6806,1.0008,2.0913,0.0985306894817963,0.989081,7.0939,8.8302,10.9021,13.3786,16.3423
"pearson IV",3.64807755121496,-1.47369692279445,0.6743,6.5921,0.0986,6.8551,0.6997,1.0091,2.0738,0.0985793688009459,0.988979,7.1195,8.8676,10.9554,13.4531,16.4445
"pearson IV",3.62179489638191,-1.42959821236506,0.6682,6.6426,0.0969,6.4073,0.6519,1.0219,2.0368,0.0979388365556476,0.988787,7.1498,8.9154,11.0273,13.5579,16.5936
"pearson IV",3.60538677656092,-1.42544813081622,0.6745,6.7052,0.0977,6.3729,0.6408,1.0343,2.0165,0.0984911078975537,0.988661,7.1938,8.9776,11.1137,13.6758,16.7524
"pearson IV",3.58963872281369,-1.40897335462272,0.6752,6.7507,0.1007,6.6266,0.676,1.0441,1.9946,0.0985071817468275,0.98854,7.2233,9.0211,11.176,13.7633,16.8732
"pearson IV",3.57006610019133,-1.38778988690488,0.6756,6.8081,0.0987,6.7701,0.6834,1.0565,1.9664,0.0984936249425936,0.988388,7.2597,9.075,11.2535,13.8724,17.0242
"pearson IV",3.54532034823578,-1.33844457593141,0.6656,6.8524,0.0992,6.7881,0.6721,1.0681,1.9261,0.0975028934314227,0.988196,7.2813,9.1118,11.312,13.9611,17.1541
"pearson IV",3.52779396615457,-1.31686305035022,0.6645,6.9035,0.0989,6.619,0.6557,1.0792,1.8987,0.0973573458473846,0.988053,7.3118,9.1576,11.3788,14.0562,17.287
"pearson IV",3.51036206670478,-1.29635965803708,0.6638,6.9573,0.0966,6.7686,0.6677,1.0906,1.8708,0.097247907823811,0.987911,7.3436,9.2053,11.4482,14.1548,17.4245
"pearson IV",3.50471030532196,-1.30984432703326,0.6733,7.0042,0.1009,6.8451,0.6754,1.0984,1.8641,0.0980953056656974,0.987859,7.3773,9.2511,11.5095,14.2359,17.5309
"pearson IV",3.49489057948347,-1.30645430323482,0.6769,7.048,0.0979,6.4346,0.6489,1.1067,1.8489,0.0983952442197547,0.987776,7.4052,9.291,11.5654,14.313,17.6357
"pearson IV",3.47579565465823,-1.27212784524774,0.6703,7.0938,0.0961,19.9208,0.8535,1.1173,1.8148,0.097747198231665,0.987617,7.4274,9.3273,11.6215,14.3965,17.7566
"pearson IV",3.45984947071178,-1.26046155034844,0.6732,7.1594,0.0955,6.5604,0.6506,1.13,1.7877,0.0979573494253021,0.987478,7.4665,9.3843,11.7028,14.5102,17.9131
"pearson IV",3.44601011842769,-1.24091275108699,0.6709,7.2032,0.0986,6.7497,0.6455,1.1391,1.7625,0.097711761230445,0.987356,7.4895,9.4197,11.7554,14.5863,18.021
"pearson IV",3.43809560424811,-1.24460627522878,0.6772,7.2524,0.0981,7.8678,0.7139,1.1477,1.7495,0.0982479606936518,0.987286,7.5209,9.4638,11.8162,14.6689,18.1319
"pearson IV",3.41773388335272,-1.20909916862194,0.6702,7.3097,0.0998,6.7086,0.6351,1.1601,1.71,0.0975652252928063,0.987103,7.5472,9.5064,11.8819,14.7666,18.2735
"pearson IV",3.40959224038641,-1.20059130655136,0.6703,7.3426,0.0982,7.9818,0.65,1.1664,1.6945,0.0975504837031613,0.987028,7.5649,9.5329,11.9203,14.8213,18.3499
"pearson IV",3.39306825584779,-1.17568810387701,0.6664,7.3983,0.0983,7.0378,0.6596,1.1777,1.6615,0.09715820603577,0.986877,7.5915,9.5745,11.9831,14.9131,18.4811
"pearson IV",3.38230292518809,-1.16572791840648,0.6672,7.4462,0.0986,7.4564,0.6854,1.1866,1.6402,0.0971929699438621,0.986777,7.617,9.6124,12.038,14.9909,18.5895
"pearson IV",3.37308182714297,-1.16387612578692,0.6714,7.4996,0.0971,6.9759,0.6679,1.196,1.6222,0.097539980219752,0.986689,7.6477,9.6566,12.1,15.0768,18.7069
"pearson IV",3.36795026892913,-1.16883491042769,0.6771,7.5404,0.0977,7.4798,0.6848,1.2027,1.6126,0.0980200693817939,0.986639,7.6728,9.6915,12.148,15.1418,18.7939
"pearson IV",3.3477350983785,-1.134139182996,0.6698,7.6086,0.0974,7.4831,0.6771,1.2163,1.5689,0.0973161358344903,0.986445,7.7013,9.7378,12.2195,15.2484,18.9489
"pearson IV",3.33836702081212,-1.12583968426334,0.6706,7.6554,0.098,7.1652,0.6519,1.2246,1.5487,0.0973603171961024,0.986353,7.725,9.773,12.2705,15.3209,19.05
"pearson IV",3.33061939814151,-1.12207333385246,0.6731,7.7004,0.0961,7.1501,0.6496,1.2324,1.5321,0.0975477930202105,0.986277,7.7489,9.8079,12.3202,15.3904,19.1459
"pearson IV",3.31716314802994,-1.0995373282833,0.6682,7.7509,0.0973,7.574,0.6499,1.242,1.5012,0.0970868521292192,0.986143,7.7691,9.8406,12.3707,15.4657,19.2554
"pearson IV",3.30376933581312,-1.08052239535376,0.6652,7.8091,0.0984,7.1729,0.6581,1.2526,1.4703,0.0967874055743241,0.986008,7.7941,9.8796,12.4295,15.5517,19.3786
"pearson IV",3.30170409295824,-1.09209654060449,0.6732,7.8459,0.0986,8.5489,0.6765,1.258,1.4664,0.0974634992856857,0.985985,7.8181,9.912,12.4726,15.6086,19.4529
"pearson IV",3.28843928917311,-1.06784983732388,0.667,7.8956,0.0953,8.8949,0.7029,1.2673,1.4344,0.0968923267659615,0.98585,7.8357,9.9415,12.5192,15.6793,19.557
"pearson IV",3.27665871417848,-1.05526120702014,0.6667,7.9587,0.0994,7.1688,0.6351,1.2781,1.406,0.0968276594741846,0.985727,7.8641,9.9845,12.5824,15.7702,19.6854
"pearson IV",3.2726702754572,-1.06410322230659,0.6745,8.0066,0.1002,7.283,0.6592,1.2853,1.397,0.0974703662577576,0.985683,7.8925,10.0237,12.6357,15.8418,19.7808
"pearson IV",3.2598638467812,-1.03381531002233,0.6641,8.0448,0.0952,7.1658,0.6273,1.2927,1.3644,0.0965509874391028,0.985552,7.9001,10.0401,12.6655,15.8911,19.8578
"pearson IV",3.25436733729159,-1.04433482800471,0.6739,8.1097,0.0997,7.1382,0.6614,1.3025,1.3512,0.0973595441821961,0.98549,7.9374,10.0918,12.7362,15.9865,19.9854
"pearson IV",3.24222346747108,-1.02041932221269,0.6668,8.1582,0.0997,9.2544,0.6991,1.3111,1.3195,0.0967225112059966,0.98536,7.9518,10.117,12.777,16.0496,20.0799
"pearson IV",3.24026817651512,-1.03231545832264,0.6754,8.1991,0.0977,7.3737,0.6607,1.3169,1.315,0.0974352459925091,0.985337,7.9773,10.1514,12.823,16.1104,20.1594
"pearson IV",3.22729357289337,-1.0053691612063,0.6668,8.2504,0.0969,7.6701,0.6586,1.3259,1.2802,0.0966728973171045,0.985198,7.9908,10.176,12.8639,16.1747,20.2567
"pearson IV",3.22026489866059,-0.998503402918577,0.6669,8.2955,0.096,7.6831,0.6543,1.3331,1.2613,0.0966595898698956,0.985119,8.0097,10.2046,12.9058,16.2351,20.3421
"pearson IV",3.21589016212989,-1.00980820082105,0.677,8.3581,0.0961,7.5972,0.6406,1.3421,1.2499,0.0974715297655817,0.985068,8.045,10.2533,12.9722,16.3243,20.4611
"pearson IV",3.20326892163232,-0.9765978478631,0.6638,8.3966,0.0942,7.6485,0.6561,1.3491,1.2146,0.0963418168988354,0.984929,8.0479,10.2639,12.995,16.3656,20.5292
"pearson IV",3.19569612007868,-0.968885739043122,0.6637,8.4477,0.0968,7.8808,0.6587,1.357,1.1933,0.096305956263769,0.984843,8.0682,10.2948,13.0406,16.4315,20.6227
"pearson IV",3.19316366112325,-0.980893973646918,0.6732,8.498,0.099,7.8478,0.6249,1.364,1.1863,0.0970742133647494,0.984812,8.0975,10.3348,13.0944,16.503,20.7172
"pearson IV",3.18365180118242,-0.962702781018801,0.6675,8.5452,0.0981,7.6743,0.6642,1.3715,1.1589,0.0965740488169747,0.984705,8.1103,10.3569,13.1302,16.5584,20.7999
"pearson IV",3.17966623419151,-0.968045419321628,0.6736,8.5953,0.0952,8.0004,0.6868,1.3787,1.1474,0.0970619510727202,0.984656,8.1359,10.3929,13.1799,16.6262,20.8917
"pearson IV",3.16985608244687,-0.950810659586452,0.6687,8.6498,0.0953,7.9346,0.6784,1.387,1.1185,0.0966221567444517,0.984542,8.1518,10.4193,13.2216,16.6897,20.9855
"pearson IV",3.16367049660534,-0.944648490670836,0.6686,8.6962,0.0964,7.3496,0.6417,1.3938,1.0999,0.0965977521519215,0.984471,8.1692,10.4458,13.2609,16.7464,21.0661
"pearson IV",3.15651743387035,-0.936873141041724,0.6682,8.7492,0.0973,10.799,0.7559,1.4016,1.0783,0.0965329210827017,0.984385,8.1885,10.4754,13.3048,16.8103,21.1573
"pearson IV",3.1476899361962,-0.92305219799839,0.6646,8.806,0.0967,7.9345,0.6639,1.4099,1.0511,0.0962177766656906,0.98428,8.2057,10.5032,13.3479,16.8749,21.2518
"pearson IV",3.14775580205466,-0.937290134676732,0.6744,8.8401,0.0966,8.1405,0.6791,1.4143,1.0511,0.0969997022699848,0.984279,8.2283,10.533,13.3867,16.9249,21.3156
"pearson IV",3.14102375436667,-0.935733960692771,0.6779,8.9071,0.0971,8.028,0.6554,1.4237,1.0299,0.0972571706031188,0.984197,8.2562,10.5738,13.4451,17.0073,21.4302
"pearson IV",3.13379057701025,-0.919096326501109,0.6713,8.9428,0.0972,7.5814,0.6138,1.429,1.0072,0.0967030218039643,0.984112,8.262,10.5858,13.4665,17.0424,21.4851
"pearson IV",3.12802348803333,-0.913038703260943,0.6711,8.9902,0.1006,8.846,0.6597,1.4355,0.9887,0.096659267336532,0.984041,8.2784,10.6109,13.5039,17.0968,21.5628
"pearson IV",16.2774070989573,-91.9069829553831,0.7227,4.0295,0.1107,4.0555,0.7262,0.2542,3.1141,0.112163270309667,0.999818,4.2977,4.8641,5.4419,6.0333,6.6396
"pearson IV",11.0681269958615,-20.9930897578364,0.6963,4.1198,0.1072,4.1418,0.6979,0.2954,3.0972,0.107210310389438,0.999378,4.4856,5.1245,5.7891,6.4825,7.2073
"pearson IV",10.8914290910959,-20.9021648459602,0.708,4.1543,0.1101,4.1276,0.7049,0.3005,3.1134,0.108885669533241,0.999342,4.5269,5.1757,5.8516,6.5574,7.2962
"pearson IV",10.0404331278219,-17.1085860173916,0.7066,4.1964,0.1082,4.2066,0.7067,0.3146,3.1131,0.108408582896872,0.999169,4.5967,5.2704,5.9758,6.7166,7.4961
"pearson IV",9.07524151698686,-13.4936333916197,0.7055,4.2595,0.1069,4.2807,0.7096,0.3354,3.1108,0.107886119866278,0.9989,4.6978,5.4077,6.1566,6.9488,7.7886
"pearson IV",8.70109795284923,-12.4574170266022,0.7123,4.3062,0.1119,4.3293,0.7168,0.3469,3.1179,0.108686034114368,0.998761,4.7622,5.4926,6.2658,7.0865,7.9595
"pearson IV",8.35204883445054,-11.3755168282613,0.7132,4.3408,0.1085,4.352,0.7163,0.3576,3.1166,0.10864085278099,0.998618,4.8142,5.5631,6.3586,7.2058,8.11
"pearson IV",7.71383317102678,-9.40061413708609,0.7077,4.3987,0.1049,4.4535,0.7106,0.379,3.1018,0.107516669466737,0.998293,4.9071,5.6921,6.5319,7.4327,8.4006
"pearson IV",7.18853604361182,-7.94428941756487,0.7023,4.4586,0.1064,4.4138,0.7008,0.401,3.0841,0.106450916621231,0.99795,5.0002,5.822,6.7072,7.6629,8.6969
"pearson IV",6.89242717698216,-7.22973781079566,0.702,4.5064,0.1056,4.5743,0.7077,0.4166,3.0745,0.106204101732857,0.997714,5.0688,5.9167,6.8338,7.8284,8.909
"pearson IV",6.81501805149019,-7.19854091717396,0.7127,4.5456,0.1075,4.5691,0.7167,0.4238,3.0839,0.107570011817794,0.99764,5.1142,5.9751,6.9075,7.92,9.0215
"pearson IV",6.49203020241112,-6.44613939141203,0.7121,4.6073,0.1075,4.5878,0.7122,0.4441,3.0683,0.107201290713841,0.997328,5.2006,6.095,7.0688,8.1319,9.2945
"pearson IV",6.21415147573315,-5.71659646880068,0.7005,4.6428,0.1056,4.6777,0.7076,0.4612,3.0389,0.105448668400954,0.997022,5.2584,6.18,7.1884,8.2947,9.5104
"pearson IV",6.03956156855216,-5.43688911102712,0.7082,4.7063,0.1061,4.7581,0.7083,0.4776,3.0343,0.106272645553734,0.996796,5.3368,6.2861,7.3284,8.4757,9.7411
"pearson IV",5.84090729690809,-4.98566594670108,0.7024,4.7488,0.1062,4.7064,0.7027,0.494,3.0108,0.105324263866506,0.996517,5.3966,6.3719,7.4473,8.6359,9.9521
"pearson IV",5.76625607235683,-4.93190510702599,0.7128,4.7972,0.1078,4.8242,0.7219,0.5043,3.0138,0.106544823826464,0.996398,5.4515,6.4444,7.5412,8.7555,10.1024
"pearson IV",5.50154259782936,-4.33036116161849,0.7004,4.8579,0.1041,4.8099,0.6909,0.5294,2.9698,0.104688808345475,0.995957,5.5358,6.568,7.715,8.9928,10.4187
"pearson IV",5.43838707073871,-4.28723597496748,0.71,4.9057,0.1076,4.9709,0.7168,0.5399,2.9703,0.105785325272241,0.995833,5.5889,6.6386,7.8071,9.111,10.5683
"pearson IV",5.35201451464929,-4.15748104932252,0.7138,4.9501,0.1061,4.983,0.7149,0.5519,2.9608,0.10613237944422,0.995663,5.6405,6.7097,7.9027,9.2368,10.7312
"pearson IV",5.21028052316979,-3.89572650856571,0.7126,5.0091,0.1067,5.1187,0.718,0.5708,2.9354,0.105781656340675,0.995364,5.7115,6.8105,8.0414,9.4231,10.9768
"pearson IV",5.1044069188647,-3.70484255111776,0.7116,5.0572,0.1049,5.123,0.7228,0.5861,2.9137,0.105498862755005,0.995126,5.7681,6.8912,8.1528,9.5732,11.1751
"pearson IV",4.96734591381764,-3.41185991853429,0.7011,5.1027,0.103,5.0747,0.7022,0.6048,2.8741,0.104053567928924,0.994793,5.8248,6.9761,8.2747,9.7426,11.4047
"pearson IV",4.93128760766471,-3.39484098528512,0.7085,5.1418,0.1047,5.0649,0.7,0.6133,2.8717,0.104862650737272,0.994694,5.8657,7.031,8.347,9.8363,11.5245
"pearson IV",4.8068381490102,-3.1569062911435,0.7019,5.1996,0.1024,5.0819,0.696,0.6337,2.8331,0.103883774803432,0.994354,5.932,7.1284,8.4847,10.0258,11.7796
"pearson IV",4.74489799901797,-3.08929070768272,0.7078,5.2551,0.1045,5.281,0.704,0.6478,2.8196,0.104457044281441,0.994171,5.99,7.2086,8.5932,10.1696,11.9672
"pearson IV",4.6722910635653,-2.97724672901118,0.7082,5.3065,0.1028,5.3555,0.7159,0.6628,2.7968,0.104374686362149,0.993945,6.0445,7.2863,8.7008,10.3153,12.161
"pearson IV",4.62028220915003,-2.90354748224607,0.7097,5.3486,0.1044,5.5144,0.7127,0.6746,2.78,0.104444968292927,0.993776,6.0879,7.3479,8.7857,10.4299,12.313
"pearson IV",4.57772838454647,-2.85461783534102,0.7133,5.3907,0.1044,5.411,0.7131,0.6853,2.7673,0.104766342309483,0.99363,6.1304,7.4072,8.8665,10.5379,12.4552
"pearson IV",4.50822902857885,-2.7366520861648,0.7107,5.4401,0.106,5.5756,0.7245,0.7008,2.7382,0.10433478275684,0.993389,6.1811,7.4812,8.971,10.6817,12.6491
"pearson IV",4.42100998101616,-2.57762872792408,0.7039,5.4984,0.1054,5.431,0.7078,0.7204,2.6959,0.103405909239349,0.993072,6.2401,7.5692,9.0973,10.8579,12.8893
"pearson IV",4.35154159554094,-2.46668673921702,0.7014,5.5576,0.1011,5.7855,0.7196,0.7382,2.6615,0.102989432122675,0.9928,6.2977,7.6534,9.2164,11.0223,13.1117
"pearson IV",4.32216668823548,-2.44393466519006,0.7064,5.6002,0.1023,5.3747,0.6912,0.7482,2.6502,0.103461190922749,0.99268,6.3376,7.7089,9.2919,11.123,13.2442
"pearson IV",4.27659612714127,-2.38744543013349,0.7087,5.6539,0.106,5.8881,0.7253,0.7622,2.6278,0.103606436155744,0.992486,6.3878,7.7804,9.3911,11.258,13.4247
"pearson IV",4.23386965897819,-2.33089411458792,0.7098,5.7039,0.1039,5.653,0.7086,0.7756,2.6047,0.103628875733,0.992302,6.4337,7.8464,9.4835,11.3843,13.5944
"pearson IV",4.203445812352,-2.2931403547544,0.7112,5.7426,0.1022,6.0552,0.7226,0.7857,2.5879,0.103709439373693,0.992165,6.4688,7.8967,9.5535,11.4799,13.7227
"pearson IV",4.14248219445348,-2.1851356560383,0.7047,5.7983,0.1032,5.7106,0.703,0.8033,2.546,0.102873057758387,0.991885,6.5185,7.9718,9.6628,11.6341,13.9355
"pearson IV",4.09675724708941,-2.11162972742459,0.7015,5.848,0.104,5.9033,0.703,0.8178,2.5137,0.102419546018588,0.991664,6.5618,8.0363,9.7555,11.764,14.1137
"pearson IV",4.07063816487323,-2.10664059052593,0.7106,5.9087,0.1022,5.9208,0.7089,0.8306,2.5009,0.103308148647583,0.991532,6.6143,8.1086,9.8532,11.8939,14.2841
"pearson IV",4.01977110275999,-2.01311671984964,0.7029,5.959,0.1013,5.9013,0.6989,0.8466,2.4589,0.102378266177408,0.991273,6.656,8.173,9.9484,12.0301,14.4743
"pearson IV",4.00833340557292,-2.01592141878093,0.7086,5.9919,0.1042,5.8923,0.7111,0.8531,2.4533,0.102935486042461,0.991211,6.6839,8.2111,9.9996,12.0978,14.5627
"pearson IV",3.97621243285574,-1.98913735754322,0.7138,6.0554,0.1064,6.0416,0.7224,0.8677,2.4307,0.103380207123728,0.991035,6.7366,8.2857,10.1028,12.238,14.7504
"pearson IV",3.9457986109145,-1.94736712168553,0.7134,6.1025,0.1037,6.0222,0.7071,0.8799,2.4053,0.103253974100954,0.990868,6.7745,8.3414,10.1821,12.3485,14.9013
"pearson IV",3.91643943104334,-1.9033117801731,0.7117,6.1459,0.1014,6.2,0.7256,0.8915,2.3788,0.10299137794404,0.990702,6.8086,8.3922,10.2554,12.4515,15.0432
"pearson IV",3.88221259332262,-1.86307802008232,0.7133,6.2097,0.1024,5.8877,0.7105,0.907,2.3487,0.103050839822015,0.990501,6.8586,8.4648,10.3579,12.5934,15.2362
