"distribution","shape1","shape2","skewness","kurtosis","m.star.sample","kurtosis.sample","skewness.sample","A","B","m.star","r2","alpha.100","alpha.1000","alpha.10000","alpha.100000","alpha.1000000"
"pearson IV",3.75881629322609,-0.53190400106064,0.2319,5.4959,0.0572,5.4137,0.2309,0.7786,2.0207,0.0566061375829613,0.989943,5.8999,7.268,8.8874,10.8089,13.0929
"pearson IV",3.7322744341814,-0.530699768081773,0.2358,5.5518,0.0568,5.4133,0.2347,0.7925,1.999,0.0571588396759923,0.989762,5.9501,7.339,8.9855,10.9424,13.2719
"pearson IV",3.70533932663267,-0.526431308215251,0.2385,5.6097,0.0556,5.4263,0.2346,0.8065,1.9753,0.0576038045544124,0.989571,5.9994,7.409,9.083,11.0756,13.4516
"pearson IV",3.6880969064394,-0.525390404342208,0.2411,5.6489,0.0564,5.9986,0.2563,0.8161,1.9597,0.0579638997788882,0.989448,6.0333,7.4571,9.1497,11.1667,13.5741
"pearson IV",3.66967160804803,-0.526150566352764,0.2447,5.693,0.0602,5.9624,0.2585,0.8269,1.9428,0.0584331745754938,0.989314,6.0722,7.5121,9.2257,11.2701,13.7129
"pearson IV",3.63028680333868,-0.455712359274738,0.2185,5.7575,0.0564,5.8283,0.2341,0.8375,1.8932,0.0563375062773434,0.989035,6.0796,7.5322,9.265,11.3371,13.8188
"pearson IV",3.60678653020971,-0.428600810514297,0.2093,5.806,0.0534,6.2265,0.2514,0.8467,1.8648,0.0556945027036776,0.988859,6.1,7.565,9.3152,11.4111,13.925
"pearson IV",3.59000166945625,-0.448270962927956,0.2217,5.8599,0.0552,5.6434,0.2127,0.861,1.8499,0.0569521666562174,0.988723,6.1585,7.6453,9.4237,11.5556,14.1156
"pearson IV",3.57602281885222,-0.456601331519894,0.2283,5.9025,0.0601,5.8523,0.2451,0.8716,1.8358,0.0576558526517219,0.988611,6.199,7.7018,9.5008,11.6597,14.2542
"pearson IV",3.55473310869839,-0.414325036761351,0.2108,5.9425,0.0578,5.8791,0.2289,0.8771,1.8052,0.0562656590018111,0.988449,6.1986,7.7075,9.5164,11.6898,14.3053
"pearson IV",3.53863047449105,-0.424817708346061,0.2188,5.9948,0.0576,5.6764,0.2049,0.89,1.7878,0.0571238977611614,0.988314,6.2476,7.7758,9.6098,11.8159,14.4735
"pearson IV",3.51613939311821,-0.403832107007038,0.2119,6.0528,0.057,5.8203,0.2071,0.901,1.7572,0.056702685215771,0.98813,6.2752,7.8185,9.6734,11.9079,14.6037
"pearson IV",3.5059994303314,-0.43157271998236,0.2282,6.0991,0.0565,6.1771,0.2081,0.9139,1.7481,0.0582315164344082,0.988035,6.3325,7.8959,9.7765,12.0436,14.7808
"pearson IV",3.49619464891311,-0.451353386189323,0.2405,6.1418,0.0616,5.8322,0.2387,0.9252,1.738,0.0593966259281228,0.987945,6.3801,7.9608,9.8635,12.159,14.9324
"pearson IV",3.47398420764739,-0.439119603219675,0.2383,6.2091,0.0604,6.2932,0.2454,0.9388,1.7065,0.0593927609175343,0.987757,6.42,8.0199,9.9487,12.2792,15.0989
"pearson IV",3.45887747699628,-0.41071448004921,0.2258,6.2451,0.0582,6.1715,0.2394,0.9438,1.682,0.0584337760285867,0.987628,6.4227,8.0284,9.9662,12.3098,15.1484
"pearson IV",3.44120282592531,-0.38949476180994,0.2174,6.296,0.0596,6.1164,0.1967,0.9525,1.6541,0.0578652129712784,0.987474,6.4407,8.0578,10.0117,12.3777,15.2468
"pearson IV",3.42367850091541,-0.353926885530585,0.2007,6.341,0.056,6.0762,0.1731,0.9579,1.6242,0.0565832675919596,0.987323,6.44,8.063,10.0262,12.4064,15.296
"pearson IV",3.40608303642948,-0.352904604445677,0.2031,6.407,0.056,6.4325,0.1913,0.9715,1.5972,0.0569671765498541,0.987157,6.4841,8.1265,10.1159,12.5308,15.4664
"pearson IV",3.39347086021211,-0.354905372376321,0.2065,6.4575,0.0569,6.0833,0.1843,0.9821,1.5775,0.0573804792125056,0.987039,6.5198,8.1776,10.1875,12.6295,15.6007
"pearson IV",3.38138067267253,-0.35450224708952,0.2085,6.5059,0.0581,6.6979,0.2365,0.9919,1.558,0.0576658295199395,0.986922,6.5515,8.2233,10.252,12.7191,15.7235
"pearson IV",3.36993613020866,-0.346659804306226,0.2059,6.5487,0.0559,6.1785,0.1808,0.9995,1.5383,0.0575656047439143,0.986812,6.5719,8.2541,10.2972,12.7839,15.8146
"pearson IV",3.36030482516042,-0.35116402783338,0.2104,6.5921,0.058,6.0541,0.2042,1.0088,1.5223,0.0580375693430553,0.986718,6.6042,8.2999,10.361,12.8713,15.933
"pearson IV",3.34330080773565,-0.332063448981848,0.202,6.655,0.0555,6.4079,0.185,1.0187,1.4911,0.0575087895143075,0.986555,6.6251,8.3338,10.4131,12.9488,16.0453
"pearson IV",3.33274940735311,-0.326345769927138,0.2005,6.699,0.0586,7.0435,0.1743,1.0264,1.4718,0.057487548106563,0.986451,6.6467,8.3661,10.4601,13.0157,16.139
"pearson IV",3.32354154708446,-0.35115827162005,0.2174,6.7568,0.0613,6.6867,0.2552,1.0411,1.4569,0.0589980087229408,0.98635,6.7074,8.449,10.5719,13.1646,16.3356
"pearson IV",3.31293143756455,-0.34227129806322,0.214,6.8013,0.0565,7.6056,0.1873,1.0484,1.4365,0.0588219594577442,0.986245,6.7255,8.477,10.6135,13.2251,16.4215
"pearson IV",3.30567685609916,-0.349730436381651,0.2201,6.8414,0.0594,6.8197,0.2568,1.0571,1.4232,0.0594017678300894,0.986166,6.7572,8.5214,10.6747,13.3083,16.5336
"pearson IV",3.29052532998496,-0.316414916406851,0.2021,6.8949,0.0563,7.2835,0.2103,1.0622,1.3915,0.0580687512025119,0.986014,6.7541,8.5235,10.6856,13.3329,16.5787
"pearson IV",3.28474917483632,-0.349326575988671,0.2242,6.9463,0.0588,6.3177,0.2103,1.0767,1.3821,0.0599487792255965,0.985946,6.8188,8.6106,10.8014,13.4852,16.7772
"pearson IV",3.2736283914221,-0.35398812492704,0.2295,7.0079,0.0605,7.006,0.2006,1.0887,1.3597,0.0605010603020703,0.985825,6.8593,8.6684,10.8823,13.5968,16.9295
"pearson IV",3.26790818587528,-0.372977601016406,0.2431,7.0531,0.0619,6.5763,0.2387,1.0997,1.3488,0.0616668077626871,0.985761,6.9047,8.7304,10.9658,13.708,17.0761
"pearson IV",3.25920514595974,-0.370771146049723,0.2437,7.0992,0.0622,6.8577,0.2516,1.1077,1.3303,0.0617984778520586,0.985666,6.9286,8.7655,11.0162,13.7791,17.175
"pearson IV",3.24927836175985,-0.367558360066963,0.2439,7.1526,0.0637,6.6541,0.2528,1.1169,1.3087,0.0619122148416468,0.98556,6.955,8.8046,11.0726,13.859,17.2863
"pearson IV",3.23922224179958,-0.365603718378581,0.2449,7.2092,0.0648,7.0377,0.2612,1.1267,1.2865,0.0620979764909176,0.98545,6.9841,8.8473,11.1339,13.9453,17.4062
"pearson IV",3.23055801524431,-0.360654400721658,0.2437,7.2564,0.0626,6.4827,0.2174,1.1343,1.2669,0.0620821797702679,0.985354,7.0045,8.8781,11.1789,14.0098,17.4972
"pearson IV",3.22046490453556,-0.34031227331236,0.2323,7.3011,0.0593,7.7274,0.2367,1.1389,1.2433,0.0612679212229261,0.985243,7.0062,8.8848,11.1937,14.0368,17.542
"pearson IV",3.21013350670785,-0.322345151275163,0.2223,7.3509,0.0607,8.6609,0.125,1.1445,1.2187,0.0605795323065121,0.98513,7.0121,8.8974,11.2163,14.0741,17.6004
"pearson IV",3.20449451181293,-0.330910224363208,0.2295,7.3934,0.0631,7.4604,0.2478,1.1532,1.2055,0.0612114671917162,0.985063,7.0439,8.9418,11.2775,14.1574,17.7125
"pearson IV",3.19989281807095,-0.351321543919621,0.2446,7.4403,0.0629,6.8542,0.2083,1.1644,1.1949,0.062471021887947,0.985005,7.0911,9.0061,11.3638,14.2721,17.8637
"pearson IV",3.18701789159328,-0.322413941561477,0.2275,7.5008,0.0618,7.5094,0.2521,1.1697,1.163,0.0612454364058306,0.984862,7.0888,9.0092,11.376,14.2985,17.9113
"pearson IV",3.17989778678119,-0.332645980606554,0.2364,7.5579,0.0612,7.7717,0.2518,1.1809,1.1453,0.0620240757563751,0.984777,7.1291,9.0658,11.4542,14.405,18.0552
"pearson IV",3.17447137800604,-0.32804216216947,0.2344,7.5914,0.064,8.4633,0.2848,1.1856,1.1316,0.0619262381910171,0.984714,7.1403,9.0832,11.4803,14.4433,18.1101
"pearson IV",3.16538600064442,-0.315289828310255,0.2274,7.6445,0.0622,7.0176,0.1964,1.192,1.1082,0.0614758052354607,0.984607,7.151,9.1017,11.5104,14.4899,18.1799
"pearson IV",3.16010585577786,-0.337502053723671,0.2447,7.7025,0.0616,7.204,0.2358,1.2052,1.0943,0.0628873546679617,0.984537,7.2054,9.176,11.6106,14.6236,18.3569
"pearson IV",3.15220567342266,-0.330839550370583,0.2418,7.7547,0.0608,7.5944,0.2371,1.2123,1.0734,0.0627478844623284,0.984445,7.2223,9.2024,11.6502,14.6816,18.4401
"pearson IV",3.14562913305312,-0.323410307141487,0.238,7.7974,0.0631,6.9819,0.1889,1.2177,1.0558,0.0625227588721008,0.984365,7.2334,9.2204,11.678,14.7234,18.5013
"pearson IV",3.1398662311323,-0.326300112216966,0.2416,7.8444,0.0653,7.4677,0.227,1.2256,1.0399,0.0628621025452158,0.984295,7.2587,9.2568,11.7294,14.7949,18.5996
"pearson IV",3.13178494488448,-0.315092738181585,0.2353,7.8972,0.0628,7.2165,0.2325,1.2316,1.0178,0.0624629020318884,0.984197,7.2691,9.2747,11.7583,14.8395,18.6664
"pearson IV",3.1261471093744,-0.316492057091556,0.2377,7.9437,0.0623,7.3906,0.2353,1.239,1.002,0.0627142670332882,0.984127,7.2919,9.3077,11.8053,14.9054,18.7575
"pearson IV",3.11888999531418,-0.323396603512112,0.2447,8.0098,0.0636,34.3628,-0.1617,1.2503,0.9809,0.0633361670487698,0.984033,7.33,9.3619,11.8812,15.0102,18.9008
"pearson IV",3.11266631677374,-0.319541926238686,0.2434,8.0581,0.0628,7.1595,0.2453,1.2568,0.9631,0.0633039656745121,0.983956,7.3465,9.387,11.9184,15.0641,18.9775
"pearson IV",3.10695211394504,-0.317028299176833,0.243,8.1043,0.0632,11.1075,0.333,1.2632,0.9463,0.063333792062224,0.983884,7.3634,9.4125,11.9558,15.1178,19.0536
"pearson IV",3.1012180560641,-0.315737561707152,0.2435,8.1528,0.0632,7.8488,0.2726,1.27,0.9294,0.0634358841857571,0.983811,7.3827,9.4411,11.9973,15.177,19.1367
"pearson IV",3.09100486946804,-0.26123487888556,0.2039,8.1912,0.0611,7.6244,0.1958,1.264,0.9018,0.0605336347345402,0.983689,7.3267,9.3724,11.9149,15.0803,19.0255
"pearson IV",3.08468330248864,-0.259808337105438,0.2042,8.247,0.0589,7.5681,0.158,1.2717,0.8825,0.0606348181225057,0.983609,7.3477,9.4038,11.9606,15.1456,19.1174
"pearson IV",3.07946750647342,-0.270576342414599,0.2138,8.3049,0.0597,7.9312,0.2002,1.2823,0.8657,0.0614299259748106,0.983538,7.3862,9.4578,12.035,15.2471,19.2546
"pearson IV",3.07828674589889,-0.297852849480463,0.2355,8.3429,0.0622,7.6072,0.1455,1.2937,0.8601,0.0630904247173973,0.983515,7.4387,9.528,12.1278,15.3684,19.4122
"pearson IV",3.0715282053235,-0.28524923232547,0.2273,8.3944,0.063,7.4202,0.2404,1.2981,0.8397,0.0625468715799476,0.983429,7.4425,9.5368,12.1444,15.3967,19.4574
"pearson IV",3.06589926854195,-0.283006493030349,0.2269,8.4468,0.063,8.1556,0.2338,1.3048,0.8217,0.0625858205802979,0.983355,7.4602,9.5636,12.1838,15.4534,19.5379
"pearson IV",3.06105417711847,-0.285116487362888,0.2298,8.4969,0.0648,8.0142,0.2124,1.3122,0.8058,0.0628626825772296,0.983289,7.4829,9.5964,12.2305,15.5189,19.6287
"pearson IV",3.05299971529655,-0.260660371540347,0.2121,8.5534,0.0626,7.4217,0.1949,1.3141,0.7816,0.0616328448539606,0.983185,7.4705,9.5845,12.2211,15.5151,19.6346
"pearson IV",3.04936897811247,-0.2659048933757,0.2172,8.596,0.064,7.1282,0.1847,1.3211,0.7691,0.062061593274315,0.983136,7.4942,9.6182,12.2681,15.5797,19.7228
"pearson IV",3.04627600046713,-0.286400707605295,0.2347,8.6499,0.0622,7.3501,0.2005,1.3331,0.7566,0.0634030250496521,0.98309,7.5436,9.6857,12.359,15.701,19.8833
"pearson IV",3.03872572633578,-0.251539289824897,0.208,8.6938,0.0635,7.716,0.2044,1.3304,0.7348,0.0615114069806899,0.982993,7.5102,9.6456,12.3124,15.6484,19.826
"pearson IV",3.03348405121965,-0.252079155815532,0.2097,8.7511,0.0634,7.4461,0.1868,1.338,0.7168,0.061704261819125,0.982921,7.5321,9.6778,12.3588,15.7143,19.9182
"pearson IV",3.03162237601355,-0.274376598642208,0.2286,8.7952,0.0651,8.3505,0.1996,1.3492,0.7077,0.0631303876002405,0.982891,7.5806,9.7435,12.4466,15.8303,20.0705
"pearson IV",3.02667152893869,-0.274729782885406,0.2302,8.8511,0.0607,7.2979,0.2108,1.3565,0.6902,0.0633085213391599,0.982822,7.6014,9.7742,12.4908,15.8932,20.1587
"pearson IV",3.02134099621512,-0.26095501122484,0.22,8.8967,0.0626,8.0927,0.1635,1.3588,0.673,0.0626263541644577,0.98275,7.5976,9.7723,12.4927,15.9015,20.177
"pearson IV",3.01865797387343,-0.27972424423648,0.2365,8.9489,0.0612,8.2496,0.2163,1.37,0.6611,0.0638725383390785,0.982709,7.6437,9.8353,12.5777,16.0148,20.3272
"pearson IV",3.01131027789461,-0.249973609819775,0.2132,9.0022,0.0614,8.0913,0.2272,1.3691,0.6384,0.062258311318835,0.982611,7.6182,9.8059,12.5451,15.9806,20.2937
"pearson IV",20.3370149833057,-20.8295528333634,0.3174,3.3236,0.0533,3.3372,0.3209,0.1654,2.5455,0.0511401744730766,0.999994,3.3084,3.6881,4.0677,4.4487,4.8326
"pearson IV",19.9178797290986,-21.1888446483761,0.331,3.3413,0.0526,3.3419,0.3283,0.1688,2.5652,0.0531844993709617,0.99999,3.3442,3.7309,4.1179,4.507,4.8995
"pearson IV",14.4709694883577,-11.269768054476,0.3152,3.4059,0.0516,3.3918,0.3186,0.1883,2.5793,0.0518607078217331,0.999881,3.454,3.8767,4.3056,4.7424,5.189
"pearson IV",13.528118783785,-10.5654228956136,0.3306,3.4434,0.0542,3.4387,0.3306,0.1973,2.6067,0.0543053653104115,0.999825,3.525,3.9652,4.4136,4.8722,5.3428
"pearson IV",11.5385661979648,-7.92861302515026,0.3308,3.5051,0.0562,3.4865,0.3245,0.215,2.6262,0.0549834927710281,0.999643,3.6315,4.1042,4.5903,5.0923,5.6123
"pearson IV",9.79770873173605,-5.36353494170122,0.3047,3.5599,0.0535,3.5638,0.3066,0.2335,2.6145,0.0522435085830214,0.99936,3.712,4.2169,4.7418,5.2897,5.8635
"pearson IV",9.09634435225744,-4.67905592812225,0.305,3.6049,0.052,3.5709,0.2998,0.2467,2.6233,0.0527503274319273,0.999169,3.7863,4.3149,4.8677,5.4482,6.0598
"pearson IV",8.87576524909586,-4.78282012632536,0.3246,3.641,0.0551,3.6067,0.3164,0.2556,2.6486,0.0555350337049086,0.99908,3.8552,4.4007,4.9728,5.575,6.211
"pearson IV",8.8137921368517,-5.15819328135252,0.3519,3.6756,0.06,3.6705,0.3493,0.2629,2.6808,0.0592251835779916,0.999039,3.9224,4.4824,5.0703,5.69,6.3451
"pearson IV",7.75205120352795,-3.68571217091056,0.3237,3.7434,0.0585,3.7454,0.3257,0.2865,2.6574,0.0563451334804327,0.998585,4.0179,4.6177,5.2546,5.9333,6.659
"pearson IV",7.08981328395288,-2.90370135806967,0.3047,3.808,0.0544,3.7854,0.3012,0.3077,2.6387,0.0546248906179622,0.998164,4.106,4.7413,5.4218,6.1536,6.9429
"pearson IV",6.80434639593819,-2.64371171626262,0.3011,3.8487,0.0538,3.874,0.3022,0.3204,2.6339,0.0545469293374963,0.997931,4.1646,4.8213,5.5279,6.2912,7.1181
"pearson IV",6.49364542827615,-2.41700900106039,0.3022,3.9053,0.0548,3.8922,0.3021,0.3375,2.632,0.0551419473080791,0.99763,4.2489,4.9348,5.677,6.483,7.3609
"pearson IV",6.39769425407052,-2.48796568772197,0.3197,3.9426,0.058,3.93,0.3166,0.3477,2.6482,0.0574484721206049,0.99751,4.3154,5.0196,5.7832,6.6143,7.5212
"pearson IV",6.21288035373297,-2.41834692579228,0.3293,3.9926,0.0573,3.9599,0.3297,0.3622,2.6538,0.058919964348974,0.997288,4.3936,5.1229,5.9167,6.7837,7.7335
"pearson IV",5.88711338169128,-1.96347903347947,0.3002,4.0408,0.0548,4.0426,0.2972,0.379,2.6144,0.0559471490164682,0.996876,4.4401,5.1953,6.0226,6.9322,7.935
"pearson IV",5.73808618593216,-1.97100420014933,0.3172,4.1007,0.0591,4.1436,0.3172,0.3963,2.6236,0.0582744484374056,0.996633,4.5358,5.3208,6.184,7.1365,8.1903
"pearson IV",5.62852080632746,-1.94252492410038,0.3253,4.143,0.0593,4.1718,0.327,0.4086,2.6247,0.0594467975042474,0.996442,4.5991,5.405,6.2936,7.277,8.3678
"pearson IV",5.37441005668417,-1.6323329444821,0.3026,4.2049,0.0556,4.2604,0.3075,0.4288,2.5853,0.057340184598015,0.995987,4.6628,5.4998,6.4286,7.4629,8.6175
"pearson IV",5.29272500014491,-1.63027076454367,0.3121,4.2465,0.0594,4.2559,0.3087,0.4409,2.5861,0.0586317357878693,0.995814,4.7247,5.5821,6.5359,7.6005,8.7915
"pearson IV",5.15647347198054,-1.52861165215634,0.3099,4.3005,0.0586,4.4102,0.3265,0.4573,2.5697,0.0587155234050974,0.995512,4.7916,5.6752,6.6621,7.7678,9.0098
"pearson IV",5.05453295087628,-1.45163198583107,0.3076,4.3441,0.0564,4.3495,0.3094,0.4705,2.555,0.0587276161219646,0.99527,4.8441,5.7487,6.7621,7.9011,9.1842
"pearson IV",4.97297058644518,-1.43110108859604,0.3143,4.3912,0.0601,4.3494,0.314,0.4843,2.5487,0.0596976518350382,0.995058,4.9079,5.8351,6.8766,8.0503,9.3758
"pearson IV",4.85045003093779,-1.29672885712795,0.3016,4.4418,0.0575,4.405,0.3044,0.4997,2.5185,0.0586368926686187,0.994734,4.9569,5.9076,6.9796,8.1923,9.5673
"pearson IV",4.79605150637589,-1.37215977110714,0.3266,4.5015,0.0614,4.5165,0.3383,0.5165,2.528,0.0615693220041302,0.994553,5.0509,6.0301,7.1368,8.3914,9.8167
"pearson IV",4.69606110392418,-1.29371644422412,0.3233,4.5586,0.0596,4.4781,0.3115,0.5334,2.5046,0.0614992310577148,0.99425,5.1142,6.1198,7.2602,8.5576,10.0366
"pearson IV",4.64579584879335,-1.26902364011854,0.3251,4.5936,0.0609,4.5592,0.322,0.5436,2.4942,0.0618465375862649,0.994086,5.1557,6.1773,7.3382,8.6611,10.1721
"pearson IV",4.56928121281974,-1.23383460779116,0.3285,4.6507,0.0618,4.5539,0.3159,0.5601,2.4773,0.0624508816300995,0.993826,5.223,6.2706,7.4645,8.8291,10.3919
"pearson IV",4.49793439174211,-1.18690373896388,0.3279,4.7032,0.062,4.6854,0.3178,0.5752,2.4568,0.0626229496567363,0.993571,5.2802,6.3513,7.5753,8.9782,10.5893
"pearson IV",4.40096134350542,-1.0604126846022,0.3091,4.7591,0.0625,4.6297,0.2955,0.5914,2.4134,0.0609620696871861,0.993218,5.3211,6.4156,7.6711,9.1154,10.7803
"pearson IV",4.35390770881251,-1.03473468529526,0.3095,4.8006,0.064,4.7863,0.3059,0.6031,2.3974,0.0611816979897825,0.993025,5.3652,6.4776,7.7563,9.2302,10.9326
"pearson IV",4.30945319480077,-1.04885009305552,0.3213,4.8556,0.0623,4.8738,0.3175,0.6185,2.3886,0.0625837956565551,0.992835,5.4346,6.5717,7.8813,9.3939,11.1442
"pearson IV",4.26866272302112,-1.02502488878788,0.3213,4.8949,0.0624,4.9005,0.3236,0.6294,2.3724,0.0627447624304927,0.99266,5.4747,6.6285,7.9598,9.5001,11.2856
"pearson IV",4.22332024029596,-1.02527753216331,0.3297,4.9512,0.065,4.9593,0.3364,0.645,2.3584,0.0637849154454223,0.992452,5.5401,6.7183,8.0806,9.66,11.4947
"pearson IV",4.16437204041332,-0.95254092437774,0.3175,4.9991,0.0645,4.976,0.3237,0.6581,2.324,0.0627629227371649,0.992187,5.574,6.7709,8.1585,9.7714,11.6499
"pearson IV",4.12003645468969,-0.949948715828592,0.325,5.0592,0.0658,4.9966,0.3317,0.6744,2.3065,0.0637102893572432,0.991968,5.6402,6.8624,8.2825,9.9367,11.8672
"pearson IV",4.09719177461229,-0.952672175321728,0.3304,5.0933,0.0657,5.027,0.327,0.6836,2.2977,0.0643480529498985,0.991851,5.6785,6.9151,8.3535,10.0309,11.9907
"pearson IV",4.05266252680449,-0.922894661738537,0.329,5.1469,0.0635,5.153,0.3396,0.6979,2.2724,0.0643981063777607,0.991624,5.7272,6.9851,8.4515,10.1653,12.1718
"pearson IV",4.00724409616319,-0.862250388532411,0.3166,5.1907,0.0634,5.0712,0.3077,0.7092,2.2392,0.0633601774065352,0.991392,5.7533,7.027,8.515,10.2579,12.3029
"pearson IV",3.95784400970209,-0.811553616452496,0.3078,5.2487,0.0643,5.1672,0.3031,0.724,2.2037,0.0627228505244972,0.991127,5.795,7.09,8.6066,10.3874,12.4819
"pearson IV",3.91918978315825,-0.779953779351898,0.3035,5.3008,0.0631,5.2363,0.3067,0.7372,2.1758,0.0624934106047245,0.990904,5.8356,7.1497,8.6918,10.5062,12.6446
"pearson IV",3.89394495654479,-0.777921459545381,0.3078,5.3452,0.0626,5.4506,0.3113,0.7487,2.16,0.0630362795709223,0.990756,5.8793,7.2109,8.7758,10.6195,12.7952
"pearson IV",3.85959844336845,-0.765259179073386,0.3099,5.4035,0.0606,5.3332,0.3154,0.7635,2.1357,0.0634107377224069,0.990547,5.9315,7.2851,8.879,10.7602,12.9844
"pearson IV",3.83031447023246,-0.753352741503157,0.3112,5.455,0.0628,5.3896,0.3123,0.7764,2.1134,0.0636912519786199,0.990366,5.9761,7.3489,8.968,10.8821,13.1487
"pearson IV",3.8086727789822,-0.738727616364136,0.3098,5.4914,0.0657,5.4364,0.3101,0.7854,2.0952,0.0636713132889366,0.990229,6.0043,7.3901,9.0264,10.9633,13.2596
"pearson IV",3.77523901662184,-0.722083601892926,0.31,5.5532,0.0602,5.6422,0.3245,0.8005,2.067,0.063871824340565,0.990011,6.0547,7.4627,9.1284,11.1039,13.4503
"pearson IV",3.74587830774905,-0.702496479192749,0.3081,5.6074,0.0635,5.59,0.3206,0.8135,2.0399,0.0638458090089907,0.989817,6.0951,7.5219,9.2127,11.2212,13.611
"pearson IV",3.72876543045603,-0.699039626561105,0.3103,5.6447,0.0628,5.7898,0.3178,0.8226,2.0249,0.064153681488778,0.989699,6.1272,7.5674,9.276,11.3076,13.7273
"pearson IV",3.70620857648179,-0.700167211375665,0.3159,5.6989,0.0646,5.5277,0.3013,0.8358,2.0054,0.0648001714722805,0.989539,6.1761,7.6362,9.3706,11.4359,13.8989
"pearson IV",3.67943314724788,-0.689767561149318,0.3174,5.7588,0.0654,5.7584,0.326,0.85,1.9791,0.0650898154521242,0.989348,6.2235,7.7042,9.4662,11.5676,14.0777
"pearson IV",3.65755259050336,-0.652713228988228,0.3055,5.7921,0.065,5.6909,0.3105,0.8568,1.952,0.0641157051940103,0.989197,6.2326,7.722,9.4965,11.6156,14.15
"pearson IV",3.64952264201269,-0.697388544890098,0.328,5.8414,0.0675,5.5485,0.3036,0.8699,1.9512,0.0662370184390648,0.989127,6.2983,7.8089,9.6098,11.7617,14.3367
"pearson IV",3.62398045973573,-0.67866846025316,0.3255,5.8988,0.0638,5.5552,0.3129,0.8828,1.922,0.0661506807472912,0.988936,6.3367,7.8657,9.6914,11.8764,14.4952
"pearson IV",3.59777952295495,-0.656754687004723,0.3215,5.9585,0.0653,6.1732,0.3582,0.896,1.8903,0.0659358138101951,0.988738,6.3739,7.9214,9.7723,11.991,14.6545
"pearson IV",3.57798548139399,-0.642342878733762,0.3194,6.007,0.0667,5.8841,0.3149,0.9066,1.8658,0.0658608898497538,0.988584,6.405,7.9674,9.8387,12.0846,14.7841
"pearson IV",3.55951501926174,-0.616002454860136,0.311,6.045,0.067,5.9121,0.2936,0.9142,1.8402,0.0652098830795702,0.988441,6.4196,7.992,9.8774,12.1429,14.8691
"pearson IV",3.5502195584029,-0.646272581694648,0.3284,6.0953,0.0651,5.862,0.3347,0.9268,1.8334,0.0668332568466506,0.988358,6.4773,8.0696,9.9801,12.2774,15.0436
"pearson IV",3.53048170779366,-0.625691193002276,0.3231,6.1438,0.0668,5.909,0.3128,0.9368,1.806,0.0664770484063569,0.988199,6.5027,8.1087,10.0382,12.3613,15.1621
"pearson IV",3.50790457659168,-0.598560274606571,0.3149,6.1991,0.066,5.9691,0.3175,0.9478,1.7731,0.0658908480357049,0.988015,6.5278,8.1486,10.0988,12.4501,15.2893
"pearson IV",3.49030417439993,-0.587510298877023,0.3137,6.2515,0.0681,6.5794,0.3498,0.9587,1.748,0.0658900670855282,0.987866,6.5598,8.196,10.167,12.5463,15.4226
"pearson IV",3.47919481743872,-0.595205934721511,0.3206,6.2967,0.0675,6.0491,0.2956,0.9689,1.7337,0.0665742028252447,0.987768,6.5983,8.2497,10.2406,12.6458,15.5556
"pearson IV",3.46260457795789,-0.591325566111598,0.3229,6.3542,0.0644,6.5102,0.3208,0.9811,1.7096,0.0668843563335926,0.98762,6.6377,8.3065,10.3208,12.7571,15.7079
"pearson IV",3.45060589348362,-0.599470230875537,0.3306,6.4061,0.0676,6.2075,0.3279,0.9926,1.693,0.0676307038330548,0.987513,6.6803,8.3661,10.4027,12.8681,15.8565
"pearson IV",3.42867883053096,-0.559439872647869,0.3146,6.4588,0.0671,6.3359,0.3069,1.0014,1.655,0.0663778343317311,0.987321,6.6898,8.3863,10.4389,12.9273,15.9482
"pearson IV",3.41950770872436,-0.572558937933529,0.3244,6.5063,0.0688,6.5642,0.3308,1.0121,1.6422,0.0672867437594967,0.987235,6.7321,8.4447,10.5182,13.0337,16.0894
"pearson IV",3.40461920986231,-0.546338619681075,0.3137,6.5455,0.0656,6.2132,0.3178,1.0185,1.6155,0.0664644086976146,0.987101,6.74,8.4605,10.5457,13.078,16.1573
"pearson IV",3.39427179458435,-0.547767664219253,0.3173,6.5902,0.0666,6.5521,0.3281,1.0277,1.5987,0.0668473388301057,0.987001,6.7713,8.5051,10.6081,13.1639,16.2742
"pearson IV",3.38382729631406,-0.555135520590003,0.3245,6.6416,0.0695,5.9837,0.3016,1.0386,1.5819,0.0675297406424308,0.9869,6.8111,8.561,10.6851,13.2687,16.4151
